,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,户型介绍,周边配套,装修描述,用水类型,用电类型,售房详情,税费解析,适宜人群,交通出行,燃气价格,别墅类型,权属抵押
1740,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,73,17706,提前预约随时可看,103112564572,9,3室1厅1厨1卫,中楼层 (共23层),41.23㎡,复式,暂无数据,塔楼,西,钢混结构,精装,四梯二十二户,有,2020-12-09,商品房,2018-09-13,商住两用,满两年,共有,"
                                有抵押 26万元 北京银行杭州分行 客户偿还
                              ",已上传房本照片,201210MN310512,"
                    
4.2米loft，精装修，楼下宝龙城市广场，交通便利。
                  ","
                    肯德基，星巴克，永辉*市，娱乐场所，美食街、健身房，配套齐全 ,出行方便！小区往东1公里就是钱塘江，小区内有宝龙综合体，肯德基，老北京，大*市，电影院，该有的都有
                  ",,,"
                    401路，369路, 370路, 373空, k681路 学林街绕城高架公交车站 ，地铁一号线在文海南路站（来自宝龙城市广场小区网）
                  ",,商水,商电,,,,,,,
1741,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,85,20239,有租户需预约,103108620027,5,3室1厅1厨1卫,高楼层 (共22层),42㎡,跃层,暂无数据,板楼,北,钢混结构,精装,四梯二十二户,有,2020-04-16,商品房,2018-04-09,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200416673135,"
                    地铁口精装修LOFT三房，4.2米层高，无抵押产权清晰
                  ","
                     房屋类型：房子为商品房公寓。 房屋结构：层高4.2米， 户型优势：跃层，楼下一房，楼上两房，使用率高，楼上不计产权面积，下沙大学城14所大学，出租自住两相宜。
                  ",,"
                    位居下沙新城大学城里，宝龙自带大型综合体，确定入住配套有TESCO乐购*市、宝莱百货、苏宁电器、草上飞电玩、龙麦KTV、星美影院，另有物美，和达东东城，龙湖天街，金沙印象城等综合体
                  ","
                    地铁：地铁一号线和地铁八号线交汇处，近一号线文海南路站，在建八号线工商大学站，双地铁。 401路，369路, 370路, 373空, k681路 学林街绕城高架公交车站 ，
                  ",,商水,商电,,,,,,,
1742,['中豪七格'],钱塘区-工业园南,120.32908673003,30.30372528275,105,24022,提前预约随时可看,103104527920,19,2室2厅1厨1卫,中楼层 (共23层),43.71㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,四梯十五户,有,2019-04-24,商品房,2018-07-02,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180611550931,"
                    中间楼层，户型方正，采光好，生活方便，居住群体多
                  ","
                    地铁1号线下沙西站到本项目1750米，可换乘2号线和4号线快速到达各个主城区。
                  ",,,,"
                    200米有银泰百货，交通便利，也有邵逸夫医院，天街 物美大卖场 商贸城
                  ",商水,商电,,,,"
                    
装修现状：房子精装修，家具家电都有。目前房子方便看房 随时欢迎看房。
                  ",,,
1743,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,83,18843,有租户需预约,103113140659,1,3室1厅1厨1卫,中楼层 (共22层),44.05㎡,复式,暂无数据,板楼,北,钢混结构,精装,两梯二十二户,有,2021-01-21,商品房,2018-07-17,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210126DW864721,"
                    楼层好，小区内有宝龙综合体，旁边1公里就是钱塘江
                  ","
                    位居下沙新城大学城里，确定入住配套有TESCO乐购*市、宝莱百货、苏宁电器、草上飞电玩、龙麦KTV、星美影院。
                  ",,,"
                    
此房为公寓房，无需杭州购房资格可购买，40年产权，三证齐。契税总房价三个点，个税总房价1个点，综合税差价的5.3个点
                  ",,商水,商电,,"
                    401路，369路, 370路, 373空, k681路 学林街绕城高架公交车站 ，地铁一号线在文海南路站（来自宝龙城市广场小区网）
                  ",,,,,
1744,['保利湾天地'],钱塘区-沿江南,120.377843,30.279073,86,18599,提前预约随时可看,103113837937,14,2室2厅1厨2卫,中楼层 (共17层),46.24㎡,跃层,34.64㎡,板楼,西南,钢混结构,精装,四梯二十四户,有,2021-03-13,商品房,2014-01-13,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210313OX162692,"
                    业主从新装修未出租，国企开发，沿江环境好
                  ","
                    央企开发商，环境安静舒适，小区内部人车分流，24小时保安巡逻！
                  ","
                    金隅农贸市场，东湾购物*市，金隅Smart街，保利湾天地各色商铺（约70家） ：新美商场、物美*市、都尚购物、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院
                  ",,"
                    交通便捷，出门就是公交站、374、384、298、449； 地铁一号线下沙江滨地铁口
                  ",,商水,民电,,,,,3.1元/m3,,
1745,['金沙国际'],钱塘区-金沙湖,120.325324,30.325068,75,15433,有租户需预约,103112113321,6,2室1厅1厨1卫,高楼层 (共26层),48.6㎡,平层,暂无数据,板楼,北,钢混结构,简装,四梯二十七户,有,2020-11-07,商品房,2017-09-28,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,201117MO956217,"
                    此房为中间楼层 朝北 价格适中 诚心出售！
                  ","
                    房屋类型：40年产权公寓 户型：一厅一厨一卫 面积：48方 高楼
                  ",,"
                    房屋类型：40年产权公寓 契税：总价*3% 个税：总价*1% 增值税：差额5.3%
                  ","
                    房子交通便利，德胜快速路，地铁一号线和多条公交线路，出行便利
                  ",,商水,商电,,"
                    此房享有配套医院：邵逸夫，综合体：龙湖天街、印象城等，地铁一号线 金沙湖站
                  ",,,3.1元/m3,,
1746,['金沙国际'],钱塘区-金沙湖,120.325324,30.325068,70,14404,下班后可看,103114895200,7,1室1厅1厨1卫,高楼层 (共26层),48.6㎡,平层,暂无数据,板楼,南,钢混结构,简装,四梯二十七户,有,2021-05-07,商品房,2017-08-29,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,181225408413,"
                    
现精装修，蛋壳出租，家具家电齐全，酒店式公寓，拎包入住。
                  ","
                    天福财智大厦采用曲线化设计，体现出空间视觉的流动感和时尚感，未来将成为杭州城区进入下沙新城的门户
                  ","
                    
家具家电齐全酒店式公寓拎包入住省心省事.采用曲线化设计，体现出空间视觉的流动感和时尚感，
                  ","
                    天福财智大厦位于杭州下沙经济开发区金沙湖板块，西靠幸福南路、北接德胜快速路
                  ",,,商水,商电,,,,,3.1元/m3,,
1747,['天元公寓'],钱塘区-工业园南,120.37091929218,30.307662590425,82,15907,有租户需预约,103113916071,4,2室1厅1厨1卫,低楼层 (共15层),51.55㎡,复式,暂无数据,板塔结合,南,砖混结构,简装,两梯八户,有,2021-03-16,商品房,2008-04-01,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201015NT302110,"
                    此房为公寓税费，loft户型，实用空间大，低楼层有电梯出行方便
                  ","
                    江干下沙6号大街与19号大街交叉口；小区内部配套：花园、儿童游乐场（内置菜市场）、地下车库（2层）、小区便民修车店、电动车充电点、老年活动室(已改造的便利店)、乒乓球室、小广场（已改建）、自行车配件店、小区便民理发店；
                  ","
                    
小区旁边新加坡科技园占地46公倾，2018年入选省级特色小镇和国际科技合作基地，定位为高科技企业园区，未来几年将有3万至5万白领在此工作；小区西侧为大型生态公园，环境清幽，天然氧吧，适合早晚锻炼；
                  ",,"
                    小区门口就有自行车亭和公交车站，384路可转地铁一号线，步行可以到快速公交站和六号大街十九号路口站
                  ",,商水,商电,,,,,,,
1748,['中豪七格'],钱塘区-工业园南,120.32908673003,30.30372528275,108,21395,提前预约随时可看,103112351986,2,2室1厅1厨1卫,中楼层 (共22层),50.48㎡,跃层,暂无数据,塔楼,南,钢混结构,简装,两梯十六户,有,2020-11-24,商品房,2019-06-23,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200601833664,"
                    视野开阔，采光好，loft2室户型 ，居住出租都不错
                  ","
                    
房子是4.2米层高的loft，朝南户型，，楼下客厅厨房卫生间
                  ",,"
                    
邵逸夫医院，下沙银泰，金沙湖地铁站，龙湖天街，龙湖滟澜星座.印象城
                  ","
                    公交B1区间，杭州地铁一号线金沙湖站、下沙西站，高沙路站 302 公交站 374 公交站
                  ",,商水,商电,,,,,1元/m3,,
1749,['盛泰时代山'],钱塘区-高教园区西,120.362851,30.312222,94,16661,有租户需预约,103110941511,9,2室1厅1厨1卫,低楼层 (共24层),56.42㎡,平层,40.71㎡,板塔结合,南,钢混结构,简装,三梯十五户,有,2020-08-25,商品房,2014-08-26,商住两用,满五年,共有,"
                                有抵押
                              ",已上传房本照片,190222716524,"
                    此房为40年产权公寓，朝南两居室，拎包入住，诚心出售
                  ","
                    房子是两室一厅一厨一卫一阳台的户型，两室朝南，次卧带阳台。客厅外有阳台可以浇筑。
                  ",,"
                    房子买进价是77万，个税0.98万，契税2.94万，综合税1.113万，土地增值税0.49万，印花税0.049万。税费总计5.572万。
                  ",,,商水,民电,,"
                    房子中等装修，清爽宜人，去年房子有重新翻修过的，可以拎包入住
                  ",,,,,
1750,['中豪七格'],钱塘区-工业园南,120.32908673003,30.30372528275,93,20718,提前预约随时可看,103105044618,8,2室1厅1厨1卫,中楼层 (共23层),44.89㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,四梯十五户,有,2019-06-15,商品房,2019-04-22,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190606490381,"
                    房子视野开阔，采光好，朝北，房东诚心出售，loft户型 看房随时
                  ","
                    
房子是4.2米层高的跃层，楼上两个房间，楼下客厅厨房卫生间。
                  ",,"
                    
邵逸夫医院，下沙银泰，金沙湖地铁站，龙湖天街，龙湖滟澜星座。
                  ","
                    公交B1区间，杭州地铁一号线金沙湖站、下沙西站，高沙路站。。。
                  ",,商水,商电,,,,,,,
1751,['盛泰时代山'],钱塘区-高教园区西,120.362851,30.312222,105,18611,提前预约随时可看,103113196422,4,2室1厅1厨1卫,中楼层 (共24层),56.42㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯十五户,有,2021-01-25,商品房,2009-07-18,商住两用,满五年,共有,"
                                有抵押 18万元
                              ",已上传房本照片,210125FB798624,"
                    房东诚心出售，户型好，朝南两房带阳台，全景无遮挡
                  ","
                    
盛泰时代山位于杭州经济技术开发区，北临繁华四号路，西靠凯恩戴斯酒店，簇拥物美*市、新美商场等城市配套
                  ","
                    房子是两室一厅一厨一卫一阳台的户型，两房朝南，次卧带小阳台 前面没有任何遮挡
                  ","
                    大型商*：物美*市（800米）新美商城（800米）上品折扣（700米）下沙商贸城（1000米）， 电 影 院 ：歌纳国际影城（800米），华元电影大世界（500米） ，银 行 ：建设银行（1200米）农业银行（1200米）杭州银行（1300米） 医 院：东方医院（300米）百度地图
                  ","
                    
小区北门距离文泽路口约1.2公里，（参考百度地图），北门口100米就是四号大街五号路口公交站
                  ",,商水,民电,,,,,,,
1752,['金沙居'],钱塘区-高教园区东,120.390797,30.3124,73,14525,提前预约随时可看,103110643444,15,1室1厅1厨1卫,低楼层 (共18层),50.26㎡,平层,暂无数据,塔楼,南,混合结构,简装,四梯三十六户,有,2020-08-07,商品房,2018-07-16,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180406916330,"
                    金沙居朝南带阳台，目前出租中，诚心卖，价格便宜
                  ","
                    吃喝玩乐齐全，有一个宝龙城市广场在前面。高等教育校区多，前面就是工商，文化氛围浓厚。
                  ",,,"
                    房子买进合同价45万，差额税5.3%，个税1%或者差价20%，土地增值税0.5%或者走差额，契税3%，印花税0.05%
                  ",,商水,民电,,"
                    交通便利，云水地铁站，小区北面门口有公交站的373、449、8223路，西边有171、401、448、449路公交。
                  ",,,,,
1753,['保利湾天地二期'],钱塘区-沿江南,120.375935,30.277784,155,15967,提前预约随时可看,103115239920,1,2室2厅1厨2卫,中楼层 (共28层),97.08㎡,跃层,暂无数据,板楼,北,框架结构,精装,四梯十三户,有,2021-05-27,商品房,2017-10-20,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,170917858410,"
                    此房重新装修过，二次设计，区别于其他，装修很好，层高5.6米
                  ","
                    可以当婚房使用，功能间开间比较大，楼层好，可以看江，视野比较不错的
                  ",,"
                    此房无抵押，产权清晰，当时一次性买入，现在也是买了新的房子，这套用不上了，所以出售，寻找有缘的买家
                  ",,,商水,民电,"
                    小区原始开发商装修，17年二手买入，当时为了自住，重新装修设计过，里面的家具家电都是后来重新配置过的
                  ",,"
                    客厅朝北，主卧朝南，双阳台，2层层高共计5.6米，少有的跃层户型，独立的2室2厅2卫。
                  ",,,,
1754,['世茂江滨商业中心'],钱塘区-沿江南,120.387299,30.293158,92,13697,提前预约随时可看,103109501910,73,2室1厅1厨1卫,低楼层 (共28层),67.17㎡,平层,47.9㎡,板楼,南,钢混结构,精装,两梯八户,有,2020-06-02,商品房,2013-04-03,商住两用,满五年,非共有,"
                                有抵押 31万元 北京银行股份有限公司杭州分行 业主自还
                              ",已上传房本照片,200602993122,"
                    此房开发商统一装修，拎包入住，价格实惠，楼层好，采光佳
                  ","
                    小区楼下有自带商场，生活用品齐全，蔬菜，瓜果，饭店等等比比皆是。出小区就是地铁起始站，公交总站。 此房开发商统一装修，拎包入住，价格实惠，楼层好，采光佳。
                  ",,,"
                    开发商统一精装修，洗衣机、电冰箱、热水器、空调一应俱全，可以拎包入住
                  ","
                    出门100米地铁下沙江滨站，50米下沙公交车总站，交通便利出行方便
                  ",民水,民电,,,,,,,
1755,['世茂江滨商业中心'],钱塘区-沿江南,120.387299,30.293158,125,18618,提前预约随时可看,103109999836,7,1室2厅1厨1卫,中楼层 (共28层),67.14㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯八户,有,2020-06-30,商品房,2017-09-25,商住两用,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,170904944727,"
                    楼层好，给家里人住的，保养的也很好
                  ","
                    房所在位置繁华热闹，配套齐全。各大银行，物美大*市，UCC国际洗衣店，距离浙江省中医院下沙院区较近，居家生活便利
                  ","
                    配套齐全，公交车站，地铁口已经开通，去市区很方便的，楼下又大型*市，餐厅，菜市场供应充足。医院配套：东方医院，下沙邵逸夫医院，浙江省中医院下沙分院。生活配套：有联购*市，..
                  ",,"
                    
出门100米地铁下沙江滨站，50米下沙公交车总站，交通便利出行方便
                  ",,民水,民电,,,,,,,
1756,['保利湾天地'],钱塘区-沿江南,120.377843,30.279073,95,13014,提前预约随时可看,103111484144,116,2室2厅1厨2卫,高楼层 (共33层),73㎡,跃层,52.24㎡,板楼,南,框架结构,精装,四梯十六户,有,2020-09-26,商品房,2017-03-27,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,200927CV568795,"
                    5.8米层高，楼层好，视野开阔，看房方便，精装修家具家电齐全
                  ","
                    保利为央企品牌，物业为保利物业公司，每天都有保安巡逻，安全舒适，小区内还有地下停车场。
                  ","
                    跃层户型 上下两层， 客厅朝北带阳台 厨房卫生间全明 二楼两房一卫 卧室朝南 户型方正 中上楼层 视野开阔
                  ","
                    金隅农贸市场，民润发购物*市，大润发购物*市，金隅Smart街，保利湾天地各色商铺（约70家） 
                  ","
                    交通便捷，出门就是公交站、374、384、298、449 地铁一号线下沙江滨地铁口2.3公里
                  ",,商水,民电,,,,,3.1元/m3,,
1757,['保利湾天地二期'],钱塘区-沿江南,120.375935,30.277784,145,15382,提前预约随时可看,103106405688,4,2室2厅1厨2卫,低楼层 (共33层),94.27㎡,跃层,暂无数据,塔楼,南,框架结构,精装,四梯十三户,有,2019-10-05,商品房,2018-05-21,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,171005567071,"
                    绿化高，环境好。品质小区，安心物业
                  ","
                    
距离一号线下沙江滨站1200米，公交站有384、374、302等等。满足出行的一切要求
                  ",,"
                    商*：保利湾天地下面各式各样的商铺有80多家，金隅农贸市场，物美*市。 银行：工商银行、农业银行、交通银行、建设银行等 医院：东方医院、邵逸夫医院等
                  ",,,商水,民电,,,,"
                    房子是5.8米层高的，买一套得两套的面积，户型方正，中高楼层，
                  ",,,
1758,['绿城财通中心'],钱塘区-金沙湖,120.341362,30.31506,175,16230,提前预约随时可看,103115911933,8,2室2厅1厨1卫,高楼层 (共24层),107.83㎡,平层,77.62㎡,平房,东南 南,钢混结构,精装,四梯二十八户,有,2021-07-03,商品房,2014-12-04,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210727ZE410044,"
                    楼层好、精装修物业好，距离地铁口50米，配套齐全
                  ","
                    绿城开发同样也是绿城的物业，地段好，出行方便，购物齐全.开发商统一精装交付
                  ","
                    湖天街，印象城，高沙农贸市场、湾南农贸市场、新城广场、联合下沙综合市场
                  ",,"
                    地铁：小区出来就是高沙路地铁站。 公交：370路环线，369路环线，B支4路，210路，366路，399路，375路环线，374路，373路，27路，377路，Y2路环线，614路，378路，328路，174路，B1路等
                  ",,商水,商电,,,,,,,
1759,['保利湾天地二期'],钱塘区-沿江南,120.375935,30.277784,110,15463,提前预约随时可看,103113948176,0,2室1厅1厨2卫,高楼层 (共33层),71.14㎡,跃层,51.35㎡,板楼,南,框架结构,精装,四梯十六户,有,2021-03-18,商品房,2016-03-15,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200309223891,"
                    loft两层结构，精装两房，拎包入住，诚心卖
                  ","
                    小区得房率较高，户型方正，人车分流，安静宜居。小区物业专业，安全高保障、服务高保障、生活质量高保障。
                  ","
                    此户型是湾天地的72方的户型，5.6米层高楼上楼下，下面是客厅厨房和一个卫生间，楼上是双卧室和阳台以及一个卫生间


                  ","
                    小区生活，交通配套都很齐全。小区内的公园，儿童可以玩滑轮、跳绳，老年人可以跳广场舞、扭秧歌。小区楼下就有各种饮食店、小区南面就是金隅空港商圈综合体，购物饮食看电影一应俱全
                  ",,,商水,民电,,,,,,,
1760,['保利湾天地'],钱塘区-沿江南,120.377843,30.279073,83,17950,有租户需预约,103104844476,20,2室1厅1厨2卫,低楼层 (共17层),46.24㎡,跃层,34.64㎡,板楼,南,钢混结构,精装,四梯二十四户,有,2019-05-26,商品房,2014-01-13,商住两用,满五年,共有,"
                                有抵押
                              ",已上传房本照片,191006344191,"
                    江边小区，环境优美，层高优势无可挑剔，开发商精装修
                  ","
                    金隅农贸市场，东湾购物*市，金隅Smart街，保利湾天地各色商铺（约70家） ：新美商场、物美*市、都尚购物、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院
                  ",,,"
                    交通便捷，出门就是公交站、374、384、298、449； 地铁一号线下沙江滨地铁口。
                  ",,商水,民电,,,,"
                    
保利为央企品牌，物业为保利物业公司，每天都有保安巡逻，安全舒适，小区内还有地下停车场
                  ",3.1元/m3,,
1761,['金隅空港公馆'],钱塘区-沿江南,120.377468,30.276502,75,12041,提前预约随时可看,103115321459,8,2室1厅1厨1卫,中楼层 (共21层),62.29㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,三梯十六户,有,2021-05-31,商品房,2018-07-18,商住两用,满两年,共有,"
                                有抵押 10万元 杭州银行 业主自还
                              ",已上传房本照片,210531MK890640,"
                    楼层好，采光充足视野开阔；业主精心呵护
                  ","
                    金隅空港公馆，2018年开盘，沿江而建，以50方至70方的一室一厅两室一厅户型为主
                  ","
                    
小区旁的大型*市有大润发，喜客多，电影院，联华*市。菜市场距离小区几百米，小区楼下，商家多，日常生活起居很方便
                  ",,"
                    B1区间2首站、世茂江滨站地铁站。公交B1区间2、104路、373路、383路以及374路，交通便利，出行方便！到地铁站5站路
                  ",,商水,商电,,,,,,,
1762,['世茂江滨商业中心'],钱塘区-沿江南,120.387299,30.293158,113,16798,有租户需预约,103111515050,2,1室1厅1厨1卫,中楼层 (共28层),67.27㎡,平层,46.03㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2020-09-28,商品房,2012-12-31,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,181024025729,"
                    小区距离地铁1号线100米 交通便利 生活配套齐全 小区环境优美 
                  ","
                    世茂广场楼下自带商场，生活配套齐全，蔬菜，瓜果，饭店，饮食近在咫尺
                  ",,,"
                    开发商统一精装修，洗衣机、电冰箱、热水器、空调一应俱全，可以拎包入住
                  ","
                    小区出门100米地铁下沙江滨站，50米下沙公交车站，交通便利出行方便
                  ",民水,民电,,,,,,,
1763,['世茂江滨商业中心'],钱塘区-沿江南,120.387299,30.293158,145,14385,有租户需预约,103111151880,5,2室1厅1厨1卫,中楼层 (共28层),100.8㎡,平层,68.99㎡,板楼,南,钢混结构,精装,三梯四户,有,2020-09-06,商品房,2013-02-04,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200914MF186963,"
                    房东诚心卖 旁边就是地铁 交通便利 生活配套齐全 小区环境优美
                  ","
                    世茂广场楼下自带商场，生活配套齐全，蔬菜，瓜果，饭店，饮食近在咫尺
                  ",,,"
                    开发商统一精装修，洗衣机、电冰箱、热水器、空调一应俱全，可以拎包入住
                  ","
                    
小区出门100米地铁下沙江滨站，50米下沙公交车站，交通便利出行方便
                  ",民水,民电,,,,,,,
1764,['保利湾天地'],钱塘区-沿江南,120.377843,30.279073,102,14334,只周末可看,103111003936,10,2室2厅1厨2卫,高楼层 (共33层),71.16㎡,跃层,暂无数据,板楼,南,框架结构,精装,四梯十六户,有,2020-08-29,商品房,2017-10-17,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,170721070210,"
                    价格还可以谈，买入价100多万，税费少，高层视野好，可看江
                  ","
                    保利为央企品牌，物业为保利物业公司，每天都有保安巡逻，安全舒适，小区内还有地下停车场
                  ","
                    金隅农贸市场，民润发购物*市，大润发购物*市，金隅Smart街，保利湾天地各色商铺（约70家） ：新美商场、物美*市、都尚购物、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院
                  ",,"
                    交通便捷，出门就是公交站、374、384、298、449 地铁一号线下沙江滨地铁口2.3公里
                  ",,商水,民电,,,,,3.1元/m3,,
1765,['和达自由港'],钱塘区-工业园南,120.363431,30.298015,70,20662,提前预约随时可看,103114554532,22,2室2厅1厨1卫,高楼层 (共16层),33.88㎡,跃层,暂无数据,板楼,西南,钢混结构,精装,三梯二十五户,有,2021-04-18,商品房,2017-06-13,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210419NO742811,"
                    
LOTF复式 业主诚心卖 好自住和出租，可注册公司，格局好方正
                  ","
                    和达.自由港 开发商 杭州和达房地产开发有限公司 户型面积 30-50平方米 建筑类型 1号楼16层、2号楼15层 物业类别 LOFT小户型公馆+和达物流信息大厦、公寓 建筑面积 42000 占地面积 9527，小区生活配套好。出门都有。
                  ","
                    
房子是朝南的LOFT复式结构，楼下是客厅、厨房、卫生间，楼上是两个房间，朝西南 所以采光和视野是很好的，格局方正，户型好。可以使用的面积也大。有阳台的户型。
                  ","
                    浙江省中医院1400米，商城;下沙商贸城2200米，银泰百货3000米，新美商城1800米，杭州华元电影大世界2000米
                  ","
                    
房子自住精装修，房子格局设计的比较合理，装修比较温馨也比较好；
                  ","
                    公交站：十二号大街十一号路口375、401（115米）文泽路地铁站（2100米）
                  ",商水,商电,,,,,,,
1766,['保利湾天地二期'],钱塘区-沿江南,120.375935,30.277784,88,18562,提前预约随时可看,103114413883,2,2室1厅1厨2卫,中楼层 (共17层),47.41㎡,跃层,暂无数据,板楼,西,框架结构,精装,四梯二十四户,有,2021-04-11,商品房,2018-01-24,商住两用,满两年,非共有,"
                                有抵押 40万元 中国 银行股份有限公司杭州建中支行
                              ",已上传房本照片,171118624853,"
                    下沙沿江小区，环境优美、精装修
                  ","
                    房子分为上下两层，一层为客厅，厨房及卫生间，还有一个大阳台；二层有两个卧室，一个卫生间，动静分离
                  ",,"
                    金隅农贸市场，东湾购物*市，金隅Smrt街，保利湾天地各色商铺（约70家） ：新美商场、物美*市、都尚购物、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院
                  ","
                    交通便捷，出门就是公交站、374、384、298、449； 地铁一号线下沙江滨地铁口
                  ",,商水,民电,,,,,,,
1767,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,82,19613,有租户需预约,103109774838,6,2室1厅1厨1卫,中楼层 (共22层),41.81㎡,跃层,31.98㎡,板楼,南 北,钢混结构,简装,两梯二十二户,有,2020-06-17,商品房,2018-06-21,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200703GH917013	,"
                    此房诚心出售，大学城北，产权清晰，随时可签！
                  ","
                    位居下沙新城大学城里，确定入住配套有TESCO乐购*市、宝莱百货、苏宁电器、草上飞电玩、龙麦KTV、星美影院。
                  ",,,"
                    地铁：地铁一号线和地铁八号线交汇处，文海南路站距离此房大概200米。 401路，369路, 370路, 373空, k681路 学林街绕城高架公交车站 ，地铁一号线在文海南路站（来自宝龙城市广场小区网）
                  ",,商水,商电,,,,,,,
1768,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,80,18162,有租户需预约,103113381717,23,3室1厅1厨1卫,中楼层 (共22层),44.05㎡,复式,暂无数据,板楼,西北,钢混结构,精装,两梯二十二户,有,2021-02-19,商品房,2018-07-24,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210421WZ087213,"
                    4.2米loft，精装修，楼下就是宝龙广场，生活交通都很便利。
                  ","
                    小区内有宝龙综合体，肯德基，老北京，大*市，电影院，永辉*市，星巴克，娱乐场所，美食街、健身房，配套齐全 ，该有的都有，出行方便：小区往东1公里就是钱塘江
                  ",,,"
                    401路，369路，370路, 373空, k681路，学林街绕城高架公交车站 ，近地铁一号线文海南路站
                  ",,商水,商电,,,,,,,
1769,['宏河嘉园'],钱塘区-大江东,120.464421,30.30123,235,17903,提前预约随时可看,103115523902,4,3室2厅1厨2卫,低楼层 (共5层),131.27㎡,平层,120.42㎡,板楼,南,钢混结构,精装,一梯一户,暂无数据,2021-06-11,商品房,2016-04-18,普通住宅,满五年,共有,"
                                有抵押 55万元 业主自还
                              ",已上传房本照片,200804SN685693,"
                    
楼层好 全明户型 配套齐全，精装修.含储物间
                  ","
                    区位于河庄街道繁华地段， 面积户型方正 得房率高 小区绿化高 自带幼儿园
                  ","
                    小区位于河庄街道繁华地段，配套齐全 生活便利 出行方便 ，购物市场 菜场齐全
                  ",,"
                    交通便利 到萧山市区有两路公交车站 733 8号线河庄站300米 去下沙公交车351
                  ",,,,,,,,,,
1770,['保利玫瑰湾'],钱塘区-沿江南,120.366247,30.272166,251,30595,提前预约随时可看,103115154699,8,2室2厅1厨1卫,中楼层 (共34层),82.04㎡,平层,61.16㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2015-07-13,普通住宅,满五年,共有,"
                                有抵押 650000万元 中国工商银行杭州经济技术开发区支行 业主自还
                              ",已上传房本照片,210522BS723145,"
                    保利名企，户型方正，满五唯一，精装自住，业主诚心卖
                  ","
                    保利玫瑰湾得房率高，业主自住多，小区内部自带游泳池，儿童游乐设施，物业为保利物业，安保到位
                  ","
                    ①装修温馨，适合一家人居住 ；②刚需户型，适合首套购买的家庭
                  ",,"
                    装修现状：装修大约花费20-30万，前两年没怎么住，保养好 家具基本不带走，可拎包入住
                  ","
                    距离地铁一号线下沙江滨站1.8公里（百度地图测得）、小区300米左右有384、374、302，449,公交站台，可一路坐到地铁站，302路可至凤起东路顺福路口。门口之江东路前往市区无拥堵
                  ",,,,,"
                    金隅农贸市场，东湾购物*市，金隅Smart购物街，各色商铺商场：新美商场、物美*市、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 三甲医院：邵逸夫医院
                  ",,,,
