,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,税费解析,用水类型,用电类型,燃气价格,户型介绍,适宜人群,装修描述,售房详情,交通出行,别墅类型,权属抵押
1512,['星光国际公馆'],滨江-滨江区政府,120.215406,30.213073,168,22923,提前预约随时可看,103110901244,26,2室1厅1厨1卫,中楼层 (共26层),73.29㎡,平层,53.49㎡,塔楼,南,混合结构,精装,一梯十九户,有,2020-08-22,商品房,2010-01-13,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200825PK931937,"
                    星光纯边套品质公寓 宽敞明亮 朝南两房  舒适宜居 繁华配套
                  ","
                    不管你是白领青年，还是想在该区域购置一块私人空间，这套都是你的好选择，读书学习、休闲娱乐、工作生活、在这里，满足你的居住需求！
                  ",,,"
                    精装修，星光品质，清爽简约，拎包入住，保养良好，卫生整洁，人性设计，舒适宜居
                  ",商水,商电,,"
                    契税3%；印花税0.025%；个税1%；增值税及附加5.3%；土地增值税0.5%；首付50%
                  ","
                    高楼层采光好，物业管理好，地理位置优越，书房客厅朝南，户型方正，餐客一体
                  ",,,,,
1513,['江滨澜廷'],滨江-滨江区政府,120.21726,30.221219,240,39591,提前预约随时可看,103111283612,3,1室1厅1厨1卫,中楼层 (共24层),60.62㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,八梯四十一户,有,2020-09-14,商品房,2017-07-25,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200914FU234646,"
                    精装修高档公寓，绿城物业，拎包入住诚心出售 房东自住保养好！
                  ","
                    江滨澜廷邻钱塘江南岸，占地面积约16.5亩，可建面积5.5万平方米，东至江陵路，南至规划科技馆街，西至规划支路，北至闻涛路。江滨澜廷，邻滨江区政府，踞守一线钱江资源，集合了滨江办公、营业、商务、居住
                  ","
                    银行：农业银行/浦发银行/建设银行/工商银行/招商银行/杭州银行/联合银行/光大银行 医院：武警医院/浙二医院滨江院区 生活： 自带综合体，离星光大道600米左右 交通：地铁一号线江陵路站997米。

房主自荐(业主对房源的描述)
                  ","
                    此房为开发商精装修，楼下地砖，楼上地板，装修清爽干净，家具家电全齐
                  ",,商水,商电,,,,,,,,
1514,['玲珑府'],滨江-西兴,120.232076,30.189648,150,31192,有租户需预约,103112398057,1,3室2厅1厨1卫,低楼层 (共21层),48.09㎡,暂无数据,暂无数据,板塔结合,西,钢混结构,简装,四梯二十六户,有,2020-11-27,商品房,2012-07-04,商住两用,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,170901558368,"
                    
4.79层高loft，朝南三房，交通便利，视野采光好。
                  ","
                    双地铁口步行500m，小区内有天猫*市，蔬菜*市，滨安饭店，朝西500米滨康综合体，生活便利。小区西边可以沿河散步，跑步锻炼。
                  ",,"
                    玲珑府酒店式公寓，4.79层高loft，开发商精装交付，室内配套设施齐全。
                  ",,民水,民电,3.1元/m3,,,"
                    
步行500米即可到达滨康地铁口（一号线五号线双地铁），公交:300路(城站火车站-西兴路滨康路口-杭州火车南站，下车即是)、301路(武林小广场-滨康路东-杭州火车南站)、315路(望江东路-滨康路东-萧绍路)、368路(滨盛公交站-滨康路东-衙前公交站)，出行方便。
                  ",,,,
1515,['星耀城'],滨江-滨江区政府,120.221367,30.219193,195,44349,提前预约随时可看,103111958871,3,1室2厅1厨2卫,高楼层 (共20层),43.97㎡,暂无数据,30.4㎡,板塔结合,东南 东,钢混结构,精装,四梯二十四户,有,2020-10-28,商品房,2018-11-27,商住两用,满两年,共有,"
                                有抵押
                              ",已上传房本照片,201110NG198749	,"
                    
1号线江陵路站，精装LOFT，带阳台，交通便利，配套
                  ","
                    项目简介 星耀城，位于杭州市滨江区，江南大道与江陵路口地铁一号线江陵路站A出口处。项目26万方体量，涵盖业态有：写字楼、酒店、loft酒店式公寓
                  ","
                    
2014年开发商统一精装修，可直接拎包入住，客厅挑空，带阳台，自住舒适。
                  ",,,商水,商电,3.1元/m3,"
                    
地铁1号线和6号线江陵站，比邻江南大道，过三桥、四桥和望江隧道十分方便，萧山国际机场也可机场快速直达。
                  ",,,,,,
1516,['海威新界'],滨江-滨江区政府,120.231536,30.216747,246,54281,提前预约随时可看,103104653326,28,2室2厅1厨2卫,高楼层 (共20层),45.32㎡,暂无数据,暂无数据,塔楼,东,钢混结构,精装,四梯三十七户,有,2019-05-07,商品房,2019-05-05,商住两用,满两年,共有,"
                                有抵押 87万元 杭州联合农村商业银行股份有限公司西兴支行 业主自还
                              ",已上传房本照片,190522784331,"
                    本房是4.79层高的精装酒店式公寓，次新小区，交通便利
                  ","
                    户型为上下两层loft结构，楼上住人，楼下办公，工作生活两相宜
                  ",,,,商水,商电,,"
                    适合一开始起步或者是创业想开公司的小年轻，还有就是暂无购房资质又想在杭州安家的客户群体
                  ","
                    开发商精装交付，只需买点家私什么的就可入住，方便快捷，厨房卫生间地板硬装全部弄好的
                  ",,,,,
1517,['东方商务会馆'],滨江-长河,120.223916,30.194869,123,31531,有租户需预约,103106432265,7,1室1厅1厨2卫,低楼层 (共16层),39.01㎡,暂无数据,27.72㎡,板塔结合,西,钢混结构,精装,五梯四十一户,有,2019-10-07,商品房,2010-10-18,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180914132464,"
                    房子保养的很好，一号线西兴地铁口
                  ","
                    4.79米层高，业主后续自精装LOFT户型，50年产权，可办公注册公司也可自主。
                  ",,"
                    适宜刚来杭州预算不多的户口不在杭州的年轻人，而且小区大多是都是年轻上班族。
                  ",,民水,民电,,"
                    幼儿园：小太阳幼儿园、贝贝幼儿园、西兴街道幼儿园、杭州市广播电视大学滨江教学点、杭州师范大学滨江校区商场：万联百货
                  ",,,,,,
1518,['东方商务会馆'],滨江-长河,120.223916,30.194869,220,31304,提前预约随时可看,103113843252,0,2室1厅1厨2卫,低楼层 (共16层),70.28㎡,跃层,49㎡,板塔结合,东,钢混结构,精装,五梯四十一户,有,2021-03-13,商品房,2010-09-09,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,180607194925,"
                    配套齐全，西兴地铁口，楼下就是公交车站，刚需好户型。
                  ","
                    适合刚需人群，刚来杭州没有户口，在滨江工作的人，一号线西兴地铁口。
                  ",,,,商水,民电,,,"
                    售房原因：变现。
房屋现状：目前空置，钥匙在物业，随时看房。

                  ",,"
                    距离西兴地铁口400米（百度地图），公交车站方便，多条公交线路出行方便
                  ",,,
1519,['高润云杉郡'],滨江-彩虹城,120.17517415451,30.181438964125,130,24487,提前预约随时可看,103105301558,127,2室1厅1厨1卫,低楼层 (共23层),53.09㎡,跃层,53.09㎡,板塔结合,南,钢混结构,精装,六梯二十户,有,2019-07-09,商品房,2019-09-19,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190928852070,"
                    拎包入住 设施齐全 采光好 楼层好
                  ","
                    滨文站: 225路、901路、B支3路、326路、354路、107路、194路、115路 祠堂前: 225路、326路、115路 冠二村: 225路、326路、115路 滨康路诚业路口: 176路、175路、116路、107路 滨文路站: 119路 滨康路西: 175路、116路 滨康路火炬大道口
                  ",,,,商水,商电,,,,,,"
                    高润云杉郡，滨江一桥区域，精装LOFT生活体，上下两层精装立体公寓，既有LOFT的个性，也有生活住宅的多样性；可商用、可自住，双重集于一身。高利用率确保空间功能的多变性；特设可实现晾晒等功能的生活阳台，为居住带来更大的便利
                  ",,
1520,['世茂之西湖'],滨江-彩虹城,120.154111,30.194099,190,29559,提前预约随时可看,103114323269,7,2室1厅1厨1卫,中楼层 (共18层),64.28㎡,跃层,暂无数据,板楼,南,钢混结构,精装,四梯十八户,有,2021-04-06,商品房,2018-07-23,商住两用,满两年,共有,"
                                有抵押 73万元 招商银行股份有限公司杭州分行 业主自还
                              ",已上传房本照片,210413AQ926287,"
                    未满五年有增值税有个税;中间楼层;看房方便，随时看房;
                  ","
                    茂御居，建筑年代是2015，物业公司为世茂物业管理有限公司，小区绿化达30%，小区共2栋楼
                  ","
                    此房为南向二室一厅一卫，建筑面积为64.28平米，朝向为南向
                  ","
                    公交：钱江大桥南(119路,222路)、钱江大桥换乘站(315路,172路,180路,194路,197路)、滨盛路西(139路,352路);
                  ",,商水,商电,,"
                    小区配套齐全，银行：中国工商银行24小时自助银行(杭州景江苑支行)、中国工商银行(杭州景江苑支行) 医院：浙江大学医学院附属儿童医院(滨江院区)、浙江中医药大学杭州滨江中医门诊部
                  ",,,,,,
1521,['海威新界'],滨江-滨江区政府,120.231536,30.216747,195,46662,提前预约随时可看,103111769147,3,2室1厅1厨1卫,中楼层 (共20层),41.79㎡,暂无数据,暂无数据,塔楼,西,钢混结构,精装,四梯三十七户,有,2020-10-16,商品房,2019-05-20,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,201016LQ461714,"
                    精装Loft，拎包入住，诚心出售，交通方便，生活品质高
                  ","
                    适合一开始起步或者是创业想开公司的小年轻，还有就是暂无购房资质又想在杭州安家的客户群体
                  ",,,,商水,商电,,"
                    交通四通八达，双地铁口直通西湖，市区，滨江奥体，高铁东站。开车江南大道直接上高架市区，机场，一步到位 房主自荐(业主对房源的描述)
                  ","
                    精装Loft，带*高挑空阳台，采光好，楼层适宜，无遮挡，业主诚心出售 开发商精装交付，家具家电齐全拎包入住，方便快捷，厨房卫生间地板硬装全部弄好的
                  ",,,,,
1522,['江滨澜廷'],滨江-滨江区政府,120.21726,30.221219,210,36471,有租户需预约,103115115457,1,1室2厅1厨1卫,高楼层 (共24层),57.58㎡,暂无数据,40.09㎡,塔楼,西北,钢混结构,精装,八梯四十一户,有,2021-05-19,商品房,2017-10-30,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210520RO432479,"
                    LOFT精装修高品质公寓，采光很好，房东诚心出售
                  ","
                    江滨澜廷邻钱塘江南岸，占地面积约16.5亩，可建面积5.5万平方米，东至江陵路，南至规划科技馆街，西至规划支路，北至闻涛路。江滨澜廷，邻滨江区政府，踞守一线钱江资源，集合了滨江办公、营业、商务、居住
                  ","
                    房子朝西北可看江景，楼层好视野开阔，，落地大窗，LOFT精装修，采光很好，房间很敞亮。适合居住。
                  ",,,商水,商电,,"
                    1号线地铁口近800米，边上星耀城，配套成熟，生活方便，小区品质新，
                  ",,,,,,
1523,['江滨澜廷'],滨江-滨江区政府,120.21726,30.221219,252,41571,提前预约随时可看,103114848229,1,1室2厅1厨1卫,低楼层 (共24层),60.62㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,八梯四十一户,有,2021-05-05,商品房,2013-08-28,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200225422339,"
                    LOFT精装修高品质公寓，采光很好，房东诚心出售
                  ","
                    江滨澜廷邻钱塘江南岸，占地面积约16.5亩，可建面积5.5万平方米，东至江陵路，南至规划科技馆街，西至规划支路，北至闻涛路。江滨澜廷，邻滨江区政府，踞守一线钱江资源，集合了滨江办公、营业、商务、居住
                  ","
                    房子朝北，落地大窗，LOFT精装修，采光很好，房间很敞亮。适合居住。
                  ",,,商水,商电,,"
                    此房为开发商精装修，楼下地砖木板，楼上地板，装修清爽干净，家具家电全齐
                  ",,,,,,
1524,['东方商务会馆'],滨江-长河,120.223916,30.194869,108,27686,有租户需预约,103104241227,21,2室1厅1厨2卫,低楼层 (共16层),39.01㎡,暂无数据,27.72㎡,板塔结合,东,钢混结构,简装,五梯四十一户,有,2019-03-26,商品房,2010-11-17,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190404711025,"
                    此房朝东，视野开阔，住起来舒适，总价低
                  ","
                    距离西兴地铁口近，多条公交线路可行，出行方便，有免费的停车场
                  ",,,,商水,民电,,,"
                    底楼有*市，向南500米有鑫都汇生活广场，带有星巴克，肯德基，电影院，餐馆，*市
                  ",,,"
                    适合刚来杭州上班没有户口的年轻人居住，总价低，位置好，上班方便
                  ",,
1525,['高润云杉郡'],滨江-彩虹城,120.17517415451,30.181438964125,120,26127,提前预约随时可看,103109454197,6,2室1厅1厨1卫,高楼层 (共23层),45.93㎡,暂无数据,暂无数据,板塔结合,西,钢混结构,精装,六梯二十户,有,2020-05-30,商品房,2019-03-11,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200602939611,"
                    楼层佳，视野开扩，可拎包入住，业主很诚心出售
                  ","
                    高润云杉郡，滨江一桥区域，约4.79米精装LOFT生活体，上下两层精装立体公寓，既有LOFT的个性，也有生活住宅的多样性；可商用、可自住，双重集于一身。高利用率确保空间功能的多变性；特设可实现晾晒等功能的生活阳台，为居住带来更大的便利
                  ","
                    综合商场：距离项目约1公里左右近40万方大型综合体 幼儿园：浙师大杭州幼儿师范学院附属幼儿园，浙幼师幼儿园 银行：中国民生银行，工商银行，杭州联合银行，中国邮政储蓄银行，中国农业银行 医院：浙江大学附属儿童医
                  ","
                    滨文站: 225路、901路、B支3路、326路、354路、107路、194路、115路 祠堂前: 225路、326路、115路 冠二村: 225路、326路、115路 滨康路诚业路口: 176路、175路、116路、107路 滨文路站: 119路 滨康路西: 175路、116路 滨康路火炬大道口
                  ",,民水,民电,,,,,,,,
1526,['世茂智慧之门'],滨江-滨江区政府,120.2367040087,30.221125459423,155,33740,有租户需预约,103113474582,7,2室2厅1厨1卫,高楼层 (共19层),45.94㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,六梯四十二户,有,2021-02-23,商品房,2018-08-27,商住两用,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,190615471889,"
                    滨江高品质公寓 LOFT户型 精装修 楼层居中 视野开阔
                  ","
                    
智慧之门是滨江区主要项目，整个项目占地约33857方，总建筑面积约37万平方米（地上28万方，地下9万方）是集公馆、特级写字楼、精品街于一体的城市综合体
                  ","
                    综合商：龙湖滨江天街、银泰城、星光大道、星耀城 银行： 中国银行、招商银行、建设银行、工商银行、农业银行 医院：浙二滨江分院、武警医院 其他设施：运动健身、公园、公共停车场、娱乐场所、便利店等 项目南侧是约10万方的市政公园
                  ","
                    五纵、三横、三轨道的强大交通脉络，项目位于三地铁的优越地段，距地铁1号线江陵路站约1300多米，距地铁6号线星民路站仅约500 米，距地铁7号线奥体站约1000多米。
                  ",,商水,商电,,,,,,,,
1527,['积家'],滨江-浦沿,120.15183,30.18001,119,29699,有租户需预约,103109226834,18,1室2厅1厨2卫,中楼层 (共22层),40.07㎡,复式,暂无数据,板塔结合,东,钢混结构,精装,四梯三十三户,有,2020-05-18,商品房,2018-08-27,商住两用,满两年,非共有,"
                                有抵押 36万元 上海浦东发展银行 业主自还
                              ",已上传房本照片,180901975219,"
                    视野开阔，楼层采光好，空间设计的也很合理，一室双卫。
                  ","
                    绿城物业，有门禁、有梯控、都需要刷卡，物业管理的很好，小区绿化充足，小区内有小孩子专门玩的地方。
                  ","
                    大型购物商场：物美*市、盒马生鲜。银行：工商银行、农业银行、中国银行、建设银行。医院：武警医院、浦沿卫生院，浙江大学儿童附属医院。
                  ","
                    小区门口4号线六号线地铁中医药大学站，去西湖、东站、奥体都很方便，还有多个公交车站。
                  ",,民水,民电,,,,,,,,
1528,['东和时代'],滨江-滨江区政府,120.212601,30.215933,110,19874,提前预约随时可看,103114183757,21,1室1厅1厨1卫,低楼层 (共28层),55.35㎡,平层,38.91㎡,板楼,西北,钢混结构,精装,四梯十六户,有,2021-03-30,商品房,2014-02-28,商住两用,满五年,非共有,"
                                有抵押 65万元 中国民生银行 业主自还
                              ",已上传房本照片,180509740452,"
                    此房带阳台公寓户型，有车位可出售。
                  ","
                    适宜小年轻或者在滨江工作的人比较适合独居，户型厅室分离卫生间干湿分离。
                  ",,,,商水,民电,,"
                    小区近地铁，到星光大道比较方便，目前到滨江银泰也比较近，商圈密集。
                  ","
                    此房为开发商统一精装修交付的，厅室分离带阳台出售，另外含一个车位。 
                  ",,,,,
1529,['星耀星澜之城'],滨江-滨江区政府,120.228787,30.220902,230,47248,下班后可看,103110306125,19,1室1厅1厨2卫,高楼层 (共10层),48.68㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯二十七户,有,2020-07-18,商品房,2019-07-15,商住两用,满两年,非共有,"
                                有抵押 91万元
                              ",已上传房本照片,200718DE651669,"
                    此房位于中间楼层，小区自带环境和综合体，配套齐全
                  ","
                    本房开发商全新精装，业主自住，朝西带阳台，4.79米精装Loft，客厅挑空舒适，自住出租都方便。
                  ",,"
                    地铁1号线和6号线，双地铁，交通四通八达，双地铁口直通西湖，市区，滨江奥体，高铁东站。开车江南大道直接上高架市区，机场，一步到位。
                  ",,商水,商电,,"
                    
楼下配套有KFC肯德基餐厅，各种小吃餐厅都一应俱全，交通有地铁1号线，6号线 双地铁，交通便利，医疗滨江武警医院。商场有星耀城，星光大道，滨江银泰在建中
                  ",,,,,,
1530,['现代印象广场'],滨江-彩虹城,120.177809,30.190452,108,18278,提前预约随时可看,103109298738,8,1室1厅1厨1卫,高楼层 (共30层),59.09㎡,平层,暂无数据,板楼,南,钢混结构,简装,四梯十五户,有,2020-05-22,商品房,2016-11-16,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,200523574910,"
                    总价低，朝南户型，地铁6号线300米距离，过条马路就是宝龙城
                  ","
                    小区楼下边上就是地铁6号线站点。马路边上就是滨江宝龙城市广场，门口有多路公交车到市区
                  ","
                    小区配套齐全，医院——【滨江疾控中兴、滨江儿保医院、浙二医院（滨江分院）】、银行——（中国银行、中国农业银行、工商银行、建设银行、中国邮政储蓄银行、招商银行）、商城——（宝龙城市广场、滨江华润万家、星光大卖场
                  ","
                    
信诚路江南大道口(107路 )、 江南大道诚业路口(315路 113路 139路 352路 593路)地铁六号线诚业路
                  ",,民水,民电,3.1元/m3,,,,,,,
1531,['星光国际公馆'],滨江-滨江区政府,120.215406,30.213073,170,23193,提前预约随时可看,103114278804,11,2室1厅1厨1卫,高楼层 (共26层),73.3㎡,平层,53.49㎡,塔楼,西南,混合结构,精装,一梯十九户,有,2021-04-04,商品房,2010-02-25,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180602751896,"
                    办公居住公寓，楼层好，视野宽阔，采光充足，配套齐全交通便利
                  ","
                    配套设施完善，地处区政府繁华板块，有星光大道步行街，大*市，服装店和美食广场，沿江公寓
                  ","
                    此房适合比较适合以下几类客户 ：1、办公和自住都有需求的；2、单身小年轻；3、没有孩子的小情侣；4、其他喜欢公寓的或者限购的
                  ",,,商水,商电,,"
                    开发商精装拎包入住，厨具卫具，保养良好，全景落地窗，采光好。
                  ","
                    
此房户型方正，小两居，利用面积高，两房朝南全景落地窗，客厅朝西也是全景落地窗。
                  ",,,,,
1532,['高润云杉郡'],滨江-彩虹城,120.17517415451,30.181438964125,125,21405,有租户需预约,103110011530,27,2室2厅1厨1卫,中楼层 (共23层),58.4㎡,暂无数据,42.57㎡,板塔结合,北,钢混结构,精装,六梯二十户,有,2020-07-01,商品房,2019-01-31,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190222708880,"
                    此房loft，动静分离、楼上2室，楼层好视野开阔
                  ","
                    
该小区是2016年建造，2018年底分批交付，小区新，物业管理好，入住率高，生活气息浓厚。
                  ","
                    
该房为loft精装两房，楼下有厨房，卫生间，客厅，进门有一个玄关，利用率很高，楼上；两个卧室，卧室中间挑空，私密性好
                  ",,,民水,民电,,"
                    本房风格时尚新潮，配套齐全，生活方便，都市白领、企业管理者、IT行业居住比较多
                  ",,,,,,
1533,['朗庭公馆'],滨江-白马湖,120.204781,30.178574,86,20491,提前预约随时可看,103114338723,22,2室1厅1厨1卫,中楼层 (共12层),41.97㎡,平层,暂无数据,板塔结合,南,混合结构,精装,两梯五户,有,2021-04-07,商品房,2019-04-23,商住两用,满两年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,190331268240,"
                    业主精装自住小公寓，已改两房，拎包入住，业主诚心出售
                  ","
                    该区域是滨江区域内生活配套设施比较完善成熟的版块之一，500米生活半径内*市、菜场、医院、幼儿园、银行一应俱全，交通便利，链接主城区的繁华，精彩生活无限外延。小区西侧紧依3万方市政公园规划，环境优雅
                  ",,"
                    房子精装修2房，家电家具齐全。带阳台。采光无遮挡。保养的好。
                  ",,商水,民电,3.1元/m3,,,"
                    
北邻滨文路，驾车经彩虹快速路可通达复兴大桥和之江大桥；小区门口1503路可直达西兴地铁站，小区门北向东200米左右，滨文路光裕路口公交站可乘114路、326路通达滨江大部分，经江虹路跨铁立交，4公里到达龙湖天街和浙二医院，5公里直达钱塘江边
                  ",,,,
1534,['恒鼎博邑郡'],滨江-长河,120.19589,30.186198,152,27728,有租户需预约,103102717664,62,2室1厅1厨2卫,高楼层 (共19层),54.82㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯十七户,有,2018-08-10,商品房,2017-04-06,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,180106021610,"
                    鼎博邑郡位于滨江区中部属于“电子商务之都”的区域
                  ","
                    鼎博邑郡定位为商务型高层城市综合体，包含住宅、酒店式公寓等多种种业态，由两幢100米高层双子塔，裙楼体和3幢组成。“高起点”——建成后将成为滨江西面多业态休闲生活区；“高定位”——全力打造高品质的高层精品LOFT
                  ","
                    星光大道街区、闻涛路文化休闲一条街、家居生活休闲购物街区、电子信息综合街区、白马湖文化创意综合商贸街区 
国建设银行24小时自助银行服务（404米），中国建设银行24小时自助银行服务（404米），中国建设银行24小时自助银行(白马湖支行)
                  ","
                    公交：滨康路长江路口[公交站]（271,362,116），长江小区[公交站]（362,175,116），网商路滨康路口[公交站]（96,1502M）
                  ",,商水,商电,,,,,,,,
1535,['恒鼎博邑郡'],滨江-长河,120.19589,30.186198,195,32036,提前预约随时可看,103114693725,21,2室2厅1厨2卫,中楼层 (共19层),60.87㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯十九户,有,2021-04-25,商品房,2015-04-10,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210422VP188423,"
                    朝南loft公寓，采光好，阿里网易旁，精装小户型，给您温馨的家
                  ","
                    
4.79米层高，挑高客厅，朝南格局，采光视野好！ 房东诚心卖
                  ",,"
                    五号线就在旁边，出行方便，滨江时代高架滨康匝道东侧，距离四桥仅2000余米，从滨康匝道沿中河高架可直达下城区。公交车站张二村：96路（长二村-杭州解百），138路（南环路公交站-地铁江陵路站），271路（长二村-文三路马塍路口）1502路（长二村-地铁滨康..
                  ",,商水,商电,,"
                    小区出口就有联华，小吃店，网商路旁就是长河农贸市场，买菜方便。滨江妇幼保健院（长江中路23号，位于小区南侧，距离小区1.5公里），浙江大学医学院附属第二医院滨江分院（江南大道与江虹路交叉口，位于小区的东北边，距离小区3.4公里）。
                  ",,,,,,
1536,['高润云杉郡'],滨江-彩虹城,120.17517415451,30.181438964125,155,29196,有租户需预约,103112626715,2,2室2厅1厨1卫,高楼层 (共23层),53.09㎡,暂无数据,38.7㎡,板塔结合,南,钢混结构,精装,六梯二十户,有,2020-12-13,商品房,2019-06-12,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,201213DV643793,"
                    采光好，视野辽阔，交通便利，有地铁口和公交站
                  ","
                    刚需自住：在外租房两三千的成本可抵一部分的月供②上班族：距离地铁口近，有多路公交③想要转手出租：有科技大厦上班族居住人群，易转手和出租
                  ",,"
                    
公交路线：滨文站: 225路、901路、B支3路、326路、354路、107路、194路、115路 祠堂前: 225路、326路、115路 冠二村: 225路、326路、115路 滨康路诚业路口: 176路、175路、116路、107路 滨文路站: 119路 滨康路西: 175路、116路 滨康路火炬大道口: 17..
                  ",,民水,民电,,,"
                    综合商场：距离项目约1公里左右近40万方大型综合体 幼儿园：浙师大杭州幼儿师范学院附属幼儿园，浙幼师幼儿园 银行：中国民生银行，工商银行，杭州联合银行，中国邮政储蓄银行，中国农业银行 医院：浙江大学附属儿童医院..
                  ",,,,,
1537,['积家'],滨江-浦沿,120.15183,30.18001,113,28201,提前预约随时可看,103109231790,34,1室1厅1厨2卫,低楼层 (共22层),40.07㎡,暂无数据,暂无数据,板塔结合,西,钢混结构,精装,四梯三十三户,有,2020-05-18,商品房,2016-09-26,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200603157775,"
                    4.79米Loft精装公寓，双卫，带衣帽间，客厅挑空 采光充足。
                  ","
                    开发商：杭州鸿汇置业有限公司 安保人文：小区门口有安保、门禁、小区内有监控等 物业： 绿城物业
                  ","
                    盒马，物美大卖场、世纪联华*市、唐阁影院， 银行:工商银行、农业银行、中国银行、建设银行 旁边医院：浙江省武警医院、浦沿卫生院、浙江省中医学院。
                  ","
                    小区地处浦沿路与滨文路交叉口，公交车有新生站、浦沿路滨文路口、滨文路浦沿路口等多个公交站，有多路公交车通过，出行方便。 地铁4.6号双地铁中医药大学站。
                  ",,民水,民电,,,,,,,,
1538,['恒鼎博邑郡'],滨江-长河,120.19589,30.186198,158,34604,提前预约随时可看,103111451885,1,2室1厅1厨1卫,低楼层 (共19层),45.66㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯十九户,有,2020-09-24,商品房,2018-02-27,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,170701876076,"
                    楼层好，总价低，，朝向光线好。业主诚心卖，看房方便
                  ","
                    首付五成：公寓贷款，不影响二套房贷款成数和利率。 月供低：月供比这个公寓的租金高不了多少。比租房子划算多。
                  ",,,,商水,商电,,"
                    开发商精装修，这个小区租户素质普遍比较高，房子装个保养的比较好，可以拎包入住。
                  ","
                    上下两层loft户型，客厅是4.79米的挑空客厅。 适合居住
                  ",,,,,
1539,['积家'],滨江-浦沿,120.15183,30.18001,145,36187,提前预约随时可看,103108274078,7,1室1厅1厨1卫,低楼层 (共22层),40.07㎡,暂无数据,暂无数据,板塔结合,东,钢混结构,精装,四梯三十三户,有,2020-03-29,商品房,2018-06-06,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200330406513,"
                    开发商精装修，朝东户型。房东诚心出售。交通便利
                  ","
                    浦沿路滨文路口(滨文路以北) 、新生 、新胜(浦沿路)主要线路有226、222、194、113、822、225、522、322、404、675等
                  ",,"
                    积·家集合国内外户型设计精髓，积家5.8米挑高LOFT,户型均可优化升级，升级后可实现75平米紧凑三房两卫、86方舒适三房、90方紧凑四房、116方舒适四房、126方享受型四房。5.8米挑高跃层
                  ",,民水,民电,,,,,,"
                    商场：华润万家、好又多、快客医院：浙二滨江医院（规划）、省儿保滨江医院（规划）、武警医院邮局：高教园邮政所、浦沿邮局银行：中国银行、农业银行 、工商银行、建设银行、杭州银行其他：喜来登酒店、江景戴斯店、澳门豆捞、滨江美食城、世纪联华
                  ",,
1540,['现代印象广场'],滨江-彩虹城,120.177809,30.190452,108,18278,提前预约随时可看,103114288356,18,2室1厅1厨1卫,低楼层 (共30层),59.09㎡,平层,暂无数据,板楼,南,钢混结构,简装,四梯十五户,有,2021-04-05,商品房,2018-08-17,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210406LJ835942,"
                    总价低，地铁6号线300米距离，过条马路就是宝龙城
                  ","
                    小区楼下边上就是地铁6号线站点。马路边上就是滨江宝龙城市广场，门口有多路公交车到市区
                  ","
                    小区配套齐全，医院——【滨江疾控中兴、滨江儿保医院、浙二医院（滨江分院）】、银行——（中国银行、中国农业银行、工商银行、建设银行、中国邮政储蓄银行、招商银行）、商城——（宝龙城市广场、滨江华润万家、星光大卖场
                  ","
                    信诚路江南大道口(107路 )、 江南大道诚业路口(315路 113路 139路 352路 593路)地铁六号线诚业路
                  ",,民水,民电,3.1元/m3,,,,,,,
