,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,周边配套,小区介绍,户型介绍,适宜人群,装修描述,用水类型,用电类型,售房详情,交通出行,税费解析,燃气价格,权属抵押,别墅类型
1351,['芳满庭'],拱墅-申花,120.113149,30.302558,410,50996,提前预约随时可看,103117620661,7,2室2厅1厨1卫,低楼层 (共22层),80.4㎡,平层,61.89㎡,板楼,南,混合结构,简装,两梯四户,有,2021-10-13,商品房,2010-12-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210831PD390494,"
                    房子楼层好，视野开阔，采光充足，配套齐全。
                  ","
                    小区是德丰物业，物业费1.67，小区总共9幢高层，4号楼精装交付，其他都是毛坯交付。绿化30%以上，小区环境舒适。
                  ",,"
                    小区是2008年交付、两房朝南的户型、客厅朝南、清爽装修、两居室户型
                  ","
                    小区北边是城西银泰城，生活购物都很方便，西面临丰潭路，北至留石高架，南至余杭塘路，交通都比较方便。地铁二号线（三坝站换乘站）和五号线（萍水街站）。综合体一公里内有城西银泰，沃尔玛印象城。生活配套都比较齐全。
                  ",,,,,,,,,,
1352,['新华路小区'],拱墅-长庆,120.183014,30.269751,207,44402,提前预约随时可看,103117566186,1,2室1厅1厨1卫,低楼层 (共6层),46.62㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯五户,无,2021-10-09,商品房,2016-08-15,普通住宅,满五年,非共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,211011XU197118,"
                    西边套 全明户型 满五唯一  楼层好 装修清爽
                  ","
                    小区闹中取静，适合各类人群，年轻人，老年人都适合，生活方便，交通完善
                  ","
                    
距离地铁站中河北路站约400米，1号线凤起路站1000米左右，5号线建国北路站1000米左右公交车站500米内有联桥站，浙一医院站，大东门站，凤起路新华路站等
                  ",,,"
                    
中国移动（凤起路营业厅）距小区600米左右（数据来源百度地图），联 华 chao 市 庆春店距小区170米左右（数据来源百度地图），外婆家（杭报店）距小区900米左右（数据来源百度地图），工商银行（之江支行）距小区500米左右（数据来源百度地图）。
                  ",,,,,,,,,
1353,['远洋大河宸章'],拱墅-桥西,120.14204151477,30.326016802377,740,83137,提前预约随时可看,103117591366,11,2室2厅1厨1卫,低楼层 (共18层),89.01㎡,平层,67.22㎡,板塔结合,南,钢混结构,精装,两梯三户,有,2021-10-11,商品房,2018-03-14,普通住宅,满两年,共有,"
                                有抵押 98万元 中国建设银行股份杭州西湖支行 业主自还
                              ",已上传房本照片,211010OO183536,"
                    房东诚心出售，开发商精装交付，视野无遮挡！
                  ","
                    远洋大河宸章是由远洋地产开发的全精装运河旁项目，项目位于拱宸桥西侧，东邻京杭大运河，尽揽一线运河景观，得千年运河文化的深厚底蕴；对望拱墅区政治、经济、文化——区政府，将成为历史名桥畔的地级端住宅产品。
                  ","
                    
地铁5号线大运河站地铁口，本小区有多条公交路线可供出行：191路：登云路小河路口站,水宫桥站,桃园里站 209路：拱宸桥东站 65路：登云路小河路口站,水宫桥站,桃园里站 188路：登云路口站 227路：登云路口站 98路：高家花园站,拱宸桥西站,水宫桥西站
                  ","
                    
历史文化：拱宸桥、高家花园、小河直街、桥西历史文化街区、中国刀剪剑博物馆、中国扇博物馆、中国伞博物馆、运河博物馆等 娱乐：大运河商务区，运河文化广场
                  ",,,,,,,,,,,
1354,['小河佳苑'],拱墅-和睦,120.137296,30.315129,190,41594,提前预约随时可看,103117636368,1,1室2厅1厨1卫,低楼层 (共18层),45.68㎡,平层,33.37㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-10-14,回迁房,2010-10-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,211014MF480743,"
                    此房目前满5年，可以节省5.3%的增值税，减少购房成本
                  ","
                    小区分南区和北区，北区是2004年房龄，南区是2008年-2010年房龄，小区有自带幼儿园，小区位置位于登云路和赵伍路交叉口，交通便利，配套成熟，菜场有小河和和睦菜场，公交车站点在西门和北门口都有
                  ",,"
                    房子是1房2厅的格局，主卧朝南，客厅朝南，装修比较清爽，比较适合刚需客户
                  ","
                    公交：小河佳苑站：1路、61路、79路、516路。和睦新村东站：61路、63路、70路、76路、129路、185路。莫干山路与登云路口站：153路、15路、188路、192路、204路、227路、61路、67路、70路、70路区间、90路、93路
                  ",,,,,,,,,,
1355,['石匠弄'],拱墅-长庆,120.180649,30.268594,219,46976,提前预约随时可看,103117547783,1,2室1厅1厨1卫,中楼层 (共7层),46.62㎡,平层,42.61㎡,板楼,南 北,砖混结构,简装,一梯三户,无,2021-10-08,商品房,1999-03-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,211006YU782176,,,,,,,,,,,,,,,
1356,['塘河新村'],拱墅-信义坊,120.142778,30.302045,215,35114,下班后可看,103117566305,2,2室1厅1厨1卫,中楼层 (共7层),61.23㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯两户,无,2021-10-09,已购公房,2017-02-08,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,200507404631,"
                    清爽装修 南北两房，业主名下就这一套房子 楼层好
                  ","
                    塘河新村位于莫干山路，主力户型基本以55--65平方为主。通过小区道路的合理组织，休闲设施的精心安排，提供自然、舒适的居住环境。社区主流健康向上，社区风气良好，邻里关系和谐。项目以实用、舒适、分区合理为整体规划原则，户型选择丰富
                  ",,"
                    杨家门菜场 大悦城 远洋乐堤港 两个综合体 京杭大运河 地铁10号线
                  ",,,,,,,,,,,
1357,['中国铁建国际城'],拱墅-拱宸桥,120.16589,30.335668,510,60085,提前预约随时可看,103117644269,0,2室1厅1厨1卫,低楼层 (共24层),84.88㎡,平层,67.08㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-10-14,商品房,2014-07-15,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,211014VC521194,"
                    精装修 两房朝南，全明户型，智慧网谷边，文澜慧澜
                  ","
                    中铁开发商。小区共有15幢住宅，4幢公寓，体量大。干挂石材，小区美观，园林设计 ，绿化好，物业是滨江物业 ，人车分离，管理放心
                  ",,"
                    小区夹边套全明户型，客厅朝南采光通亮，空间设计合理，朝北房间可放两张床。
                  ","
                    小区内有CHAO市 小区后面有联华CHAO市，有一鸣酸奶 太阳城综合体 饭店 足浴 满足日常生活需求 。菜场 水果店早餐店在隽逸花苑南大门门口 和这个小区是紧挨着的，距离小区1公里范围内有中大银泰城，购物方便。旁边有热水港河 边上是浙江大学城市学院
                  ",,,,,,,,,,
1358,['万家星城二期'],拱墅-三塘,120.18365,30.327967,470,58972,提前预约随时可看,103117636855,0,2室2厅1厨1卫,低楼层 (共20层),79.7㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,2021-10-14,商品房,2016-07-18,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,211014GJ483582,"
                    此房位置好，楼层好，出门方便，经典两房户型，业主诚心出售
                  ","
                    开发商是滨江开发商，明星物业是滨江物业管理有限公司，小区24小时门卫保安，保障您的居住安全，小区绿化高达30%以上，环境优美，人车分流，自带露天游泳池，还有小孩子的游乐场地，开放式草坪与功能景区相结合，给您一个舒适的居住环境。
                  ","
                    颜家港桥公交路线75路， 85路，187路，217路，218路，288路（高峰线），312路，316路，330路，350路，371路，380路。长浜路22路公交车，北面是留石快速路接通上塘高架、秋石高架以及杭州绕城高速，交通方便! 西临东新路，北靠石祥路，自驾、公交都十分便利。
                  ","
                    该房子是中间楼层，精装修，小年轻可以不用装修，随时可以入住。
                  ",,"
                    小区朝北走500米处就是中大银泰城，东面的是市政府打造的180万贸易综合体（新天地），往南是物美、爱德医院，小区出门10米处配有工商银行和民生银行，生活配套齐全小区底商有菜场能满足日常的基本需求。
                  ",,,,,,,,,
1359,['双眼井巷'],拱墅-长庆,120.184253,30.268153,280,48477,提前预约随时可看,103117506570,9,2室1厅1厨1卫,中楼层 (共7层),57.76㎡,平层,52.71㎡,板楼,南,混合结构,精装,一梯三户,有,2021-10-06,商品房,2009-08-25,普通住宅,满五年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,210926BH153318,"
                    电梯房 青蓝 满五年 一梯两户 两房朝南 精装修可拎包入住
                  ","
                    该房位于双眼井巷与东清巷交叉口，双眼井巷地段好，交通生活方便，地段成熟，北靠凤起路，南是庆春路，西朝新华路，东面东清巷、东河，居住环境安静，闹中取静！
                  ","
                    公交站点：公交环北市场站、公交建国路口站、公交新华路口站、公交杭中站、公交新华路站 公交线路：5/K5、8/K8、21/K21、24/K24、32/K32、35/K35、68/K68、K199、K616、K30、K76 、24/K24路大站车、35/K35大站车、K76大站车、K201(夜间线)、151/K151
                  ","
                    此房所在位置繁华，配套齐全，小区门口有世纪联华大型市（杭州总部），小区门口就是新华路，路上有大型市，餐饮店和服装店。浙一医院距小区1000米以内，可谓配套齐全，生活便利。
                  ",,,,,,,,,,,
1360,['蚕花园永和坊'],拱墅-拱宸桥,120.15265794974,30.333742525896,190,29993,提前预约随时可看,103103079777,45,2室1厅1厨1卫,高楼层 (共7层),63.35㎡,平层,56.03㎡,板楼,南,混合结构,简装,一梯三户,无,2018-10-10,商品房,2010-09-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,181011025861,"
                    两房朝南 小区生活配套完善 出行便利
                  ","
                    小区南面是拱北公交总站，151公交总站就在这，有276.198.K151.70.198.33.23.B7.591路；南面是湖州街，公交有347.95.69.251.220.34.261.833.403.47路，西边有运河，通益路，北边有石祥路。上高架路口有3个（登云路上塘路交叉口）（上塘路大关路）
                  ","
                    小区房子建成年份在99-02年之间，小区分为南北区，北区有9幢南区有4幢，共14幢小区。整体环境一般，物业是甲天物业，物业费为0.5元/平方米
                  ",,,,,,,,"
                    此房所在位置繁华，配套齐，运河世纪联华*市，运河上街，拱北站，东方明幼儿园，市二医院，居家生活便利
                  ",,,,
1361,['武林路'],拱墅-武林,120.168013,30.268339,350,61947,提前预约随时可看,103117504393,1,2室1厅1厨1卫,高楼层 (共8层),56.5㎡,平层,暂无数据,板楼,东,砖混结构,精装,一梯四户,无,2021-10-06,已购公房,2018-03-03,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210821PE542577,"
                    武林路，标准两室，近西湖，满五年
                  ","
                    300米到武林门地铁口，200米到万寿亭菜场，50米到安吉路校部，距离杭州十四中400米以内，到杭州市中医院直线距离在500米以内，近西湖，早晨可以去西湖跑步观景，100米左右是银泰百货和国大城市广场，购物休闲都比较方便（数据来源于百度地图）
                  ","
                    房屋所在地的交通出行有地铁一号线，二号线。公交有车次：最近有 昌化新村46路 130路 26 路 102路 12路。 省府大楼东车次：133路 271高峰线130路 10路 26路 12(区间)186路 78路 49路 45路
                  ",,,,,,,,,,,,
1362,['绿洲花园'],拱墅-流水苑,120.179048,30.285264,760,45578,提前预约随时可看,103105184979,25,4室2厅1厨2卫,中楼层 (共23层),166.75㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯三户,有,2019-06-29,商品房,2015-06-03,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,190816862314,"
                    此房为绿洲三期，户型方正，楼层好，视野佳，正对小区花园。
                  ","
                    环境绿化绿高，紧靠上塘河，居住舒适，物业是浙江广厦物业开发有限公司，小区分三期，一期为02年，二期为04年，三期为06年，小区总幢数为21幢，其中21#是绿洲吉家，含绿洲之馨公寓住宅楼，部分隔离在小区外的商务楼。
                  ","
                    小区位于朝晖路上，出行方便，小区的南门100米的位置就是施家桥公交站，北门就是市立儿童医院公交车站，到西湖文化广场地铁口距离约900米，小区的西边300米就可以直接上高架，交通方便。（以上数据均来自于百度地图）
                  ","
                    绿洲花园这个小区在朝晖路这个富人一条街上，大门旁边50米左右就有一个华润万家*市，100米左右就有建设银行。200米左右就是儿童医院。600米左右就是省人民医院。（以上数据均来自于百度地图）
                  ",,,,,,,,,,,
1363,['水韵康桥康盛苑'],拱墅-半山,120.142061,30.375078,350,25546,提前预约随时可看,103117657303,0,3室2厅1厨2卫,低楼层 (共28层),137.01㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-10-15,回迁房,2021-10-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,211016JE673566,"
                    此房满五，三开间朝南户xing，小区环境优雅，业主诚心出..。
                  ","
                    拱墅区 运河新城板块 小区人车分流 入住率达到90%以上 小区人文气氛浓烈热闹
                  ","
                    楼下公交线路 61路 60路 397路 。。多条公交线路 四站换乘4号线拱康路地铁
                  ","
                    边上文渊 杭州十四zhong 康桥6+3公办 红婴幼儿园 两所分校 完善 运河邻里大型农贸市场 规划了蒋家浜综合体 吃喝玩乐购一体 明年开始动工
                  ",,,,,,,,,,,
1364,['广宇万科公园里'],拱墅-半山,120.182304,30.354671,400,34603,提前预约随时可看,103103790859,124,3室2厅1厨2卫,低楼层 (共18层),115.6㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2019-01-18,商品房,2018-04-08,普通住宅,满两年,非共有,"
                                有抵押 150万元 客户偿还
                              ",已上传房本照片,190118632219,"
                    精装修品质小区大三房业主诚心卖
                  ","
                    小区是万科精装修的房子，阳台是可以包的，交付了近1年，目前入住率高，住进去没有装修的吵闹声。
                  ",,"
                    三室两厅两卫一厨，东边套，客厅采光好适合一家三口居住，开发商精装修业主自己也弄了一下
                  ","
                    该房子是商品房，未满五，有5%增税，个税，契税，没有评估费和网签代办费。
                  ",,,,,,,"
                    开发商精装修，品牌厨卫家电，业主自住，保养很好，拎包入住。。
                  ",,,
1365,['首开·德胜上郡'],拱墅-笕桥,120.19624974329,30.31247603089,375,42069,提前预约随时可看,103102341973,30,3室2厅1厨2卫,中楼层 (共11层),89.14㎡,平层,77.8㎡,板楼,南 北,钢混结构,简装,两梯两户,有,2018-04-22,商品房,2018-05-04,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,180509759316,"
                    中间楼层，采光好，小三房，可根据自己风格自主装修
                  ","
                    步行范围内，共有6个公交车站，21趟不同班次的公交车。 公交路线： 191路：农都市场站 101路：弄口五组站 99路：白田畈站,农科院站,农科院北站 72路：长浜路香积寺路口站 227路：弄口五组站,长城机电站 69路：弄口五组站,长城机电站 263M路：东新园小区站
                  ",,"
                    没有抵押，业主诚心置换，价格400万包车位，价格可谈，毛坯，业主没有入住过
                  ",,,,,,,"
                    小区首开武林8栋规划11-13层褐石洋楼，以浪漫亲地属性，为生活融入更多自然。 在2.0低密的规划之下，首开武林8栋将为居者带来全新的居住体验：约1:1的*宽楼间距，一梯两户的格局规范，在保证生活私密性的同时，户户巧妙格局让室内通透性能更强，居家生活
                  ",,,"
                    毛坯房，一南一北两个卧室，南卧带飘窗，客厅有个阳台，无遮挡，采光很好。房子的户型很正。
                  ",
1366,['新沁家园'],拱墅-石桥,120.203495,30.325091,292,28760,提前预约随时可看,103117638548,1,3室2厅1厨2卫,中楼层 (共11层),101.53㎡,平层,暂无数据,平房,南,框架结构,简装,两梯四户,有,2021-10-14,回迁房,2021-10-09,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,211014KJ507891,"
                    业主诚心出售，近地铁，大三房，低总价
                  ","
                    小区位置好，位置比较安静，很适合刚需客户，也适合一家人居住，房子相对比较宽敞
                  ",,,,"
                    此房所在位置比较繁华，距离小区500米有大型的蔬菜市场，1公里有中大银泰城，新天地，大润发，江南时代广场等
                  ",,,,,,,,,
1367,['凤起都市花园'],拱墅-长庆,120.183992,30.269303,850,44255,提前预约随时可看,103105242481,103,4室1厅1厨2卫,低楼层 (共20层),192.07㎡,跃层,146.98㎡,塔楼,南,钢混结构,简装,两梯三户,有,2019-07-04,商品房,2005-03-23,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,180711903582,"
                    凤起路沿线高档小区 跃层  电梯房 格局通透
                  ","
                    公交站点：公交环北市场站、公交建国路口站、公交新华路口站、公交杭中站、公交新华路站 公交线路：5K5、8K8、21K21、24K24、32K32、35K35、68K68、K199、K616、K30、K76 、24K24路大站车、35K35大站车、K76大站车、K201(夜间线)、151K151
                  ","
                    
小区位于新华路与凤起路交叉口，交通生活方便，地段成熟，北靠凤起路，居住环境安静，闹中取静！
                  ",,,,,,,,"
                    此房所在位置繁华，配套好，有世纪联华大型*市（杭州总部），有大型*市，有餐饮店和服装店。浙一医院距小区1000米左右，可谓配套好，生活便利。
                  ",,,,
1368,['祥和人家'],拱墅-石桥,120.189671,30.341998,400,33045,提前预约随时可看,103103955654,43,3室2厅1厨2卫,中楼层 (共11层),121.05㎡,平层,106.58㎡,板楼,南 北,钢混结构,精装,一梯三户,有,2019-02-24,商品房,2011-11-21,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,190225988743,"
                    房子仅有个税 业主诚心出售保养很好可拎包入住南北全明
                  ","
                    房子是70年住宅，房东名下还有其他住宅，客户买过来需缴纳契税和个税
                  ",,,,,,,,,"
                    小区距离公交站点500米，距离农贸市场 500米的距离，旁边有工商银行，建设银行，杭州银行，农业银行，出门就是大润发*市，右转上秋石快速路，交通便利，2公里左右路程就是虎山和半山公园，阳光银泰城、新天地商圈。
                  ","
                    小区正门位于东新路主干道上，大约300米处有187公交车总站，往东约1000米处可上贯穿杭州南北的秋石高架，有85路，2路和直达城站火车站的B3公交车站。
                  ",,,
1369,['融创金成臻蓝府'],拱墅-半山,120.175315,30.353307,598,46107,提前预约随时可看,103117664400,1,4室2厅1厨2卫,低楼层 (共9层),129.7㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021-10-16,商品房,2021-06-28,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,211016ZF644880,"
                    融创洋房品质 视野好 采光好 位置好 好洋房品质
                  ","
                    
融创金成·臻蓝府（以下简称臻蓝府）带着融创城市府系的抱负，在人文底蕴浓郁的杭州拱宸之上，开辟出一片都市中的心灵绿洲。这改写的不仅是融创于杭州的格局，更将是拱宸的人居生活方式。
                  ",,"
                    臻蓝府所在之处，有桃源公园、虎山公园、杭钢遗址公园（规划中）、半山公园等四大公园围合出市心难得的醇美大境；也有乐堤港、中大银泰城、宝龙城市广场（规划中）等渲染出区域繁华。
                  ",,,,,,,,,,,
1370,['碧桂园金科尚合府'],拱墅-半山,120.148041,30.375219,358,38142,提前预约随时可看,103117488735,1,3室2厅1厨2卫,中楼层 (共18层),93.86㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2021-10-04,商品房,2021-03-29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210915TK152116,"
                    此房是西边套户型，全明户型，3房2厅2卫。
                  ","
                    小区绿化占比30%，总规划8幢高层建筑，围绕整个景观区合理排布，前庭后院都是美景。每幢高层都能实现纳景入户。开放商自己物业碧桂园物业
                  ",,"
                    小区距离运河邻里农贸市场仅几百米，门口就是公交车站，距离4号线拱康路站800米
                  ",,,,,,,,,,,
1371,['中城汇MIDTOWN'],拱墅-万达广场,120.122235,30.33279,540,64632,提前预约随时可看,103117538799,1,3室2厅1厨1卫,高楼层 (共25层),83.55㎡,平层,暂无数据,塔楼,南,框架结构,精装,两梯四户,有,2021-10-08,商品房,2021-04-19,普通住宅,未满两年,共有,"
                                有抵押 100万元 中国银行 客户偿还
                              ",已上传房本照片,211009LL993717,"
                    全新交付没住过 拎包入住，楼层高视野好 ，看房方便
                  ","
                    中城汇MIDTOWN，以复合、开放的生活形态，更新区域生活方式;同时，通过对运河文化的迭代设计，更新板块文化气质。城市广场、城市阳台、下沉式广场三重开放体系，吸聚旁边的居民住户;围绕社区270°环幕景观带，更新城市公共景观资源标准
                  ","
                    此房不满五，增值税5.3%，个人所得税1%；契税：首套房1%、二套房1%；
                  ","
                    小区南面50米是地铁10号线（预计今年年底通车），东面150米万达广场、890米融创运河印，北面500米天阳亲子广场、2500米是万象城（在建中），西面3公里是浙江医院三墩院区（三甲），北面3公里万象城在建，星创城在建。
                  ",,,,,,,,,,,
1372,['中冶锦绣华府'],拱墅-三塘,120.178172,30.330791,1700,101712,提前预约随时可看,103117544848,5,4室2厅1厨3卫,低楼层 (共8层),167.14㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-10-08,商品房,2021-07-12,普通住宅,未满两年,共有,"
                                有抵押 420万元 业主自还
                              ",已上传房本照片,211009QE070611,"
                    央企中冶开发，锦绣华府精工现房
                  ","
                    央企中冶开发，锦绣华府作为精工现房，属藏品级楼盘，为武林留下的经典作品。 高层外立面均采用香槟金铝板；洋房则是天然石材+铝板， 配备近1000方会所、室内星空恒温泳池，近90%高得房率，高车位配比1:1.8；无公租、不限售，板块内品质标..
                  ",,"
                    位于武林新城正中位置，东新路景观大道工程于亚运会前完工，为华府锦上添花；交通便捷，地铁3/4/5线环伺，距离小区600米左右，水上巴士站紧贴小区门口，业主可以乘舟体验盛唐遗韵。
                  ",,,,,,,,,,,
1373,['宜家时代'],拱墅-桥西,120.124076,30.327699,70,16092,提前预约随时可看,103117625568,3,1室1厅1厨1卫,中楼层 (共28层),43.5㎡,平层,31.2㎡,板楼,南,钢混结构,简装,两梯十户,有,2021-10-13,商品房,2012-10-12,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,211015PL553122,"
                    公寓房，户型好，位置好 朝南面
                  ","
                    宜家时代位于桥西板块、小区共2栋楼、适合办工居住、西邻汽车北站、直面杭州国际会展站
                  ","
                    靠北站有、290、188、333、15、313、67、76、845、503、516、夜间线等多条线路、可以到达武林广场、火车站、杭州大厦、西湖风景区等多个繁华地点
                  ","
                    户型好 景观好 楼层好 公寓房，户型好，位置好 朝南面，好房
                  ","
                    历史文化；拱辰桥、小河直街、运河文化广场、桥西历史文化街区、中国刀剪剑博物馆、运河博物馆、运河商务区、北城天地、联华、欧尚
                  ",,,民水,民电,,,,3.1元/m3,,
1374,['北景园芳洲苑'],拱墅-石桥,120.191563,30.33836,360,29087,提前预约随时可看,103101395506,55,3室2厅1厨2卫,高楼层 (共11层),123.77㎡,平层,106.19㎡,板楼,南,钢混结构,毛坯,一梯两户,有,2017-06-10,商品房,2008-03-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,170702937012,"
                    次顶层10楼东边套，大三房两卫的毛坯，空置从未有人住过
                  ","
                    房子是经济适用房，房东自述已做经转商，满五不唯一，无增有个的。
                  ","
                    房子之前是纯毛坯，一手买入没有住过，现在是出租状态，租客明年4月到期，如果有诚心的客户想买，租客可以提前搬走。
                  ",,,,"
                    此房所在小区，交通便利，小区门口有85路公交车，500米内有187公交车，B3,2路，129路，371路。小区一公里内秋石高架入口，留石快速路入口
                  ",,,,,"
                    此房一公里内有大润发，西面有一个卫生院，小区门口回龙路上有交通ATM，杭州联合银行，小区门口还有一个便利店，还有很多美食店，生活便利.
                  ",,,
1375,['永丰巷'],拱墅-众安桥,120.175992,30.265053,360,47803,提前预约随时可看,103105007172,97,3室1厅1厨1卫,中楼层 (共6层),75.31㎡,平层,暂无数据,板楼,西北 北,砖混结构,简装,一梯四户,无,2019-06-12,商品房,2013-05-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190603213145,"
                    长寿桥低总价三房，得房率高，75方正三房。
                  ","
                    该房户型：两房朝被，一房朝西，厨房朝南，全明西边套户型，西北两个房间都有两扇窗户，四楼采光良好
                  ",,,"
                    地铁：该房仅距离凤起路一号线500米。 公交车站：距离庆春路浣纱路口公交站100米，可乘坐16路，18路，45路，92路
                  ",,,,,,"
                    医院：由该房出发步行400米可到达杭州市一人民医院，以及妇幼保健医院，省中医院。 商场：由该房出发步行500米可到达嘉里商场，步行600米可到达湖滨银泰，步行900米可到达武林银泰。
                  ",,,,
1376,['大关西三苑'],拱墅-大关,120.159893,30.310729,195,35826,提前预约随时可看,103103718143,34,2室1厅1厨1卫,中楼层 (共6层),54.43㎡,平层,50.34㎡,板楼,南,砖混结构,简装,一梯五户,无,2019-01-08,已购公房,2009-01-08,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,190108069238,"
                    此房满五年，通透性好，中间楼层，配套齐全，交通便利。
                  ","
                    房屋建成年代为1995年，两室一厅，主卧朝南带阳台，次卧朝北，卫生间朝北有窗口，采光通风好且可做干湿分离。中间楼层无遮挡
                  ",,,"
                    房屋为简单装修，目前已空置一段时间，买进后可按自己风格重新装修
                  ",,"
                    满五年免增值税，有个税为总房价的1%。商品房，无需再缴纳土地出让金。
                  ",,,,,"
                    公交站点：公交大关小区北站、公交大关小区站、上塘路香积寺路口站、公交线路：3K3、12K12、22K22、33K33、34K34、41K41、K47、57K57、58K58、K64、K72、82K82、88K88、347K347、K403、K78、12K12(区间)
                  ",,,
1377,['长板里'],拱墅-朝晖,120.162126,30.296826,195,36606,下班后可看,103104688010,39,1室1厅1厨1卫,高楼层 (共7层),53.27㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯两户,无,2019-05-10,已购公房,2005-05-27,普通住宅,满五年,非共有,"
                                有抵押 十几万 业主自还
                              ",已上传房本照片,190510458329,"
                    小区中间 采光好 自住清爽装修 拎包入住
                  ","
                    此房所在的小区建筑年代是1997年，开发商是杭州城建开发有限公司
                  ","
                    距离长板巷公交站50米就是801路公交车从长板巷到胡雪岩故居的，再往潮王支路100米就是45路公交车站是去钱潮路公交站的。
                  ","
                    房子所在位置很好，配套设施也齐，沿着长板巷有个菜市场【长板里农贸市场】 距离八区200米，长板巷有各种小吃水果摊，还有中型*市联华*市，都比较方便的。
                  ",,,,,,,,,,,
1378,['首开望宸'],拱墅-半山,120.211791,30.361289,360,40310,提前预约随时可看,103104718872,9,3室2厅1厨2卫,高楼层 (共11层),89.31㎡,平层,暂无数据,板楼,东,钢混结构,毛坯,两梯两户,有,2019-05-14,商品房,2018-04-26,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,190114409978,"
                    东面L型落地窗，直面公园 无遮挡 视野宽阔 得房率高
                  ","
                    小区规划小高层6幢、多层10幢，占地面积41065㎡、总建筑面积103334㎡。交付时间为2018年3月。小区总户数659户，物业是绿城物业。物业费2.8、小区面积段在90-138方，主力90方三房两卫。小区自带约1800㎡商铺，满足全龄段业主需求（以上数据杭州透明售房..
                  ",,"
                    东边套，两房朝南户型。主卧套房设计，有独立卫生间，私密性强。客厅带飘窗，采光通风、环境优美。毛坯交房，房内无分隔墙，依据自己喜欢装修。
                  ","
                    房屋权属：商品房，七十年产权 税费解析：有增值税——5.3%。契税——首套1%；二套1%。个税——1%
                  ",,,,,,,"
                    小区北面游龙港桥公交车站：131路（至汽车北站），146路（至丁桥、桃源），535路（至武林广场、天都城），359路（至大关小区、荷家塘）。
                  ",,,
