,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,税费解析,适宜人群,别墅类型,用水类型,用电类型,装修描述,燃气价格,售房详情,交通出行,权属抵押
1886,['盛世嘉园'],余杭-闲林,120.032068,30.241462,328,27946,有租户需预约,103116698441,3,3室2厅1厨2卫,低楼层 (共5层),117.37㎡,平层,105.77㎡,板楼,南,混合结构,简装,一梯两户,无,2021-08-18,商品房,2011-04-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210818EK078674,"
                    改善大三房，阳台很大，房东诚心，低楼层，采光不遮挡
                  ","
                    小区开发商：浙江广源房地产开发有限公司。小区环境绿化很多形成了天然氧吧小区适宜居住。小区内会有安保定时巡查。居住在这里的业主 一般都是阿里巴巴，未来科技城的白领，素质都比较高。小区内有摄像监控，安保措施很棒。
                  ","
                    有农贸市场，距离西溪湿地5.3公里、西溪医院2.9公里、留下商贸4公里、康乔幼儿园1.5公里、中国农业银行翡翠支行1公里，雨润发市1公里
                  ","
                    小区有各种共享单车，OFO小黄车、哈罗单车、优拜单车、永安行等都有。小区门口就有B4快速公交直达武林门及东站、346地质大队站、356高教路口站、367、506等。高速有留下出入口
                  ",,,,,,,,,,,
1887,['翡翠城一期'],余杭-翡翠城,120.028968,30.246562,585,44055,提前预约随时可看,103116842579,3,3室2厅1厨2卫,中楼层 (共11层),132.79㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-08-26,商品房,2019-05-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210827RR723116,"
                    此房楼层好，精装修，采光好，配套全，诚心出售，看房方便
                  ","
                    
150万㎡大型人文社区：占地约1400亩，总建面约150万平米地中海阳光社区；绿城系，安心住：绿城早期样板品质社区，匠心雕琢，绿城物业日常安心维护；高植被覆盖，五重立体绿化景观体系，家在公园里；配套翡翠天地广场。
                  ","
                    翡翠城地理位置优越，位于未来科技城范围，距离西溪湿地2.2公里，距离阿里巴巴总部仅4公里。印象城、欢乐城、乐天城、亲橙里、山海里等综合体辐射圈，满足购物、娱乐、教育等日常，山姆市、盒马鲜生派单范围。
                  ","
                    杭州地铁3号线在建，小区门口设有高教路站出入口，开通后6站直达杭州高铁西站（在建）。公交网络发达畅通，公交快线B4至火车东站，K467接驳地铁5号线，K356、K35、B4D、7001、206、K297、1408等出行便捷。3公里至杭州绕城高速留下枢纽，杭城出入很方便
                  ",,,,,,,,,,,
1888,['东海闲湖城印象加州'],余杭-闲林,119.999874,30.237608,375,33096,提前预约随时可看,103113374896,45,3室2厅1厨2卫,中楼层 (共28层),113.31㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-02-19,商品房,2019-10-12,普通住宅,满两年,共有,"
                                有抵押 180万元 中国工商银行，杭州住房公积金
                              ",已上传房本照片,190512611954,"
                    装修清爽，拎包入住，有车位，看房都方便，房东诚心出售。。
                  ","
                    联华*市(东海闲湖城店)231米，闲庭购物564米，闲庭购物564米，左邻·右舍乐山嘉苑加盟店799米 西田CC影城(闲林店）1262米，方家山公园1376米，浙江时代院线巨幕影院(西溪欢乐城)2530米
                  ","
                    46快速公交B4、K356、K506、K483至甄家湾公交站下车，步行即可到达。闲林镇政府[公交站]（484,467,483），闲林街道[公交站]（B4C），闲富北路天目山西路口[公交站]（336,265），闲富路口[公交站]（598省道线），闲林电管所[公交站]（7,483,484）
                  ",,,,,,,,,,,,
1889,['佳兆业西溪璞园'],余杭-闲林,120.040251,30.241418,420,33784,有租户需预约,103112672086,16,4室2厅1厨2卫,低楼层 (共18层),124.32㎡,平层,102.16㎡,板楼,南,钢混结构,精装,两梯四户,有,2020-12-17,商品房,2017-12-20,普通住宅,满两年,共有,"
                                有抵押 172万元 中国建设银行浙江省分行营业部 业主自还
                              ",已上传房本照片,201218WY034610,"
                    位置好 西边套采光好 满两年 诚售爱房
                  ","
                    该小区是佳兆业开发商，品质比较不错，16年的小区环境和格局比较现代化，小区的位置靠、近商1业体，联胜路南，小区采取半人车分流方式，比较安静靠1近山边，小区中间是排屋，四面环1绕高层
                  ","
                    综合商场：西溪印象城、宏丰家具城、西溪慢生活街区。*市：雨润发，山姆*市、留下世纪联华。医院：西溪医院、浙江省立同德医院（闲林院区）银行：中国工商银行ATM(留和路)
                  ","
                    小区门口有Ｂ４快速公交,346公交，可到余杭西站，古荡　可到西溪印象城　武林门中转站　余杭古荡中转站。346路367路，多条公交
                  ",,,,,,,,,,,
1890,['盛世嘉园'],余杭-闲林,120.032068,30.241462,328,27946,有租户需预约,103116698441,3,3室2厅1厨2卫,低楼层 (共5层),117.37㎡,平层,105.77㎡,板楼,南,混合结构,简装,一梯两户,无,2021-08-18,商品房,2011-04-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210818EK078674,"
                    改善大三房，阳台很大，房东诚心，低楼层，采光不遮挡
                  ","
                    小区开发商：浙江广源房地产开发有限公司。小区环境绿化很多形成了天然氧吧小区适宜居住。小区内会有安保定时巡查。居住在这里的业主 一般都是阿里巴巴，未来科技城的白领，素质都比较高。小区内有摄像监控，安保措施很棒。
                  ","
                    有农贸市场，距离西溪湿地5.3公里、西溪医院2.9公里、留下商贸4公里、康乔幼儿园1.5公里、中国农业银行翡翠支行1公里，雨润发市1公里
                  ","
                    小区有各种共享单车，OFO小黄车、哈罗单车、优拜单车、永安行等都有。小区门口就有B4快速公交直达武林门及东站、346地质大队站、356高教路口站、367、506等。高速有留下出入口
                  ",,,,,,,,,,,
1891,['润和西溪郡'],余杭-闲林,120.023921,30.237077,436,38297,提前预约随时可看,103117449897,1,3室2厅1厨2卫,高楼层 (共18层),113.85㎡,平层,50.24㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-10-01,商品房,2016-01-26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,211005KY724215,"
                    房东诚心卖 小区南面是排屋区 很安静
                  ","
                    小区是次新小区 环境优美 绿城物业 五常板块 三幢高层 其他为排屋，旁边就是刚开业的康复医院和中医院
                  ","
                    小区门口有，便利店水果店 旁边闲林山水有 饭店 美发店 药店 银行儿童娱乐会所 丰富小吃 汽车美容等生活配套设施。小区去西溪欢乐城 雨润发都是比较方便的 距离西溪医院3公里。西溪印象城3.3公里，坐346 367路公交车路直达
                  ","
                    区位于高教路与闲林路口，公交车346 367到古荡 很方便 北面就是天目山西路，有B4快速公交车到达火车东站，356到达黄龙商圈，506到达武林商圈。天目山西路和和睦路交叉口就是加油站，往西可以直接上高速，出行很方便
                  ",,,,,,,,,,,
1892,['东海闲湖城印象加州'],余杭-闲林,119.999874,30.237608,375,33096,提前预约随时可看,103113374896,45,3室2厅1厨2卫,中楼层 (共28层),113.31㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-02-19,商品房,2019-10-12,普通住宅,满两年,共有,"
                                有抵押 180万元 中国工商银行，杭州住房公积金
                              ",已上传房本照片,190512611954,"
                    装修清爽，拎包入住，有车位，看房都方便，房东诚心出售。。
                  ","
                    联华*市(东海闲湖城店)231米，闲庭购物564米，闲庭购物564米，左邻·右舍乐山嘉苑加盟店799米 西田CC影城(闲林店）1262米，方家山公园1376米，浙江时代院线巨幕影院(西溪欢乐城)2530米
                  ","
                    46快速公交B4、K356、K506、K483至甄家湾公交站下车，步行即可到达。闲林镇政府[公交站]（484,467,483），闲林街道[公交站]（B4C），闲富北路天目山西路口[公交站]（336,265），闲富路口[公交站]（598省道线），闲林电管所[公交站]（7,483,484）
                  ",,,,,,,,,,,,
1893,['逸居城'],余杭-勾庄,120.12239,30.388131,255,29224,提前预约随时可看,103116771826,7,2室2厅1厨1卫,低楼层 (共11层),87.26㎡,平层,71.52㎡,板塔结合,南 北,钢混结构,精装,一梯两户,有,2021-08-22,商品房,2011-11-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210822OW864327,"
                    刚需入手，此房满五，户型方正，格局好，看房方便，诚心出售！
                  ","
                    
逸居城项目占地面积169231平方米，建筑面积330000平方米，可容纳总户数786余户入住。配套齐全，旁边有世纪联华、良渚小商品市场、半山公园、余杭区崇贤镇社区卫生服务

                  ","
                    余杭区勾庄幼儿园（3.3公里）、西点天阳幼儿园（2.9公里） 商场：西田城（5.5公里）、永旺梦乐城（6.7公里）、万达广场（8.8公里） 银行：中国邮政储蓄银行（农副营业所268米）、中国工商银行(良渚物流支行429米)、中国民生银行（853米）
                  ","
                    小区位于良渚勾庄农副物流，棕榈路与博园路交叉口。交通配套地铁10号线新兴路站50米已经动工一年，物流总公交站800米。 公交车有：K192（武林小广场至物流）,K191（三里亭至物流）,K97路（紫金港至物流），K587（物流至临平汽车南。
                  ",,,,,,,,,,,
1894,['杉杉恒和依山郡'],余杭-未来科技城,119.848408,30.358515,103,14467,提前预约随时可看,103108912149,21,2室2厅1厨1卫,高楼层 (共11层),71.2㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,有,2020-05-01,商品房,2017-11-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,200505072357,"
                    环境好宜居，硬装交付 装空调地暖 适合居住 天然氧吧

                  ","
                    小区有婚纱摄影基地，沙滩，湖泊，游艇，花园开满鲜花，可钓鱼，拍照可以带小朋友玩沙，室内设有乒乓球 棋牌 小区设有足球篮球网球场，室外停车场和地下停车场 车位充足，成为业主可领菜地，享种菜乐趣

                  ","
                    项目即适合年轻新生代白领及高收入群体等精英人士居住。更是中老年 人养生的天堂，既养生度假、空气新鲜、乃是城市中的一块绿肺！



                  ",,,,"
                    
硬装标准，地板，墙面，厨房，卫浴，衣柜，鞋柜，卧室木地板，装空调地暖 热水
                  ",,,,,,,,
1895,['欧美金融城'],余杭-未来科技城,120.010832,30.2873,540,60295,有租户需预约,103116470587,10,3室2厅1厨1卫,高楼层 (共33层),89.56㎡,平层,暂无数据,板楼,东,钢混结构,简装,两梯五户,有,2021-08-06,商品房,2019-07-26,普通住宅,满两年,共有,"
                                有抵押 138万元 中国工商银行
                              ",已上传房本照片,190515990483,"
                     业主诚心出售 楼层好  近地铁，格局好
                  ","
                    杭州师范大学，阿里巴巴，梦想小镇、海创园、海港城、西溪印象城、银泰城，遥望西溪湿地


                  ",,"
                    房子未满五年，含双税的，个税百分之1，契税百分之1，增值税百分之5.3


                  ",,"
                    地铁5号线已开通，目前最近良睦路地铁口仅400米，火车西站距离三公里内，门口就是公交站，到达市区和旁边的小镇，都很方便。


                  ",,,,,,,,,
1896,['通济路1-12号'],余杭-未来科技城,119.94274,30.276585,225,26166,有租户需预约,103114649124,6,2室1厅1厨1卫,低楼层 (共5层),85.99㎡,平层,暂无数据,板楼,东 东南,混合结构,简装,一梯两户,无,2021-04-23,商品房,2007-11-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210416JP288983,"
                    此房满五年，采光充足 分布合理 交通便利生活配套齐全
                  ","
                    旁边配套有：太炎，文昌，景点：塔山公园和南湖公园，天都百汇广场，余杭人民医院，农业银行，工商银行
                  ",,"
                    杭州长途车站-汽车西站， 公交：471,479,346,356，交通出行方便
                  ",,,,,,,,,,,
1897,['杉杉恒和依山郡'],余杭-未来科技城,119.848408,30.358515,76,12838,提前预约随时可看,103109383804,9,1室1厅1厨1卫,高楼层 (共11层),59.2㎡,平层,暂无数据,板楼,东,钢混结构,精装,一梯六户,有,2020-05-26,商品房,2015-08-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200527232419,"
                    项目即适合年轻新生代白领及高收入群体等精英人士居住。
                  ","
                     在绿化中找房子 小区有社区医院，*市蔬果店、、食堂、饭店、日常所需 小区足球场、篮球场、网球场、室内桌球、
                  ","
                    
项目即适合年轻新生代白领及高收入群体等精英人士居住。更是中老年 人养生的天堂，且**，既养生度假


                  ",,,,"
                    硬装标准，地板，墙面，厨房，卫浴，衣柜，鞋柜，卧室木地板，没有遮挡物，长时间享受,一室一厅一厨一卫
                  ",,,,,,,,
1898,['昆仑府'],余杭-西溪,120.050735,30.284111,400,44713,提前预约随时可看,103108193074,62,2室1厅1厨2卫,中楼层 (共7层),89.46㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2020-03-25,商品房,2019-06-04,普通住宅,满两年,共有,"
                                有抵押 251万元 杭州银行 业主自还
                              ",已上传房本照片,181103642726,"
                    1.此房，楼层好，2.视野宽阔，采光充足3，配套设施齐全
                  ","
                    房龄新环境好，配套成熟，无遮挡采光好，方便老人小孩居住，景观很好，
                  ",,,"
                    小区环境好，人车分流，人文环境好，首付3成，贷款方式不限，适合首付不多的小两口
                  ",,"
                    房子离西溪湿地，亲橙里，西溪印象城，交通便利，地铁5号线900米
                  ",,,,,,,,
1899,['新明半岛'],余杭-闲林,119.958978,30.246879,395,30341,提前预约随时可看,103116490013,27,3室2厅1厨2卫,中楼层 (共9层),130.19㎡,平层,109.7㎡,板楼,南,钢混结构,精装,一梯两户,有,2021-08-07,商品房,2015-09-09,普通住宅,满五年,共有,"
                                有抵押 60万元
                              ",已上传房本照片,210728TJ519840,"
                    满五唯一，房子户型方正，好格局，楼层好，视野宽阔，采光好.
                  ","
                    
小区位于东西大道和天目山西路交叉口，分为东西两区，B4 356 506站点均路过本小区，往西可以上高速，往东直接去市区，北面文二西路和文一西路，小区的东边就是上仓路，上仓路直通文二西路和文一西路，交通四通八达
                  ","
                    本房为电梯房，且一梯两户，小区环境优美，空气清新，小孩游玩的场所多；不仅适宜小孩，也适合老人居住
                  ","
                    小区位于东西大道和天目山西路交叉口，分为东西两区，B4 356 506站点均路过本小区，往西可以上高速，往东直接去市区，北面文二西路和文一西路，小区的东边就是上仓路，上仓路直通文二西路和文一西路，交通四通八达 地铁 500米
                  ",,,"
                    
小区里面有配套饭店，美发店，药店，菜店，健身房等，余杭二院离小区13000米车程，余杭镇离小区也就是2000米车程，生活方便
                  ",,,,,,,,
1900,['翡翠城二期'],余杭-翡翠城,120.027522,30.251382,830,48510,提前预约随时可看,103116102544,10,4室2厅1厨2卫,低楼层 (共11层),171.1㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,2021-07-14,商品房,2016-10-06,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,210715EH210720,"
                    9月份满五，东边套，泳池景观，有钥匙，随时可看
                  ","
                    150万㎡大型人文社区：占地约1400亩，总建面约150万平米地中海阳光社区；绿城系，安心住：绿城早期样板品质社区，匠心雕琢，绿城物业日常安心维护；高植被覆盖，五重立体绿化景观体系，家在公园里；配套翡翠天地广场。
                  ","
                    翡翠城地理位置优越，位于未来科技城范围，距离西溪湿地2.2公里，距离阿里巴巴总部仅4公里。印象城、欢乐城、乐天城、亲橙里、山海里等综合体辐射圈，满足购物、娱乐、教育等日常，山姆、盒马鲜生派单范围。
                  ","
                    杭州地铁3号线在建，小区门口设有高教路站出入口，开通后6站直达杭州高铁西站（在建）。公交网络发达畅通，公交快线B4至火车东站，K467接驳地铁5号线，K356、K35、B4D、7001、206、K297、1408等出行便捷。3公里至杭州绕城高速留下枢纽，杭城出入很方便
                  ",,,,,,,,,,,
1901,['西溪八方城'],余杭-未来科技城,120.05146753589,30.296202997892,128,24043,下班后可看,103116233159,7,3室1厅1厨2卫,低楼层 (共12层),53.24㎡,跃层,暂无数据,板楼,北,钢混结构,精装,四梯三十八户,有,2021-07-22,商品房,2010-09-07,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180608314488,"
                    此房2房2卫，民用电，居住环境好 绿城物业 房东诚心卖
                  ","
                    
本小区7幢负一楼配有乐刻健身房 一楼有杭州图书馆 小区中间配有花园空中跑道等等 绿城物业 物业费也比较便宜些3.5元每平方 小区保安和物业人员服务周到待人亲切 举止文明，24小时绿城管家服务
                  ","
                    
公寓税费：契税总价的3%，印花税0.05%+0.05%，个税是差额的20%或者总价的1个点，综合税差额的5.3%，土地增值税1%
                  ",,,"
                    步行500米配有西溪博雅城，两公里内有西溪银泰 亲橙里，赛银国际，欧美金融城广场
                  ",,,商水,民电,,,,,
1902,['金都梧桐苑'],余杭-翡翠城,120.014752,30.24579,450,30579,提前预约随时可看,103107720547,12,3室1厅1厨2卫,高楼层 (共18层),147.16㎡,平层,暂无数据,板楼,东,钢混结构,简装,两梯三户,有,2020-02-10,商品房,2008-07-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200415422753,"
                    该房源环境好，位置好，小区物业管理好 
                  ","
                    金都梧桐苑位于杭州市余杭翡翠城，总建筑面积35016，总占地面积11662，共计房屋192户，小区物业公司为浙江金都物业管理有限公司
                  ","
                    省立同德医院(闲林院区)，杭州市西溪医院华东勘测设计研究院(西溪华东园北)，浙江工业大学(屏峰校区)，浙江科技学院(小和山校区
                  ","
                    地铁3号线 B4快速公交 468路，481路，482路，482路区间，483路环线，484路环线，785路区间公交
                  ",,,,,,,,,,,
1903,['良渚文化村白鹭郡南'],余杭-良渚,120.033546,30.366361,280,31240,提前预约随时可看,103115215534,37,2室1厅1厨1卫,中楼层 (共5层),89.63㎡,平层,78.8㎡,板楼,南 西 北 西南,钢混结构,简装,一梯两户,无,2021-05-25,商品房,2011-07-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200509655187,"
                    郡南中层西边套 满五唯一精装 主卧转角大阳台 好通风 好采光
                  ","
                    白鹭郡南一期地处万科良渚文化村区块，东临毛家漾港河，西为大雄山脉，南侧是配套完善春漫里商街， 北靠白鹭公园，坐拥小镇优越的配套资源和景观资源。 白鹭郡南一期建设总用地为13.4万平方米，总建筑面积约为18.5万平方米左右，均为4-5层的建筑
                  ","
                    
本房为大两房，次卧可隔出来一间小书房，位于楼层为中层，既不用低楼层潮湿，又不用爬太高楼梯，所以又适合刚需人群，也适合对环境要求比较高的注入养老改善人群。
                  ",,,,"
                    良渚食街、知味观味轩，喜士多、联华、新街坊 医院：浙江大学医学院附属医院良渚门诊部 银行：玉鸟流苏工行ATM，中国银行ATM，郡北邮政储蓄 其他：良渚博物院，大雄寺，美丽洲教堂，亲子农庄，登山步道，垃圾分类宣教。
                  ",,,,,,,,
1904,['盛世嘉园'],余杭-闲林,120.032068,30.241462,430,28698,提前预约随时可看,103116621887,2,4室2厅1厨2卫,中楼层 (共11层),149.84㎡,平层,121.8㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-08-14,商品房,2009-11-09,普通住宅,满五年,共有,"
                                有抵押 74万元
                              ",已上传房本照片,210815AS604421,"
                    楼层佳 精装修 房东诚心 采光充足 满五 视野毫无遮挡
                  ","
                    小区开发商：浙江广源房地产开发有限公司。小区环境绿化很多形成了天然氧吧小区适宜居住。小区内会有安保定时巡查。居住在这里的业主 一般都是阿里巴巴，未来科技城的白领，素质都比较高。小区内有摄像监控，安保措施很棒。
                  ","
                    业主自住的房子，年轻人，房子很是爱惜，保持的挺不错，房子自己也局部改造过，更加温馨美观！诚心卖的！
                  ","
                    小区有各种共享单车，OFO小黄车、哈罗单车、优拜单车、永安行等都有。\ 小区门口就有B4快速公交直达武林门及东站、346地质大队站、356高教路口站、367、506等。高速有留下出入口 三号线地铁1千米，目前在建
                  ",,,,,,,,,"
                    门口有农贸市场，小区自带配套，吃饭买菜便利！距离西溪湿地5.3公里、西溪医院2.9公里、留下商贸4公里，雨润发chao市1公里，3.5公里内有五个大商场，生活便捷！
                  ",,
1905,['良渚文化村探梅里B'],余杭-良渚,120.02914,30.361072,305,34608,提前预约随时可看,103111170749,42,2室2厅1厨1卫,中楼层 (共6层),88.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2020-09-07,商品房,2017-04-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200113076363,"
                    2期交付房源新,楼幢好出入小区方便,加装设计布局好,满2年
                  ","
                    良渚文化村探梅里南区，万科精装两房。外拥良渚5000亩生态山水，内拥良渚六大完善生活配套，经古墩路融入杭州市区，尊享万科物业服务，是一个被良渚文化村宠爱的高品质小区
                  ","
                    多重道路交通体系日益趋向完善。公交：K372路公交车（ 和睦新村~良渚文化村）、491A社区循环巴士、K389路公交车（良渚文化村~三墩）、478路（ 余杭东门头~良渚文化村）、389M（七贤郡~都市水乡）
                  ",,,,"
                    [交通】城西线入口G104,古墩路，莫干山路，东西大道，【生活】良渚食街，春漫里新街坊，知味观，喜士多*市，联华*市，玉鸟菜场，【医疗】浙大医院良渚门诊部
                  ",,,,,,,,
1906,['闲林山水紫薇苑'],余杭-闲林,120.020701,30.241126,335,24832,提前预约随时可看,103112320084,14,3室2厅1厨2卫,中楼层 (共11层),134.91㎡,平层,114.72㎡,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,2020-11-22,商品房,2009-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201122LQ472562,"
                    满五年，南北通透格局好，采光好，看房方便
                  ","
                    小区内有一条街，*市 水果店 饭店 美发店 药店 银行儿童娱乐会所 丰富小吃 等生活配套设施。小区北门300米有西溪欢乐城 距离西溪医院3.2公里。西溪印象城3.3公里，坐356路公交车五站路直达
                  ",,"
                    小区位于天目山西路与和睦路交叉口，小区门口就有公交车直达市区，北面就是天目山西路，有B4快速公交车到达火车东站，356到达黄龙商圈，506到达武林商圈。天目山西路和和睦路交叉口就是加油站，往西可以直接上高速，出行很方便
                  ",,,,,,,,,,,
1907,['爵士风情花园'],余杭-闲林,119.99792478838,30.242035908794,280,24465,下班后可看,103116887707,32,3室2厅1厨2卫,高楼层 (共6层),114.45㎡,平层,103.19㎡,板楼,南,混合结构,精装,一梯两户,无,2021-08-29,商品房,2014-02-21,普通住宅,满五年,共有,"
                                有抵押 60万元
                              ",已上传房本照片,210829GS000226,"
                    满五年，西边套，看房方便，业主诚心出售
                  ","
                    ：
爵士风情小区内包含2、3、4、5房等户型，比起其他小区户型要正气很多，且均价低于其他小区，生活成本相对合理，适合客户
                  ","
                    
爵士风情小区距离甄家湾公交站台100米左右，可乘B4、356等公交车，西可到老余杭，东可到古荡、杭州市市区
                  ",,,,,,,,,,,,
1908,['绿城桃源小镇'],余杭-闲林,119.97450502354,30.244509952288,400,28623,提前预约随时可看,103112457612,18,3室2厅1厨2卫,低楼层 (共31层),139.75㎡,平层,101.9㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,2020-12-02,商品房,2014-12-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,181208566140	,"
                    此房满五唯一，东边套 采光好 没有双税 诚心出售 看房方便 
                  ","
                    桃源小镇是绿城物业的，物业管理很好，小区环境优美，小区位置安静，包含排屋、花园洋房、公寓等多种住宅种类，适合各种需求的客户


                  ","
                    地区繁华 小区中间有大型*市 小区内有 幼儿园 离闲林埠只有3000米 电影院 *市 菜市场都有 余杭医院等生活配套设施


                  ","
                    距离西溪山庄东方苑小区门口100米左右有公交站台，可直达闲林镇，也可以到闲林西公交站台换乘B4，356，367等公交车


                  ",,,,,,,,,,,
1909,['金沙公寓'],余杭-未来科技城,119.96084827484,30.26213366388,320,24352,提前预约随时可看,103107256331,40,3室2厅1厨1卫,中楼层 (共6层),131.41㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2019-12-09,商品房,2019-09-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190915556095,"
                    房子格局挺好的，户型通透 环境优美 交通方便 诚心出售
                  ","
                    售房原因：房东套现，急需卖掉， 里面暂时有租客（租客要随时解约） 看房随时约我
                  ",,,,,"
                    交通出行有公交车346 507  461  311 ，离地铁口300米  ，50米处有公共自行车，可任意选择出行工具
                  ",,,,,,"
                    贷款方式不限，适合一大家人居住，空间很大 
  
有大型购物场  吃住行全配套，医院离小区只有300米
                  ",,
1910,['润和西溪郡'],余杭-闲林,120.023921,30.237077,420,36891,提前预约随时可看,103108078245,5,3室2厅1厨2卫,高楼层 (共18层),113.85㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2020-03-18,商品房,2017-10-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190808094538,"
                    大三房，中间楼层，绿城物业，得房率高
                  ","
                    
小区为绿城物业，服务好，除3幢高层外均为排屋区，小区环境好，位置幽静
                  ","
                    房子是2014年造好的房子，为大三房两卫，实用面积大，带电梯毛坯房。
                  ",,"
                    小区位于高教路与闲林路口，公交车346 367到古荡 很方便 北面就是天目山西路，有B4快速公交车到达火车东站，356到达黄龙商圈，506到达武林商圈。天目山西路和和睦路交叉口就是加油站，往西可以直接上高速，出行很方便
                  ",,,,,,,,,,
1911,['望城'],余杭-良渚,120.055483,30.377905,365,40801,提前预约随时可看,103115229926,4,3室2厅1厨2卫,高楼层 (共12层),89.46㎡,跃层,70.65㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-05-26,商品房,2013-11-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210608TO795969,"
                    房子诚心出售，顶跃户型，毛坯房.次新小区，
                  ","
                    
此房所在小区是2012年建造的，房子看起来还是很新的，楼间距也是比较宽，绿化面积也是不错的，小区安保做的也很好
                  ","
                    直线距离2公里以内：菜场（农贸市场）、医院（三甲医院）、商场（例：永旺梦乐城、苏宁、小商品市场等）、银行（农行、建行、交通等营业点）
                  ","
                    
小区交通出行便利；近良渚地铁2号线良渚站，小区旁就是公交车站一站路就到达地铁口！
                  ",,,,,,,,,,,
1912,['众安学君里'],余杭-未来科技城,119.969694,30.252949,282,31488,提前预约随时可看,103113632172,13,3室2厅1厨1卫,低楼层 (共23层),89.56㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,2021-03-03,商品房,2019-05-21,普通住宅,满两年,非共有,"
                                有抵押 80万元 业主自还
                              ",已上传房本照片,210305FK692214,"
                    未来科技城板块，3房户型，地铁16号线禹航路地铁站
                  ","
                    
小区是2018年12月底交付的，很新，人车分流，两梯四户，相比近一点的楼盘，价格较低
                  ","
                    医疗:南安社区卫生服务、中泰街道卫生服务、余杭街道卫生服务、杭州市余杭区第二人民医院2.商场:江南时代购物广场、金港商贸城、中泰商贸城、银乐福购物广场、天都百汇广场、华元西溪欢乐城、西溪印象城
                  ","
                    
小区位于天目山西路与东西大道交界处，沿东西大道北上即文一西路。小区南面有B4快速公交可直达武林广场，杭州东站，还有367，461，469，471等多条公交线路，交通便利
                  ",,,,,,,,,,,
1913,['翡翠城二期'],余杭-翡翠城,120.027522,30.251382,396,44965,有租户需预约,103104789318,29,2室2厅1厨1卫,低楼层 (共10层),88.07㎡,平层,68.86㎡,板楼,南,钢混结构,简装,两梯四户,有,2019-05-21,商品房,2012-07-22,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,180816430025,"
                    小区品质好，物业管理好，交通便利，生活配套齐全。 诚心出售..
                  ","
                    小区品质好，绿化好，物业管理好，交通便利，生活配套齐全，舒适宜居。翡翠城是杭州西溪板块约3万人口的标杆高档大型社区，占地约1400亩，总建筑面积约150万平方米，有运动场、幼儿园、*市、酒店、医疗等，是杭州罕有的集生活、休闲、娱乐、运动、教育等..
                  ","
                    近西溪湿地公园、阿里巴巴淘宝城、海创园，几大综合体——西溪印象城、亲橙里、西溪欢乐城、西溪天堂、C+广场、乐天城。
                  ","
                    近天目山西路、文一西路、文二西路多条主干道，多个高速出入口，自驾车出行方便；  门口公交k346、k356、k506、B4，以及小区巴士均可乘至市区； 有多个机场大巴乘车点，火车东站大巴乘车点； 门口地铁3号线在建中 。
                  ",,,,,,,,,,,
