,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,用水类型,用电类型,燃气价格,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,交通出行,税费解析,装修描述,适宜人群,别墅类型,售房详情,权属抵押
1639,['顺发康庄'],萧山-钱江世纪城,120.288713,30.252064,320,36833,提前预约随时可看,103116334611,4,3室2厅1厨2卫,中楼层 (共29层),86.88㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯四户,有,,,,2021-07-29,商品房,2014-06-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210728WD606599,"
                    满五税少 高楼层采光足 跑道式阳台 纯毛坯可随意装修
                  ","
                    
小区总建筑面积约15万方，由5幢阳光高层和74席地中海风情排屋共同组成。阳光高层呈7字型怀抱排屋，两大组团巧妙组合，互为风景，更成就钱江难得一见的城市排屋住宅区。高层5号楼，4.2米架空层泛会所，3米层高，主力建筑面积约75-122方。
                  ","
                    
地铁：地铁2号线飞虹路站约2.5公里;地铁2号线盈丰路站约3公里 公交：K710路(传化物流-洄澜公交站) 民生制药站下 小区巴士：经鸿宁路、市心路到顺发恒业总部，途经地铁2号线飞虹路站和公交盈一村站
                  ",,,,,,,,,
1640,['梅花弄小区'],萧山-萧山市区,120.284788,30.168737,180,29009,有租户需预约,103114967027,47,2室1厅1厨1卫,中楼层 (共7层),62.05㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯一户,无,,,,2021-05-11,商品房,2002-07-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210512EV433331,"
                    新出好房 梅花弄 2房 回澜 房龄新 东边套 装修好
                  ","
                    房子房龄是95年的，2室朝南 1厅1厨1卫 新装修 ，看房比较方便 。
                  ",,"
                    房子是商品房 满5年唯一  免征增值税， 只需要契税1%。节省一大笔税费。    
                  ","
                    梅花弄属于萧山老城区 所以在医疗 菜市场     购物等方面是很齐全
                  ",,,,,,,
1641,['新白马公寓'],萧山-萧山市区,120.2654280198,30.185295673482,375,37038,提前预约随时可看,103114160871,20,2室1厅1厨1卫,中楼层 (共28层),101.25㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,,,,2021-03-29,商品房,2016-11-03,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210329GE891834,"
                    
双金山 户口均不占用  精装修


 
                  ","
                    楼层位置好 适合一家3口居住，采光面大。楼幢位置居中，采光良好。
                  ",,,,,,,"
                    可选择地铁出行，五号线有金鸡路站5-600米，五号线-二号线 人民广场站8-900米
                  ",,,
1642,['奥兰多小镇'],萧山-湘湖,120.24249134612,30.172419331377,180,32474,提前预约随时可看,103116061173,22,1室1厅1厨1卫,低楼层 (共11层),55.43㎡,平层,45.09㎡,板塔结合,南 北,钢混结构,简装,两梯四户,有,,,,2021-07-12,商品房,2010-12-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210713UG951066,"
                    出行交通方便，总价低，楼下就是地铁口


                  ","
                    小区是宋城的开发商，绿城旗下新湖的物业，小区是由春晓苑，云影苑，晨曦苑 跨湖苑 揽亭苑组成，该小区安静舒适，绿植覆盖广，环境优美适合有老人小孩的家庭居住。且小区离萧山市区近，单价也算相对较低的，适合刚需过渡群体。


                  ",,,,,"
                    小区西门离湘湖地铁口150米（数据来源自百度地图），直达市区，并可换乘多条别的地铁线，出行方便，适合在滨江和城区上班的客户！旁边也有公交站，有多条路线通往萧山南北，出行方式任意可选，风情大道往南就是湘湖，适合周末游玩。


                  ",,"
                    房屋产权：房子为70年产权的商品房税费情况;房子满五年，没有增值税。
                  ",,,
1643,['科尔世纪外滩'],萧山-萧山科技城,120.315752,30.275092,315,35075,提前预约随时可看,103116358778,1,3室2厅1厨1卫,低楼层 (共30层),89.81㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,,,,2021-07-30,商品房,2018-07-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180617982688,"
                    一线江景房 南临水博园北邻钱塘江 中高楼层 诚心出售 
                  ","
                    建筑面积约29万方，由10幢江景高层和49套纯正法式排屋组成。小区拥有一线江景和原生态湿地景观，坐拥钱江世纪城幅射范围内的配套，南临钱塘江，北临水博园 
                  ","
                    小区周.边配套齐全，世纪外滩位于钱塘江的南岸，九堡大桥（钱江八桥）东面1公里不到，北临钱塘江，距江面仅100米左右，西接钱江世纪城，南通中国水博园湿地，属于萧山区的科技城板块，南面规划科创中新 

                  ",,,,,,,,,
1644,['郡望府'],萧山-萧山开发区,120.343932,30.203994,290,34357,提前预约随时可看,103114526365,1,3室2厅1厨2卫,高楼层 (共27层),84.41㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,两梯三户,有,,,,2021-04-16,商品房,2017-06-08,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210416SD411841,"
                    郡望府次新小区，7号线地铁口楼层好，得房率高无遮挡
                  ","
                    
小区内：沙滩泳池，儿童游乐园，乘凉走廊；小区外：银行：建设银行，工商银行，农业银行，萧山农村合作银行 医院：萧山医院，新街镇卫生服务所 农贸：融创印时代购物综合体，新农都水产市场，新街农贸菜市场
                  ","
                    房子为不满五年的商品房，高板带电梯，，首套购房需要契税1.5%和个税1%，二套购房需要契税2%和个税1%
                  ",,,,"
                    地铁七号线新街站，驾车：市心北路，建设四路，新城路，红十五线，机场高速，杭甬高速 公交：360路，727路，732路，733路，873路，品质小区，出行便利
                  ",,,,,
1645,['南峰公寓'],萧山-萧山市区,120.269696,30.15706,160,27807,有租户需预约,103116243902,4,2室1厅1厨1卫,高楼层 (共6层),57.54㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,,,,2021-07-22,商品房,2018-05-30,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,180514242212,"
                    高桥小面积住宅 视野无遮挡   ，潘水地铁口，业主诚心出售
                  ","
                    此房是商品房，不满五    需要交纳  5.3%增值税    1%个人所得税   1%契税
                  ",,"
                    小区500米地铁2号线潘水站，可直达杭州主城区，庆春银泰等地；门口有南门社区公交站，多条线路经过，如701路内环;701路外环;707路;711B路;711路;717路内环;717路外环;723路;729路等；门口有公共自行车租赁点，出行便利
                  ",,,"
                    小区距离医院1000米（数据来源于高德地图），出门300米就是一个公园（数据来源于高德地图），平时饭后散步比较方便。小区东面500米左右就是潘水地铁口，另有南江公园，南门江景观桥，萧山体育馆，南门菜市场，汇德隆等
                  ",,,,,
1646,['香格名苑'],萧山-临浦,120.24766547148,30.047124063339,80,21020,有租户需预约,103108242990,23,1室1厅1厨1卫,高楼层 (共6层),38.06㎡,暂无数据,24.19㎡,板楼,南,砖混结构,精装,一梯十四户,有,未知,商电,,2020-03-27,商品房,2018-08-16,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,200327117637,"
                    此房是跃层，层高6米总价低，精装修酒店式公寓，直接可以...
                  ","
                    环境优美，出行方便，外面商铺林立，出门很方便，道路良好，四通八达


                  ","
                    小区配套齐全；出门吃喝玩乐都有 医院：萧山第三人民医院 银行：农行，建行


                  ","
                    
此小区楼下就有公交站牌，去杭州萧山都方便，楼下停车也很方便，出行不愁，车位充足
                  ",,,,,,,,
1647,['明华明辉花园'],萧山-萧山开发区,120.296539,30.211473,248,24567,提前预约随时可看,103111216731,51,2室2厅1厨1卫,高楼层 (共6层),100.95㎡,平层,暂无数据,平房,南,钢混结构,简装,一梯三户,有,,,,2020-09-10,商品房,2002-09-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200914VW200520,"
                    
此房满五不唯一，房东诚心出售，房东自住装修 7号线地铁口
                  ","
                    小区是商品住宅，建筑年代2002年，管理到位，两房两厅一厨两卫一阳台 小区配套齐全
                  ","
                    7号线耕文路站，门口有公交，地铁。通惠路又是一个萧山一个主干道，自驾出行或公共交通都很方便。 楼梯房户型方正，三开间朝南，大餐厅和客厅。客厅带阳台，小区对门口为原野汽配城（浙江世纪汽车市场），新农都，浙江建材装饰市场，原野汽配五金
                  ","
                    
小区南门口出去左手边就有公交站，317路;340路;729路;750路，大门口为建设四路，有公交车可直达杭州和滨江。
                  ",,,,,,,,
1648,['威尼斯水城'],萧山-湘湖,120.24602271516,30.165199627707,330,30031,提前预约随时可看,103115916881,5,2室2厅1厨1卫,中楼层 (共5层),109.89㎡,暂无数据,暂无数据,板楼,南,砖混结构,毛坯,一梯三户,无,,,,2021-07-04,商品房,2008-05-03,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,171130396016,"
                    此房满五年，小区靠湘湖景区，水系围绕环境好
                  ","
                    威尼斯水城位于省级湘湖旅游度假区，坐落于杭州市建设的绿色生态带上,有着自然山水环境,是一个集休闲、旅游、度假、会展、人居以及购物为一体的现代中国休闲景观岛居生活街区。威尼斯水城总占地面积达1100亩，总建筑面积有25万方
                  ","
                    湘湖景区 杭州乐园 世界酒店 摩天轮游乐场 浪浪浪水上公园 小区1.5公里有金湖艺境城商 业综合体 世纪联华 肯德基等品牌入驻
                  ","
                    公交站点：湘里坊（湘湖）、湘浦观鱼 公交线路：327、701、702、K707 地铁线路：1号线地铁 地铁站点：湘湖站
                  ",,,,,,,,
1649,['德圣博奥城'],萧山-萧山新城区,120.25130795724,30.20747542253,350,45675,有租户需预约,103117461855,1,2室1厅1厨1卫,中楼层 (共30层),76.63㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,,,,2021-10-02,商品房,2017-11-15,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,211017VF698560,,,,,,,,,,,,
1650,['威尼斯水城'],萧山-湘湖,120.24602271516,30.165199627707,330,30031,提前预约随时可看,103115916881,5,2室2厅1厨1卫,中楼层 (共5层),109.89㎡,暂无数据,暂无数据,板楼,南,砖混结构,毛坯,一梯三户,无,,,,2021-07-04,商品房,2008-05-03,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,171130396016,"
                    此房满五年，小区靠湘湖景区，水系围绕环境好
                  ","
                    威尼斯水城位于省级湘湖旅游度假区，坐落于杭州市建设的绿色生态带上,有着自然山水环境,是一个集休闲、旅游、度假、会展、人居以及购物为一体的现代中国休闲景观岛居生活街区。威尼斯水城总占地面积达1100亩，总建筑面积有25万方
                  ","
                    湘湖景区 杭州乐园 世界酒店 摩天轮游乐场 浪浪浪水上公园 小区1.5公里有金湖艺境城商 业综合体 世纪联华 肯德基等品牌入驻
                  ","
                    公交站点：湘里坊（湘湖）、湘浦观鱼 公交线路：327、701、702、K707 地铁线路：1号线地铁 地铁站点：湘湖站
                  ",,,,,,,,
1651,['北干一苑'],萧山-萧山市区,120.27621645512,30.181215629948,214,34219,提前预约随时可看,103114491698,14,2室1厅1厨1卫,高楼层 (共6层),62.54㎡,平层,62㎡,板塔结合,南,砖混结构,简装,一梯两户,有,,,,2021-04-15,商品房,2014-04-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210430OG125344,"
                    配套设施齐全。离人民广场地铁口200米步程
                  ","
                     北干一苑位于山阴路与永路交叉口 。通过小区道路的合理组织，休闲设施的精心安排，提供自然、舒适的居住环境。社区主流健康向上，社区风气良好，邻里关系和谐。项目以实用、舒适、分区合理为整体规划原则，户型选择丰富，居住实用率高
                  ","
                    市小区位于萧山市繁华地段，沿线地铁有2号和5号线，有银隆百货，恒隆广场，旺角城，大润发、万象汇和市北市场等大型商*与生活广场，开元名都大酒店，医院有萧山医院，中医院等，交通出行、生活起居配套完善。
                  ","
                    距离南侧地铁2号线杭发厂站几百米，北面有2号线人民广场站200米 ，小区外北干一苑路口有自行车租赁点，还有地铁五号线途径， 西边有萧山牙科医院（公交站）可乘坐232路、407路、515路、708路、727路，东边有永社区（公交站）可乘坐660路
                  ",,,,,,,,
1652,['高桥小区'],萧山-萧山市区,120.281794,30.158176,185,32411,提前预约随时可看,103116856671,6,2室2厅1厨1卫,低楼层 (共6层),57.08㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯两户,无,,,,2021-08-27,商品房,2019-01-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210827HL800675,"
                    此房采光好全天无遮挡，诚心出售，看房都方便的。..
                  ","
                    小区位于萧山老城区 配套成熟 地铁医院都步行可到 交通便利 公交车准时
                  ","
                    商品房，两室俩厅一厨一卫，两房朝南，卧室朝南带双阳台，阳台包好，客厅朝北带明窗
                  ","
                    
小区门口就有公交 有703路，723路，659路，657路，711路，717路，718路，745路，地铁2号线 人民路 潘水站
                  ","
                    旺角城新天地，银隆百货，恒隆广场，西山公园，金马饭店，汽车站等成熟生活配套，中国农业银行，高桥幼儿园，城厢街道卫生院。
                  ",,,,,,,
1653,['奥兰多小镇'],萧山-湘湖,120.24249134612,30.172419331377,298,30102,有租户需预约,103110453122,54,2室2厅1厨1卫,高楼层 (共6层),99㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,无,,,,2020-07-27,商品房,2009-04-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,191028387940,"
                    此房满五，精装修带地暖，地铁口 南北通户型
                  ","
                    房屋产权：商品房住宅 税费金额：房子已经满五，购房需要个税1%，契税1.5%或2个点
                  ",,"
                    湘湖站地铁口100多米，另外还有湘湖公交站，有多条路线可乘坐！
                  ",,,"
                    小区西边有个都会艺境的小吃街，各种商店已经开业，有饭店，奶茶店，肯德基等等
                  ",,,,,
1654,['威尼斯水城'],萧山-湘湖,120.24602271516,30.165199627707,275,27996,提前预约随时可看,103113879125,81,2室2厅1厨1卫,低楼层 (共5层),98.23㎡,平层,88.12㎡,板楼,西南,砖混结构,精装,一梯三户,无,,,,2021-03-15,商品房,2011-08-30,普通住宅,满五年,非共有,"
                                有抵押 160万元 中国建设银行股份有限公司萧山支行 业主自还
                              ",已上传房本照片,210315PL630547,"
                    此房满五唯一税费少， 边套户型 采光好 ，自住精装修
                  ","
                    威尼斯水城位于省级湘湖旅游度假区，坐落于杭州市建设的绿色生态带上,有着自然山水环境,是一个集休闲、旅游、度假、会展、人居以及购物为一体的现代中国休闲景观岛居生活街区。威尼斯水城总占地面积达1100亩，总建筑面积有25万方。
                  ","
                    湘湖景区 杭州乐园 世界酒店 摩天轮游乐场 浪浪浪水上公园 小区1.5公里有金湖艺境城商 业综合体 四季联华 肯德基等品牌入驻
                  ","
                    公交站点：湘里坊（湘湖）、湘浦观鱼 公交线路：327、701、702、K707 地铁线路：1号线地铁 地铁站点：湘湖站
                  ",,,,,,,,
1655,['广悦公寓'],萧山-南部卧城,120.27786573671,30.142405981829,238,27445,提前预约随时可看,103112334542,20,2室2厅1厨1卫,高楼层 (共7层),86.72㎡,平层,77.08㎡,板楼,南,钢混结构,简装,一梯两户,无,,,,2020-11-23,商品房,2018-08-09,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,201126JE885699,"
                    此房不满五年的，综合税5.3，个税1个点
                  ","
                    ：
小区较新，花园洋房，采光充足，居住舒适度很高，小区比较安静。
                  ","
                    此房是带一个阁楼的，全面户型，采光充足，加上两个储藏间。楼下是两房一厨一卫两厅，阁楼是两房一卫和两个储藏室
                  ",,"
                    小区离二号线曹家桥地铁站仅有一河之隔，直线距离200米（依据百度地图测距）
                  ",,,,,,,
1656,['融创东南海'],萧山-萧山开发区,120.338821,30.20361,430,30936,提前预约随时可看,103113925702,13,4室2厅1厨2卫,低楼层 (共27层),139㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,,,,2021-03-17,商品房,2018-09-29,普通住宅,满两年,共有,"
                                有抵押 110万元
                              ",已上传房本照片,210319BS349324,"
                    业主诚心出售，地铁7号线新街站房源。环境优美，配套齐全。
                  ","
                    多条公交线路，离机场高速近。 本小区共17幢点的27层高层，2栋综合体组成，自带6万方综合体配套。 小区人车分流，车位3027个，1：1.46，内设儿童滑梯，游泳池，凉亭等，自带防空系统。 水电费可以支付宝付款。
                  ","
                    小区内：沙滩泳池，儿童游乐园，乘凉走廊；小区外：银行：建设银行，工商银行，农业银行，萧山农村合作银行 医院：萧山医院，新街镇卫生服务所 农贸：融创印时代购物综合体，新农都水产市场，新街农贸菜市场
                  ","
                    市心北路，建设四路，金城路，新城路，红十五线，机场高速，杭甬高速；地铁5号线、（在建）地铁7号线；公交线路；府前桥站:411路、733路、368路盛中村站:411路、368路新街镇站:733路、368路、520路华丰桥站:733路盛东村站:368路【自驾线路】
                  ",,,,,,,,
1657,['宁安大厦'],萧山-萧山新城区,120.275218,30.209626,98,16438,提前预约随时可看,103109660689,120,1室1厅1厨1卫,高楼层 (共21层),59.62㎡,平层,42.1㎡,塔楼,西,钢混结构,简装,三梯十四户,有,商水,商电,3.1元/m3,2020-06-11,商品房,2007-07-16,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200611173598,"
                    民用水电 通天然气 产权清晰 可靠房源 位置优越
                  ","
                    宁安大厦属于萧山区经开区板块，有杭州城建开发有限公司开发，有面积在60-130方的两居户型和三居户型，住宅产权为50年
                  ","
                    小区旁边配套较为安全，有多家商场和餐饮店，距离小区约670米沪宁时代购物广场，约650米处赤道风自助烤肉和顾先生火锅，杭州宁安大药房，对年就是大型农贸菜场，旁边是雷迪森大酒店
                  ","
                    出门就是2号线和7号线地铁口，双地铁口，小区楼下公交站台，站点公交：317路，322路，511路，703路、等十多条线路可通往城市各大商圈
                  ",,,,,,,,
1658,['得力名望府'],萧山-萧山开发区,120.336188,30.1848,270,30151,提前预约随时可看,103111742940,11,3室2厅1厨2卫,中楼层 (共25层),89.55㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯三户,有,,,,2020-10-14,商品房,2019-09-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,201014TW260422,"
                    名望府 不靠山 毛坯易装修，楼层佳，采光好 此房房龄新
                  ","
                    得力名望府位于杭州萧山开发区，由得力房地产开发有限公司建成 总建筑面积179960方，总占地面积81800方共计房屋2064户，物业管理好，小区环境优美，绿化充足，小区内配有休闲场地，游泳池，儿童乐园等基础设施
                  ","
                    房子是三个卧室房间 全明户型 采光好 视野无遮挡 客厅餐厅分开的
                  ",,"
                    地铁5号线姑娘桥站，（在建）彩虹高架，距离火车南站2站地铁公交车：K744路 K740路K736 K732 K731，高速萧山东出口处， 彩虹大道
                  ",,,,,,,
1659,['嘉富广场'],萧山-南部卧城,120.272867,30.149705,88,17121,提前预约随时可看,103115866791,9,1室1厅1厨1卫,低楼层 (共28层),51.4㎡,平层,37.6㎡,板楼,南,钢混结构,精装,四梯二十五户,有,民水,民电,3.1元/m3,2021-07-01,商品房,2012-11-02,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210701SY646383,"
                    
此房为五十年产权，民水民电公寓，环境优美
                  ","
                    总共4栋2梯多户，主力户型44-137方，小户型有东南西北4个朝向
                  ","
                    
楼下就是大型汇德隆（现在改为华润万家）、电影院、肯德基、健身房、培训学xiao、小吃店一应俱全；南200米是南门菜场；往北1000米是萧山人民医院，往北700米是萧山体育中xin，点我了解更多
                  ","
                    
小区旁边汽车总站，多条公交线路，省内长短途公交都有离地铁二号线潘水站240米，点我了解更多
                  ",,,,,,,,
1660,['众安景海湾'],萧山-萧山科技城,120.30933200421,30.278948561656,252,28382,提前预约随时可看,103112692397,41,3室1厅1厨1卫,中楼层 (共33层),88.79㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,,,,2020-12-18,商品房,2016-12-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210102GJ456746,"
                    环境优美，通透户型，房子已经满两年


                  ","
                    综合商场：萧山宝龙购物广场，开元加州阳光广场、恒隆广场、心意广场、家乐福*市、大润发*市、银隆百货、，开元名都大酒店 医院：萧山医院、萧山第 一人民医院
                  ","
                    小区是由9幢高层和75幢排屋组成，每个单元都是两梯两户，高层：1幢和2幢都是三个单元，户型一样。3幢和8幢都是4个单元。户型一样。4#5#6#7#都是一个单元，户型一样，
                  ",,"
                    售房原因：业主由于工作需要，所以出售房屋 房屋现状：空着的， 楼层结构：中楼层，无遮挡采光好
                  ",,,,,,"
                    对望钱江新城CBD，与未来中国水博园、杭州奥体忠心、国际博览忠心，杭州政府规划的逾10座新城板块围侍四周。景海湾通过滨江大道、通惠路、钱江八桥分别与钱江世纪城、萧山、九堡等相连，走绕城高速到杭州市区
                  ",
1661,['井泉苑'],萧山-湘湖,120.2642812554,30.173076570386,260,24057,提前预约随时可看,103113876015,13,4室2厅1厨2卫,高楼层 (共6层),108.08㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,一梯两户,无,,,,2021-03-14,商品房,2004-01-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210305ZF707681,"
                    精装顶带阁，南北双露台，满五年，采光好
                  ","
                    
小区是商品房小区，小区建成年代为2003年，由杭州城建开发公司建成，共计290户，为多层住宅。适宜生活居住。
                  ","
                    此房满五不唯一，有契税和个税，首套契税1.5%，二套2%，个税都是1%
                  ",,,,,,,,,
1662,['得力新和人家'],萧山-萧山开发区,120.34057328733,30.191494505245,199,23448,提前预约随时可看,103116640380,11,2室1厅1厨1卫,高楼层 (共6层),84.87㎡,平层,75.41㎡,板楼,南,钢混结构,精装,一梯一户,无,,,,2021-08-15,商品房,2010-09-17,普通住宅,满五年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,190531868312,"
                    此房满五，税费少，带装修，房主诚心出售
                  ","
                    小区位于萧山新街镇钱江啤酒厂以东，长山以北，小区是2010年建成的纯商品房小区，总共16栋楼，全部为六层板楼，建筑结构为框架结构，小区绿化好，停车场位充足，有公园，篮球场、排球场等设施，生活配套设施齐全
                  ","
                    
自住精装修，干净整洁，保养得当 对于比较忙上班族，后期自己添置一些软装就好 可以节省很多时间
                  ",,,,,"
                    小区距离（在建）地铁7号线合欢路站2公里（来自百度地图），距离（在建）地铁5号线姑娘桥站1.6公里（来自百度地图），交通出行便利
                  ",,,,
1663,['中新御景湾'],萧山-萧山开发区,120.30786,30.169998,235,25973,提前预约随时可看,103117049190,14,2室2厅1厨1卫,中楼层 (共18层),90.48㎡,平层,69.43㎡,平房,南,钢混结构,简装,两梯三户,有,,,,2021-09-06,商品房,2016-07-11,普通住宅,满五年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,210907OO291459	,"
                    此房满五，毛坯可安自己喜欢的装修 ，楼层好，采光无遮挡


                  ","
                    小区地理位置好，杭州南站旁边，内部绿化美观，小区自带泳池，还有公共娱乐健身场所，小型篮球场。地面地下都设有停车位，停车方便。


                  ","
                    杭州市萧山区激光医院（未知）、杭州萧山华东医院（未知）、长庚医院、杭州萧山商诚医院 银行: 浙江萧山农村合作银行(下坂朱分理处)、萧山农村合作银行下畈朱分理处、萧山农村合..


                  ","
                    k746（萧绍路天马加油站） 725（新丰村-明怡花苑） 744（头蓬-金山停车场）下畈朱站下车售楼处 公交站点：临江佳苑 路线: 511（庆春广场东-临江开发区）， 754（四化区块-临江公交站） 757（世纪大道北-临江公交站


                  ",,,,,,,,
1664,['德圣博奥城'],萧山-萧山新城区,120.25130795724,30.20747542253,350,45675,有租户需预约,103117461855,1,2室1厅1厨1卫,中楼层 (共30层),76.63㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,,,,2021-10-02,商品房,2017-11-15,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,211017VF698560,,,,,,,,,,,,
1665,['众安景海湾'],萧山-萧山科技城,120.30933200421,30.278948561656,270,30242,提前预约随时可看,103116982396,0,3室2厅1厨1卫,中楼层 (共33层),89.28㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,,,,2021-09-03,商品房,2017-03-08,普通住宅,满两年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,210911JA745313,"
                    此房满五年 楼幢位置好 中高楼层 视野好 采光好
                  ","
                    建成年代：2012年12月31日物业类型： 普通住宅 , 别墅 建筑类型： 高层 , 板塔结合 产权年限： 70年 开发商： 杭州多瑙河置业有限公司
                  ","
                    税费解析：此房可以满五年过户但是不唯一 所以税费有个税1%契税1%
                  ",,,,"
                    中国水博园、宝盛水博园大酒店、晶星都市村、顺坝菜场、高教园生活区、社区便利店、社区活动、香港维多利亚幼儿园（小区内）、浙江旅游学院、体育学院、建设学院、同济学院、浙师大萧山分校
                  ",,,,,
1666,['中栋国际'],萧山-萧山新城区,120.242229,30.201759,129,21422,下班后可看,103108991711,3,1室1厅1厨1卫,中楼层 (共5层),60.22㎡,平层,43.86㎡,板楼,东,砖混结构,精装,一梯二十户,有,商水,未知,3.2元/m3,2020-05-06,商品房,2018-12-03,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,180508724274,"
                    此房配套完善，到达奥体博览城，湘湖旅游景区都很方便
                  ","
                    房子为商品房，该房屋有5.3%的差额增值税，1%个税和3%的契税，按照正常税费缴纳；
                  ",,"
                    房子是毛坯交付，房东一手买进2017年自己装修的，目前是精装自己住的，您可以直接拎包入住
                  ",,,"
                    此房距离休闲购物离宝龙生活广场1公里，离规划中70万方滨康城市综合体1.5公里，离滨江CBD购物广场5公里；
                  ",,,,,
1667,['新誉公寓'],萧山-临浦,120.256519,30.042674,99,17554,提前预约随时可看,103110549637,6,1室1厅1厨1卫,中楼层 (共6层),56.4㎡,平层,48.43㎡,板楼,南,砖混结构,精装,一梯两户,无,,,,2020-08-01,商品房,2018-09-28,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,180708602755,"
                    此房朝南一室一厅一厨一卫的，小区新，精装修
                  ","
                    萧山区临浦镇东麓池社区[1]辖区面积0.855平方公里东麓池位于临浦镇03省道以东，杭金衢高速公路连接线以南，浙赣铁路以西，人民路以北
                  ",,"
                    有418临浦老市场，691戴家桥 181湘湖239路; 424路区间; 691路; 735路; 735路曹坞线; 735路曹坞线临浦区间; 735路华锋线; 735路岭下沈线; 735路岭下沈线临浦区间; 735路平阳线; 735路平阳线临浦区间; 739路; 742路; 742路江西俞线; 752路; 875路; 1593路


                  ",,,,,,,,
1668,['林之语'],萧山-萧山科技城,120.302183,30.263673,207,28474,提前预约随时可看,103114320137,53,2室1厅1厨1卫,中楼层 (共18层),72.7㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,,,,2021-04-06,商品房,2019-06-19,普通住宅,满两年,非共有,"
                                有抵押 138万元
                              ",已上传房本照片,190414604897,"
                    精装修，诚心出售，南北朝向，采光好
                  ","
                    小区环境优美，有小高层，高层，排屋组成，户型多样，靠着钱塘江边，空气好，有浓厚的生活气息
                  ","
                    公交：328路、419路、720路等。 购物：钱盛商厦、杭州华联购物、百乐购物。 医疗：永磁社区卫生服务站、宁围镇二桥社区卫生站等。 自驾：南门旁边就是公交站台，奔竞大道直到奥体，出门就能上九堡大桥
                  ",,,,,,,,,
