,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,套内面积,房屋朝向,建筑结构,装修情况,别墅类型,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,适宜人群,周边配套,户型结构,建筑类型,梯户比例,配备电梯,小区介绍,税费解析,交通出行,售房详情,装修描述,权属抵押,用水类型,用电类型,房源核验统一编码,查询房管备案记录,燃气价格
1650,['远洋山水花园'],临安-临安,119.73246655082,30.246360459848,175,16459,下班后可看,103107228560,1,2室2厅1厨2卫,低楼层 (共14层),106.33㎡,暂无数据,南,钢混结构,精装,,2019-12-07,商品房,2017-09-11,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                      远洋山水 电梯房 小面积  小区停车方便  自住装修 拎包入住
                  ","
                    客厅朝南，位置正，厨房有开窗，客厅有个大阳台，种些花花草草阳光很充裕~~~很适合一家三口住，住着很有幸福感~~~
                  ","
                    本房人车分流，地理环境好，生活交通便利，电梯房，适合老少皆宜
                  ",,平层,塔楼,两梯两户,有,,"
                    个税1%，《契税首套房90方以下1%，90方以上1.5%。》。（二套房90方以上2%，以下1%）以此类推
                  ",,,,,,,,,
1651,['绿城玉兰花园'],临安-临安,119.741573,30.244269,340,20989,提前预约随时可看,103115517180,0,3室2厅1厨2卫,高楼层 (共26层),161.99㎡,暂无数据,南,钢混结构,简装,,2021-06-11,商品房,2015-06-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
此房为绿城建造，也是绿城物业，小区里有图书馆，游乐场，
                  ","
                    房子为东边套，有双阳台，户型方正，阳光充足，生活方便。三房二厅二卫一厨
                  ","
                    小区环境改善了很多，进出车辆都有车牌识别，不会存在老小区脏乱差的问题
                  ",,平层,板楼,两梯两户,有,"
                    ：
距离新天地综合体115米，里面有餐厅，游乐场，电影院，服装店，KTV 市，小区旁边就有 市，菜场，银行
                  ",,"
                    
门口就有公交车站，交通比较方便，小区配有自动识别车辆进入，此小区南北边的街是临安主要街道
                  ",,,,,,,,
1652,['西墅锦园'],临安-临安,119.70876002047,30.245531180118,185,18963,提前预约随时可看,103104289098,8,2室2厅1厨2卫,中楼层 (共9层),97.56㎡,暂无数据,南,砖混结构,简装,,2019-03-31,商品房,2018-06-03,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    
此房满两年精装修带车位和储藏室，配套成熟
                  ","
                    此房；房屋为近两年新房，户型方正视线开阔，客厅朝南，户型方正，楼层好，无遮挡采光好
                  ",,,平层,塔楼,两梯两户,有,"
                    此房；本土开发商开发，小区花园优美，安保设施完善，人文素养高，绿化好，得房率高 房主自荐(业主对房源的描述)
                  ",,,"
                    
随时看房，钥匙在手，房东随时可以签约，房东也是很诚心卖的。诚心价格可谈。
                  ",,,,,,,
1653,['颐和山庄'],临安-临安,119.79189543805,30.272815582676,167.5,20440,提前预约随时可看,103117332202,1,2室2厅1厨2卫,低楼层 (共11层),81.95㎡,暂无数据,南,钢混结构,简装,,2021-09-24,商品房,2017-07-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    

此房为别墅区的花园小洋房，1梯2户，空气清醒，环境舒适。
                  ",,"
                    
青城房地产和颐和房地产合作开发。 2.小区环境：绿化不错，自带休闲健身设施。 3.物业：杭州南都物业。 4.安保设施：小区岗亭均有安保员24小时站岗。
                  ",,平层,板楼,一梯四户,有,"
                    ：
1.开发商：青城房地产和颐和房地产合作开发。2.小区环境：小区绿化不错，自带休闲健身设施，草坪上每天会播放音乐。3.物业:杭州南都物业，物业管理员有责任心。4.安保设施：小区岗亭都有安保员24小时站岗，保障业主的安全。
                  ",,"
                    ：
出去500米就是科技大道 有多路公交车，去杭州去临安都很方便，有地铁站。
                  ",,,,,,,,
1654,['青山鹤岭'],临安-青山湖科技城,119.835971,30.25098,166,22415,提前预约随时可看,103117228220,9,2室2厅1厨1卫,高楼层 (共11层),74.06㎡,暂无数据,南,钢混结构,毛坯,,2021-09-17,商品房,2017-08-21,普通住宅,满两年,共有,"
                                有抵押 35万元
                              ",已上传房本照片,"
                    房子是中间套 采光好 楼幢楼层好 二房户型 小区环境好


                  ",,,"
                    小区出来向西800米左右有青山湖农贸市场，青山湖中医院，1200米左右是青山湖宝龙生活广场，周末放假可以去狮山公园和青山公园还有母上公园去游玩。

                  ",平层,板楼,两梯七户,有,"
                    
小区是临安的地上集团开发的，小区环境优美 ，有3000平方的会所，有双泳池，有瑜伽室，有台球室，  有图书馆 。有健身房和淘气包，还有室外的羽毛球场和篮球场
                  ",,"
                    

小区门口有共享单车，还有几路公交车，475路到老余杭，832路到临安东站，381路到六公园西湖边，科技城还有大巴可以直达萧山机场
                  ",,,,,,,,
1655,['成龙官山邸'],临安-临安,119.74599,30.230652,190,13103,提前预约随时可看,103114779060,3,3室2厅1厨2卫,中楼层 (共11层),145.01㎡,暂无数据,南,钢混结构,毛坯,,2021-04-30,商品房,2017-10-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
房东诚心出售，滨湖板块，小区环境优美，小区配套好 带车位
                  ",,,"
                    
小区在吴越文化公园里面，小区东门500米是高速入口，北面500米是青山湖风景区，西面500米是临安博物馆
                  ",平层,板楼,一梯三户,有,"
                    
环境幽雅，空气清新，视野开阔,户型正气,小区环境优美 有室内恒温游泳池 健身房 羽毛球馆 环境好 空气好 适合老人小孩居住
                  ",,"
                    
临安汽车东站就在小区旁边以及杭徽高速临安出口就在小区旁边300米左右，公交805，895，811，843，842，841都经过小区
                  ",,,,,,,,
1656,['锦城街道景杉路791号'],临安-临安,119.71639826613,30.227761496109,153,12068,提前预约随时可看,103114046265,16,4室2厅1厨2卫,低楼层 (共6层),126.79㎡,107.76㎡,南 北,钢混结构,简装,,2021-03-23,商品房,2000-01-31,普通住宅,满五年,非共有,"
                                有抵押 30万元 农行 业主自还
                              ",已上传房本照片,"
                    
此房满五唯一的，简单装修，双阳台，楼层好，视野开阔
                  ",,"
                    首付不高，总价便宜，配套齐全，楼下就有菜摊，离医院近，生活方便
                  ","
                    
距离万华广场综合体，里面有餐厅，游乐场，电影院，服装店，KTV，*市，小区旁边就有*市，菜场，银行
                  ",错层,板楼,一梯一户,暂无数据,,,"
                    
小区处于市区，车流量大，出行方便，出租车多，出门就有公交车站点
                  ",,"
                    户型方正，精巧设计，布局考究，巧妙实用，精心营造空间阔度，得房率高，楼层好
                  ",,,,,,
1657,['恒盛锦园'],临安-临安,119.71963565558,30.229483167229,187.8,13251,提前预约随时可看,103113632065,5,3室1厅1厨1卫,中楼层 (共7层),141.73㎡,暂无数据,南,未知结构,精装,,2021-03-03,商品房,2016-08-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    离地铁口近，位置好，万华广场边。房龄相对较新，户型通透，
                  ",,,"
                    地铁16号线人民广场站，万华广场，各个银行，中 心幼儿园，配套一应俱全
                  ",错层,暂无数据,一梯两户,暂无数据,"
                    小区位置好，在临安钱王街和兰锦路交汇口，就万华广场边上。小区不大就两栋楼，但闹中取静环境不错。东西有两个门
                  ",,"
                    小区门口100米有公交站，离其他公交站：万华广场，交通局，万乐园，公园家，大华路口等站点近。
                  ",,,,,,,,
1658,['公园家南区'],临安-临安,119.70947573501,30.223253523123,170,19273,有租户需预约,103116330203,0,3室2厅1厨1卫,低楼层 (共6层),88.21㎡,暂无数据,南,框架结构,简装,,2021-07-28,商品房,2019-03-13,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,"
                    小户型总价低，小区品质好，生活便利，交通方便。
                  ",,,"
                    医院：博爱医院、临安协合医院、临安市口腔医院， 银行：中国银行、杭州银行ATM(横潭路)、 餐饮：婆留家宴、丁哥黑鱼馆(临安店) 商场：万华广场、苕溪时代广场
                  ",平层,板楼,一梯两户,无,"
                    该小区是由地上集团开发的，小区环境优美，绿化好，楼间距开阔，小区里有个露天泳池，配套齐全，有适合老人.小孩活动的娱乐设施，本小区人车分流，物业成熟。
                  ",,"
                    出行方便，交通便利，小区门口有临安k3，临安k7，临安k8，距离人民广场轻轨口1000米左右
                  ",,,,,,,,
1659,['恒晟左邻右里'],临安-临安,119.705454,30.221589,162.5,15879,提前预约随时可看,103116490729,0,3室2厅1厨1卫,低楼层 (共6层),102.34㎡,91.26㎡,南,混合结构,精装,,2021-08-07,商品房,2013-04-26,普通住宅,满五年,非共有,"
                                有抵押 92万元 业主自还
                              ",已上传房本照片,"
                    小区配有幼儿园，环境舒适，边套户型方正，房子保养很好
                  ",,"
                    小区都是楼梯房，此房楼层适合老人带小孩不用爬太高的楼梯，年轻人出行也都挺方便的
                  ",,平层,板楼,一梯两户,无,"
                    小区自带幼儿园，菜市场，银行，小店，以及万华商场出行方便，小区内部停车方便
                  ",,"
                    小区门口就有公交车站：803路，816路，在家就可预约滴滴出门方便，
                  ",,,,,,,,
1660,['吴越人家南区'],临安-临安,119.72522634794,30.263594991688,212,12707,提前预约随时可看,103109438354,29,4室2厅1厨2卫,中楼层 (共12层),166.85㎡,暂无数据,东 东南 南,钢混结构,简装,,2020-05-29,商品房,2009-12-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
此房通透，户型方正，采光好，房东自住精装修
                  ",,"
                    
适合一家人居住，老人就近有公园，儿童有幼儿园，有散步的地方。。。。。
                  ","
                    
500米就有宝龙广场，门口楼下就是平山美食城，衣食住行很方便.
                  ",平层,板楼,一梯三户,有,"
                    小区里面绿化好，空气清新，环境优美，居住人群大部分是农林大学老师，人文素质高，邻里关系和谐
                  ",,"
                    
出门就有公交站和环保自行车站点，离16号农林大地铁站2500米，出行交通便捷
                  ",,"
                    
此房是有人居住，装修比较干净敞亮，带家具家电，可拎包入住。。。。。。。
                  ",,,,,,
1661,['沁雅苑'],临安-临安,119.71843825631,30.226414998024,235,16506,提前预约随时可看,103113601308,2,3室2厅1厨2卫,中楼层 (共6层),142.38㎡,暂无数据,南 北,砖混结构,精装,,2021-03-02,商品房,2009-06-18,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,"
                    此房满5年，繁华生活区，楼下有菜摊，生活方便
                  ","
                    此房南北通透，3室2厅1厨2卫，采光通风好，楼层位于3楼，适合老人小孩居住，生活方便
                  ","
                    适合老人居住，配套齐全，楼下就有菜摊，生活方便，离人民医院近
                  ","
                    繁华生活区，万华广场，锦溪河边，平时可以逛逛，楼下有菜摊，离人民广场站约1.5公里
                  ",平层,板楼,一梯两户,无,,,,,,,,,,,
1662,['吴越山庄'],临安-临安,119.752571,30.230003,172,13523,提前预约随时可看,103114921034,10,3室2厅1厨2卫,高楼层 (共7层),127.2㎡,暂无数据,南,框架结构,精装,,2021-05-09,商品房,2012-11-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
高速路口旁，环境优美 小区配套设施完善 交通便利，生活方便
                  ",,,,平层,板楼,两梯两户,有,"
                    该小区内配套设施齐全，小区绿化好，环境优美舒适，出行便利，人文素质高
                  ",,"
                    交通出行： 高速路口，走出小区门口就有598开往杭州直接上高速， 到达杭州西站 进城还有城市公交车


                  ",,,,,,,,
1663,['恒晟左邻右里'],临安-临安,119.705454,30.221589,175,14895,提前预约随时可看,103115071431,2,3室2厅1厨2卫,中楼层 (共7层),117.49㎡,106.33㎡,南,框架结构,精装,,2021-05-17,商品房,2016-11-24,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    视野开阔，采光充足，周配套齐全，交通出行方便
                  ",,,"
                    小区入住率比较高，小区门口小店，菜市场都有，日常生活购物方便。
                  ",平层,板楼,一梯两户,无,"
                    小区2006年建成，绿化较高，小区里安静舒适，适合老人孩子居住

                  ",,"
                    左邻右里南门站可以前往昌化，281米左右有锦南公寓公交站有，819路，3路，803路 距离人民广场
                  ",,,,,,,,
1664,['广场花园'],临安-临安,119.717311,30.234178,224.5,12898,提前预约随时可看,103115567329,14,4室2厅1厨3卫,低楼层 (共7层),174.07㎡,174.07㎡,南,框架结构,精装,,2021-06-14,商品房,2002-10-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    人民广场 配套齐全，拎包入住，交通方便
                  ","
                    户型方正，朝向朝南，南北通风，采光通透，有大阳台。房东诚心出售,楼层合适方便
                  ",,"
                    配套齐全，出门就是商场和肯德基，大门右转就是广场，直线500米就是大型购物广场
                  ",错层,板楼,一梯两户,无,,,"
                    交通便利，出大门就是公交站，K10路，K12路从这里经过，通向终点站东站 150米地铁口
                  ",,,,,,,,
1665,['恒锦苑'],临安-临安,119.71139430661,30.22625111518,170,12578,提前预约随时可看,103111783884,9,3室2厅1厨2卫,高楼层 (共5层),135.16㎡,暂无数据,南 北,砖混结构,精装,,2020-10-17,商品房,2007-09-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    万华广场边  大平层，精装修，满五年 有车库  房东诚心出售
                  ","
                    此房户型方正大三房，中楼层，采光好，南北通风，看房方便。。。。。。
                  ",,"
                    小区旁边就有银行，酒店，公交站，大型综合体万华广场，畅享一站式购物体验。
                  ",错层,板楼,一梯两户,无,,,"
                    小区出来有公交站，公交自行车，石镜街打的很方便，往北步行500米就是地铁临安广场站。
                  ",,,,,,,,
1666,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,220,24592,提前预约随时可看,103105773322,11,2室1厅1厨1卫,高楼层 (共32层),89.46㎡,71.66㎡,南,钢混结构,简装,,2019-08-19,商品房,2018-06-19,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                     房子中装修的 楼层视野好  两开间朝南  户型方正
                  ",,,"
                    
周.边商.业： 坐拥未来地..——150万方城市综合体，繁华都市中.心。星汇城总建筑面积约150万方，规划有城西168米高的国际酒店(德国第.一酒店品牌玛丽蒂姆)、精英写字楼、5万方的一站式hoigmll、白金级专属会所，和包含排屋、高.端景观
                  ",平层,板楼,两梯四户,有,"
                    
越秀星汇城项目位于杭州城西科创大走廊的青山湖科技城板块，青山湖科技城是省级建设项目，星汇城致力于打造成青山湖科技城HOPSCA综合体。星汇城项目总占地面积为1050亩，总建筑面积约为150万方。项目整体分为二期开发，首期为综合体项目，包含30万方商
                  ",,"
                    
小区位置位于大园路和科技大道交汇处，往东沿科技大道直行到杭州。到临安南门口有K37路，K38路，K39路。出行方便
                  ",,,,,,,,
1667,['青山鹤岭'],临安-青山湖科技城,119.835971,30.25098,163,23393,提前预约随时可看,103111332546,51,2室2厅1厨1卫,高楼层 (共11层),69.68㎡,暂无数据,南,钢混结构,精装,,2020-09-17,商品房,2017-08-06,普通住宅,满两年,共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片,"
                    
满两年、采光好、有装修 业主诚心出售、看房提前预约、
                  ",,,"
                    世纪联华*市、百货商场、青山菜场、银行 2.青山科技大道、杭瑞高速和02省道可到临安、余杭、杭州。
                  ",平层,板楼,两梯六户,有,"
                    
地上集团开发。小区自带、景观泳池、室外球场、小区会所、儿童活动、乒乓球室、台球室、健身房、瑜伽房、休闲书吧
                  ",,"
                    
距离轻轨站1200米（百度地图）2、门口公交方便475直达老余杭；3、开车至老余杭15公里（百度地图）

房主自荐(业主对房源的描述)
                  ",,,,,,,,
1668,['绿城玉兰花园'],临安-临安,119.741573,30.244269,323,22434,提前预约随时可看,103111096600,1,4室2厅1厨2卫,低楼层 (共27层),143.98㎡,暂无数据,南,钢混结构,精装,,2020-09-03,商品房,2015-09-14,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    楼层好，采光好，户型好，交通便利，新小区

                  ","
                    三房二厅两卫带一阳台，户型方正，南北通风，前后楼间距开阔，楼层好视野开阔
                  ",,"
                    玉兰花园位于临安去环北路，小区旁边有43公里环湖绿道，小区有新天地（在建设当中），离区政府也只有1000米左右。
                  ",平层,板楼,两梯四户,有,,"
                    此房屋满2年，首套房契税总房价的1%，二套房契税总房价的2%，个税总房价的1%

                  ","
                    小区位于滨湖新区板块，青山湖旁边，距离地铁口也近，距离临安汽车东站800米左右，交通便利
                  ",,,,,,,,
1669,['忆江南'],临安-临安,119.710649,30.229883,191,15191,提前预约随时可看,103114233390,22,3室2厅1厨2卫,中楼层 (共7层),125.74㎡,暂无数据,南,钢混结构,精装,,2021-04-01,商品房,2008-07-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子满五唯一，楼层好，视野开阔，户型好三开间朝南，采光充足
                  ","
                    房子总高7层本户型在中高楼层，采光很好 ，三开间朝南，客厅跟厨房很大 
                  ",,"
                    万华广场20米 ，北面人民广场，到人民广场站500米，晨曦东校区500米
                  ",错层,板楼,一梯两户,无,,,,,"
                    房子精装修家居都是2020年新买的，房子看起来清爽，房东自住平时打扫的很干净
                  ",,,,,,
1670,['恒晟逸家'],临安-临安,119.718903,30.237881,150,16794,有租户需预约,103113200118,59,2室2厅1厨1卫,高楼层 (共13层),89.32㎡,暂无数据,南,钢混结构,精装,,2021-01-26,商品房,2017-09-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此小区离人民广场300米，离地铁口500米，小区边上配套成熟。
                  ","
                    房子自住清爽装修，简单大方，客厅带落地窗，家电家具配套齐全，三开间朝南。
                  ",,"
                    1公里商圈内有人民医院，购物广场，天屹路吃货一条街，，人民广场，地铁口，公交车，银行等等
                  ",平层,塔楼,两梯三户,有,,,,,,,,,,,
1671,['锦尚唐宁郡'],临安-临安,119.751277,30.233381,218,18210,提前预约随时可看,103117011219,0,3室2厅1厨2卫,低楼层 (共16层),119.72㎡,暂无数据,南,钢混结构,精装,,2021-09-04,商品房,2016-11-15,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,"
                    滨湖板块 自住装修 东边套 楼层好 视野开阔
                  ",,,"
                    小区一公里内有50万方的滨湖新天地在建，1.5公里左右有临安中医院，钱王财富商厦，锦城新天地购物广场，还有望湖公园和青山湖环湖绿道
                  ",平层,板塔结合,十梯三户,有,"
                    本小区位于临安钱王大街东段与吴山街交汇处，面积8万多方，有2幢小高层，10幢高层，9幢联庭墅院，整个小区依循起伏地势缓缓向上，呈现错落有致的坡地建筑群形态，绿城物业管理有限公司
                  ",,"
                    交通方便 小区门口有598路公交车直达杭州汽车西站，距离临安高速收费站300米左右，距离临安汽车东站500米左右
                  ",,,,,,,,
1672,['樱花府第'],临安-临安,119.71708530912,30.225421762506,205,15985,提前预约随时可看,103114546324,8,3室2厅1厨2卫,低楼层 (共6层),128.25㎡,115.24㎡,南,钢混结构,精装,,2021-04-17,商品房,2016-06-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满2年，户型方正，房东自住精装修 配套齐全
                  ",,,"
                    小区是万马集团开发 有上海银行，万华广场，幼儿园 人民广场，小区配套齐全
                  ",平层,塔楼,一梯两户,无,"
                    小区位于万马路，距离人民广场800米，小区配套会所，健身，戏水池
                  ",,"
                    小区门口有20米有多路公交站牌，距离人民广场800米左右，距离万华广场500米，距离汽车东站2500米
                  ",,,,,,,,
1673,['筑境花园'],临安-临安,119.73700494332,30.254474484172,196,14430,提前预约随时可看,103109739893,15,3室2厅1厨2卫,高楼层 (共7层),135.83㎡,暂无数据,南 北,钢混结构,精装,,2020-06-15,商品房,2006-08-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    筑境花园16号地铁口，宝龙广场边，房子南北通透，采光好，，.
                  ","
                    房子为3室2厅2卫，南北朝向，前后阳台，宽阔的大客厅，抬高卧室房间。
                  ",,,错层,板楼,两梯两户,有,"
                    临安环城北路以南浙江农林大学南大门，产权70年，生态环境好，绿化高，2005年建成。
                  ",,"
                    小区门口有多路公交站牌，宝龙广场一路之隔，农林大地铁站口300米。
                  ",,,,,,,,
1674,['成龙官山邸'],临安-临安,119.74599,30.230652,234,12712,提前预约随时可看,103111857044,8,4室2厅1厨2卫,中楼层 (共11层),184.08㎡,暂无数据,南,钢混结构,毛坯,,2020-10-21,商品房,2019-10-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    
环境幽雅，空气清新，视野开阔,户型正气,小区环境优美
                  ",,,"
                    
1公里左右有临安中医院，家人头痛脑热看病方便，锦城一中，城东幼小教育小孩上学读书方便，临安汽车东站，家人出行方便（来源于百度地图）
                  ",平层,板楼,一梯三户,有,,,"
                    临安汽车东站就在小区旁边以及杭徽高速临安出口就在小区旁边300米左右，公交805，895，811，843，842，841都经过小区
                  ",,,,,,,,
1675,['樱花府第西园'],临安-临安,119.714893,30.224736,295,22408,提前预约随时可看,103117260875,1,4室2厅1厨2卫,高楼层 (共11层),131.65㎡,暂无数据,南 北,钢混结构,毛坯,,2021-09-19,商品房,2019-09-10,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    
地铁人民广场站，次新小区，电梯房，楼层好
                  ",,,"
                    小区人车分流，有访客车位，小区位置距离地铁口1公里左右(来自百度地图），小区边有万华广场和在建的宝龙广场，生活出行便捷。
                  ",平层,板塔结合,两梯两户,有,"
                    小区是2019年交付的，开发商万马地产，整个小区分为东区和西区，东区是小盖层和多层住宅，西园是高层和小盖层组成，物业公司万马物业
                  ",,,,,,,,,,
1676,['九豪庄园'],临安-临安,119.71008368486,30.221671294289,220,15416,提前预约随时可看,103116795769,0,3室1厅1厨2卫,低楼层 (共11层),142.71㎡,暂无数据,南,框架结构,精装,,2021-08-24,商品房,2014-09-03,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    子精装修电梯房，楼层好，适合大家庭，可以直接拎包入住
                  ",,,"
                    万华广场，临安商城(钱王街)，沃尔玛(临安店)，江南商城，锦南街道卦畈村农贸批发市场，沃尔玛(万华广场店)，临安锦天农贸市场，义乌小商品
                  ",平层,板楼,两梯两户,有,,,"
                    门口就是吴越街，临安三条主干道之一，离公交站近，坐车方便，出入方便
                  ","
                    业主自己居住，想置换小点房子，业主爱干净，房子新装修保养清爽，三证齐全，按揭款随时可以还，看中能马上签约
                  ",,,,,,,
1677,['天阳购物广场'],临安-临安,119.728141,30.236253,85,17472,下班后可看,103117049484,0,1室1厅1厨1卫,高楼层 (共12层),48.65㎡,暂无数据,南,钢混结构,精装,,2021-09-06,商品房,2017-10-26,普通住宅,满两年,非共有,"
                                有抵押 10万元 中国银行 业主自还
                              ",已上传房本照片,"
                    单身公寓式的住宅！电梯房楼层好，配套齐全，满二无大税。
                  ",,"
                    首付不高总价低，适宜刚需群体，精装修可以拎包入住；
电梯房，楼层好，也适合您养老；
临安城中区，位置好，家门口上班多方便。
                  ","
                    大菜场，中国银行，建设银行，世纪联华，楼下吃喝住行都有，一街之隔有新开的钱王财富广场，还有大型停车场，停车无压力。


                  ",平层,板楼,两梯十七户,有,,,,,"
                    业主自住精装修，实木地板，全套家具家电，完全拎包入住无压力。
                  ",,,,,,
1678,['葡萄园小区'],临安-临安,119.73876770702,30.239547239655,125,14090,有租户需预约,103113065433,13,2室2厅1厨1卫,高楼层 (共7层),88.72㎡,暂无数据,南,混合结构,简装,,2021-01-15,商品房,1999-10-15,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,"
                    此房地段位置好位于临安繁华地段，配套完善，房东诚心出售
                  ",,"
                    
本房房东简单装修，小区内比较安静舒适。适合在杭州或者旁边工作的年轻人
                  ","
                    青山湖环湖跑道，望湖公园，博物馆，临安汽车东站，高速出入口，香格里拉大酒店，银行等
                  ",平层,板楼,一梯两户,无,,,"
                    交通便利，公交站点多 ，离临安东站较近 地铁口也比较近，到杭州坐车方便
                  ",,,,,,,,
1679,['碧桂园玖晟府'],临安-临安,119.70332,30.203731,245,19600,提前预约随时可看,103115931471,1,4室2厅1厨2卫,高楼层 (共18层),125㎡,暂无数据,南,钢混结构,毛坯,,2021-07-04,商品房,2019-09-14,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房户型方正，采光好，业主诚心出售新交付小区，小区内环境好
                  ",,"
                    
小区适合各种人群，环境不错适合老人养老小区接种的就是幼儿园，小区距离地铁站也较近适合年轻人居住
                  ","
                    1500米左右就是地铁16号线 2.800米左右就是宝广场 3.小区1公里就有骨伤科医院和人民医院 4.小区1公里以内有两小一中
                  ",平层,塔楼,两梯六户,有,,,,,,,,,,,
1680,['恒晟逸家'],临安-临安,119.718903,30.237881,150,16794,有租户需预约,103113200118,59,2室2厅1厨1卫,高楼层 (共13层),89.32㎡,暂无数据,南,钢混结构,精装,,2021-01-26,商品房,2017-09-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此小区离人民广场300米，离地铁口500米，小区边上配套成熟。
                  ","
                    房子自住清爽装修，简单大方，客厅带落地窗，家电家具配套齐全，三开间朝南。
                  ",,"
                    1公里商圈内有人民医院，购物广场，天屹路吃货一条街，，人民广场，地铁口，公交车，银行等等
                  ",平层,塔楼,两梯三户,有,,,,,,,,,,,
1681,['天阳购物广场'],临安-临安,119.728141,30.236253,85,17472,下班后可看,103117049484,0,1室1厅1厨1卫,高楼层 (共12层),48.65㎡,暂无数据,南,钢混结构,精装,,2021-09-06,商品房,2017-10-26,普通住宅,满两年,非共有,"
                                有抵押 10万元 中国银行 业主自还
                              ",已上传房本照片,"
                    单身公寓式的住宅！电梯房楼层好，配套齐全，满二无大税。
                  ",,"
                    首付不高总价低，适宜刚需群体，精装修可以拎包入住；
电梯房，楼层好，也适合您养老；
临安城中区，位置好，家门口上班多方便。
                  ","
                    大菜场，中国银行，建设银行，世纪联华，楼下吃喝住行都有，一街之隔有新开的钱王财富广场，还有大型停车场，停车无压力。


                  ",平层,板楼,两梯十七户,有,,,,,"
                    业主自住精装修，实木地板，全套家具家电，完全拎包入住无压力。
                  ",,,,,,
1682,['忆江南'],临安-临安,119.710649,30.229883,220,12615,提前预约随时可看,103109521076,7,4室2厅1厨2卫,高楼层 (共7层),174.4㎡,暂无数据,南,钢混结构,精装,,2020-06-03,商品房,2015-03-17,普通住宅,满五年,共有,"
                                有抵押 50万元 浦发
                              ",已上传房本照片,"
                    四室两厅两卫南北两阳台 ，采光充足，视野宽阔，交通便利
                  ",,,"
                    
小区在临安市中，南边是万华生活广场，餐饮娱乐一体化的大型综合体，公交车站牌小区南门，北门都有，轻轨就在家门口。
                  ",错层,塔楼,一梯两户,无,"
                    
忆江南家园采用传统粉墙黛瓦的江南水乡建筑风格，园林以名木树为骨架，缓坡，小桥，流水，闲石，四季花木为主。
                  ",,"
                    
小区大门口就是公交站 K598 ，小区北门出去300米就是人民广场。
                  ",,,,,,,,
1683,['广场花园'],临安-临安,119.717311,30.234178,175,12388,提前预约随时可看,103116400659,11,3室2厅1厨2卫,中楼层 (共6层),141.27㎡,暂无数据,南,框架结构,简装,,2021-08-01,商品房,2002-05-16,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,"
                    此房源户型方正、业主诚心出售。广场边，地铁口，中间楼层。
                  ",,,"
                    小区出门是城中街，底商林立，生活配套成熟。500米内有大型商场、菜场、美食街。
                  ",错层,板楼,一梯两户,无,"
                    广场花园小区位于临安市区，城中街北面，距广场地铁口300米。小区环境优美，绿化好。
                  ",,"
                    小区出门就有公交站牌、自行车租赁点。距人民广场地铁口300米。
                  ",,,,,,,,
