,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,售房详情,适宜人群,装修描述,用水类型,用电类型,燃气价格,交通出行,税费解析,别墅类型,权属抵押
1575,['三里新城桂苑'],上城-三里亭,120.1987,30.296152,240,40047,提前预约随时可看,103117387422,1,2室1厅1厨1卫,高楼层 (共6层),59.93㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,2021-09-27,商品房,2017-10-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,170809856118,,,,,,,,,,,,,,,
1576,['彩霞岭'],上城-鼓楼,120.179928,30.238185,139,35669,提前预约随时可看,103113050867,120,1室1厅1厨1卫,高楼层 (共6层),38.97㎡,平层,35.74㎡,板楼,东,砖混结构,简装,一梯六户,无,2021-01-14,已购公房,2001-12-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210115UY732559,"
                    房子总价低，适合总价预算比较少的客户，配套设施齐全，离景区近
                  ","
                    适合首付不高的小两口，和考虑配套设施的老人养老，总预算低的客户
                  ",,,,,"
                    贷款抵押：无抵押，不需要解抵押就可以交易
售房原因：考虑变现
                  ",,,,,,,,"
                    
交通便利150米左右处就是建兰公交站（30路.62路.92路.116路.151路） ；250米左右处就是通江桥公交站（8路.13路.66路.208路.230路）





                  "
1577,['郡枫绿园西区'],上城-丁桥,120.223884,30.347951,215,34346,提前预约随时可看,103112672494,9,2室1厅1厨1卫,中楼层 (共17层),62.6㎡,平层,暂无数据,板塔结合,南,混合结构,精装,一梯四户,有,2020-12-17,商品房,2018-09-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,191005228099,"
                    楼层好，格局通透，地铁3号在建，边套诚心出售
                  ","
                    规划约30万方综合体，新城国际广场，建成为集商场、娱乐、休闲、办公和酒店为一体，满足日常生活所需；华丰规划近百万方综合体包括华丰汇、尚品谷和泰地北上新城。
                  ",,"
                    
快速公交3号线同协路站点，华丰公交总站，同协路、石大快速路和秋石高架。 公交：同协路上应家塘(85路, 99路, 135路, 218路, 867路)下车向北步行200米
                  ",,,,,,,,,,,
1578,['宋都阳光国际'],上城-九堡,120.280525,30.301277,390,44746,有租户需预约,103111855683,9,2室2厅1厨1卫,高楼层 (共24层),87.16㎡,平层,65.58㎡,塔楼,东 南 北,钢混结构,简装,两梯四户,有,2020-10-21,商品房,2015-05-29,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,201009TB587895,"
                    宋都阳光国际花园 钱江新城2.0板块 亚运村对岸可看江景品质小区
                  ","
                    宋都阳光国际整体设计融入人文环境和自然生态，通过完善的配套、便捷的交通、积*乐观的的生活理念打造一个集亲水性、园林化、生态式、标志性为一身的沿江高品质生活高尚住宅区。
                  ","
                    麦德龙、世纪联华、金海购物城，中国银行、建设银行、农业银行、工商银行、招商银行、中信银行、广发银行等 公园：九堡公园 医院：江干人民医院，邵逸夫下沙医院
                  ","
                    快速公交B1线、普通公交线路有K525、K566、K320、K401、K223、K210，通往武林广场、城站、东站、马市街、下沙高教区等各个方向。
                  ",,,,,,,,,,,
1579,['新城红郡'],上城-丁桥,120.235193,30.377259,260,28042,提前预约随时可看,103108629803,90,3室1厅1厨2卫,高楼层 (共23层),92.72㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2020-04-17,商品房,2019-07-24,普通住宅,满两年,非共有,"
                                有抵押 250万元 业主自还
                              ",已上传房本照片,190110186418,"
                    
楼层好 视野开阔 采光充足，可拎包入住，可做一层阁楼
                  ","
                    
小区是新城房地产开发商，小区内人车分流，物业管理严格，小区里有排屋，楼幢分布合理。
                  ","
                    百全平价*市(长睦路)，上海如家购物（595米）杭州联合银行24小时自助服务银行，千桃园，皋亭山风景旅游区，杭州中医院丁桥分院，杭钢医院
                  ","
                    
535路：三义站371路：长睦村站386路：长睦村站330路：，并会在天都路上设置一个站点；临丁路、同协路、石大快速路、留石快速路、秋石高架等。
                  ",,,,,,,,,,,
1580,['宋都阳光国际'],上城-九堡,120.280525,30.301277,330,37767,提前预约随时可看,103113624079,10,2室2厅1厨1卫,中楼层 (共24层),87.38㎡,平层,65.75㎡,塔楼,南,钢混结构,简装,两梯四户,有,2021-03-03,商品房,2012-08-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210309PA412038,"
                    满5唯1，中间楼层，房东急卖！！！
                  ","
                    宋都阳光国际整体设计融入人文环境和自然生态，通过完善的配套、便捷的交通、前的生活理念打造一个集亲水性、园林化、生态式、标志性为一身的滨江高品质生活高尚住宅区。
                  ","
                    万象城购物广场、金海城购物广场、世纪联华、建设银行兴安支行、中国农业银行兴安支行、浙商银行、中信银行、邵逸夫医院、江干区人民医院九堡分院。
                  ","
                    公交出行比较方便，公交路线有357、358、122、393、140等，小区沿之江路，距离九堡客运站大约1.5公里。
                  ",,,,,,,,,,,
1581,['闸弄口新苑'],上城-闸弄口,120.203726,30.284668,230,34120,下班后可看,103110507391,14,2室1厅1厨1卫,高楼层 (共6层),67.41㎡,平层,61.21㎡,板楼,南 北,砖混结构,简装,一梯三户,无,2020-07-30,已购公房,2014-02-12,普通住宅,满五年,非共有,"
                                有抵押 80万元 杭州银行官巷口支行 客户偿还
                              ",已上传房本照片,200727WP706673,"
                    房子是西边套，全明户型，通风性好，南北朝向
                  ","
                    小区位于闸弄口东面，运河南面，吃完饭可以公园边上散步，交通很方便
                  ","
                    闸弄口地铁站一号线，闸弄口公交站都在旁边，交通方便，水上巴士濮家站
                  ",,,,,,,,,,,,
1582,['采荷小区红菱邨'],上城-采荷,120.20573706402,30.262499555766,420,62650,提前预约随时可看,103115008777,10,3室1厅1厨1卫,中楼层 (共6层),67.04㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯三户,无,2021-05-13,已购公房,2006-08-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210514SC709454,"
                    此房满五，西边套，南北通透房间大，户型好
                  ","
                    该小区为1988年建成的住宅，内有保安24小时巡逻执勤，菜场第配套设施成熟完善，生活交通十分便利。小区出门100米即是红菱小区公交站，省青春医院公交站 庆春广场地铁口
                  ","
                    农业银行、工商银行、交通银行、中信银行营业网点距离500米内（数据来自百度地图），浙一医院、浙二医院、邵逸夫医院、省青春医院、红会医院2000米内（数据来自百度地图），世纪联华，万象城，庆春银泰距离500米内（数据来自百度地图）。
                  ","
                    地铁口：2号线庆春广场站，公交车：18路，31路，32路，45路，59路，60路，34路，80路，1604路等等多路公交车通过，交通四通八达，出行便利。
                  ",,,,,,,,,,,
1583,['严衙弄'],上城-清泰,120.184184,30.253637,238,38839,提前预约随时可看,103115630285,54,2室1厅1厨1卫,高楼层 (共6层),61.28㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,无,2021-06-18,已购公房,2017-06-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190523928080,"
                    此房需追溯满五，精装修，南北通透格局，楼层好，视野宽阔
                  ","
                    1993年建成，小区安静环境好。南北通透，通风好。中间楼层，无遮挡采光好，一层三户。
                  ",,"
                    楼下就是公交站，1.5公里范围内，有地铁5号线万安桥站、城站，地铁1号线定安路、城站，交通便利，出行方便。
                  ","
                    医院：距离浙一医院749米，浙二医院390米
购物：世纪联华庆春路总店和马市街分店，毛廊巷菜场。佑圣观路菜叶一条街
美食：新白鹿，知味观等，近汇合城。
                  ",,,,,,,,,,
1584,['皇诰巷'],上城-清泰,120.179643,30.261272,225,44075,提前预约随时可看,103112224160,11,1室1厅1厨1卫,中楼层 (共6层),51.05㎡,平层,45.9㎡,板塔结合,南,混合结构,精装,一梯两户,无,2020-11-15,已购公房,2013-06-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201115UY828737,"
                    近西湖，精装修，中间楼层，全明边套，生活便利，可拎包人住。
                  ","
                    这套房子是标准的一室一厅，格局没有改动过，主卧朝南，阳光全天都有，厨卫朝北都很大， 房子里面很通风，一梯两户，自住精装修。
                  ",,"
                    小区北面就是庆春路，庆春路皮市巷口公交站，浙一医院公交站，菜市桥公交站，18路;30路;31路;31路工作日;31路区间;3;208路;212路;401路;517路;591路;1001路。 马市街公交站点，30路;62路;288路;401路 等多路公交经过等多路公交经过，交通便利！
                  ","
                    这套房子买进满五年，没有综合税，契税是1%，个税是1%，除此之外无其他税费。
                  ",,,,,,,,"
                    房子1000米之内有浙一医院，浙二医院，妇保，世纪联华，浙一医院公交车站，地铁1号线2号线。
                  ",,
1585,['濮家新村'],上城-闸弄口,120.204937,30.289282,243,42640,提前预约随时可看,103115790084,16,2室1厅1厨1卫,高楼层 (共7层),56.99㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2021-06-27,已购公房,2012-04-27,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,210627ZW943633,"
                    一梯两户，自住精装修，无小孩读书。
                  ","
                    
小区体量大环境好，运河公园，配套成熟，大型商场衣之家，903医院，华润万家，一号线跟四号线都才几百米的距离，适合刚需客户居住
                  ","
                    小区离闸弄口地铁站300米，交通出行便捷。地铁站边上有衣之家城市广场，有中国银行濮家支行，吃喝玩乐都有，负一楼是盒马。903解放军医院离小区500米。还有文晖水果市场和农贸市场。
                  ",,,,,,,,,,,,
1586,['四条巷'],上城-清波,120.167554,30.244881,350,63429,提前预约随时可看,103112811295,17,2室1厅1厨1卫,中楼层 (共6层),55.18㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯两户,无,2020-12-27,商品房,2014-12-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201227OV935070,"
                    西湖边两房朝南 通风很好 地铁口交通方便 柳浪闻莺旁
                  ","
                    小区配套齐全，【小区介绍】：杭州主城区近吴山广场西湖，环境优美，配套齐全，交通便利，治安良好， 【商圈】：湖滨银泰，西湖银泰，利星广场，宋都御街，家乐福，解百新世纪，新元华等 【生活配套】：餐饮、银行、菜场、酒店 .中医院、市一市二
                  ","
                    
西湖银泰城，世纪华联。美食：清河坊历史文化美食街。医疗：上城区中医院，清波社区卫生服务站，九洲大药房等。银行：浙江银行、杭州银行、农业银行、建设银行。景点：西湖、柳浪闻莺、吴山、南宋御街、凤凰寺、清河坊历史文化街。
                  ","
                    小区范围多个站点，多条线路直达，公交25路、187路、31路，38路，40路，105路，108路通过，在建地铁七号线吴山广场站，出行比较方便
                  ",,,,,,,,,,,
1587,['滨江凯旋门'],上城-采荷,120.198171,30.261368,828,93974,提前预约随时可看,103110633934,26,2室2厅1厨1卫,低楼层 (共16层),88.11㎡,平层,70.57㎡,板楼,南,钢混结构,精装,两梯四户,有,2020-08-06,商品房,2015-04-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200807BP023587,"
                    户型正气，楼层好，视野阔，采光充足，配套成熟，交通便利
                  ","
                    房龄很新，楼间距大，物业为滨江物业公司，中间为花园和游泳池，还有地下泳池双泳池设计，人车分离安全舒适。
                  ","
                    滨江凯旋门地处庆春路金融商圈辐射区，坐拥庆春商圈、武林商圈与钱江商圈三大生活区域，氛围浓厚。有庆春银泰、中都百货、天虹百货、沃尔玛、东方家私、欧亚达等大型综合体及商务配套。有浙一医院、邵逸夫医院、浙江省青春医院等
                  ",,,,,,,,,,,,
1588,['梅花碑'],上城-城站,120.180436,30.248301,239,45874,提前预约随时可看,103115813812,2,2室1厅1厨1卫,高楼层 (共7层),52.1㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯三户,无,2021-06-28,已购公房,1999-06-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210820NF392715,,,,,,,,,,,,,,,
1589,['钱塘名都'],上城-近江,120.207292,30.243724,550,62729,提前预约随时可看,103116595765,0,2室2厅1厨1卫,中楼层 (共20层),87.68㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯三户,有,2021-08-13,商品房,2019-10-13,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,210813VZ421261,,,,,,,,,,,,,,,
1590,['凤凰南苑'],上城-南星,120.184043,30.224651,280,66635,有租户需预约,103115656672,3,1室1厅1厨1卫,高楼层 (共7层),42.02㎡,暂无数据,36.01㎡,板楼,东南,砖混结构,简装,一梯两户,无,2021-06-19,已购公房,2013-06-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210620EZ175919,"
                    房子满五年，格局好，采光日照不受影响
                  ","
                    隶属凤凰社区，凤凰社区里有凤凰南苑，凤凰北苑，秋涛南苑，木材新村，秋涛路168号，178号。这套房是在凤凰南苑高层2005年年份。
                  ","
                    此房所在位置繁华，配套齐全，小区门500米就有星巴克、黄饭儿酒店、建设银行、张生记等。1公里处有大型物美，万泰城吃饭娱乐广场。配套齐全，金色海岸、阳光海岸、蓝色钱江、新绿园、春江花月、西太和广场


                  ","
                    
出小区300米既是钱江路与飞云江路公交站，公交有113、176、901、B支5路均从此站经过，交通便利
                  ",,,,,,,,,,,
1591,['景芳新五区'],上城-景芳,120.218737,30.274274,248,38219,提前预约随时可看,103115385740,4,2室1厅1厨1卫,低楼层 (共7层),64.89㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,2021-06-04,商品房,2001-09-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210609XF892716,"
                    景芳地铁口，满五唯一，小区中间位置
                  ","
                    距离4号线地铁景芳站大概600米，北门出去有水湘菜场，海鲜肉食蔬菜都有。小区内部有小商店，快递代收。东南西北四个门，都有公交车站。小区内部有景湖公园，西门出去有景芳公园，可以打篮球和乒乓球
                  ","
                    低楼层，家里有老人、孕妇、小孩都很适合，楼下还有一层不会潮湿的，小区楼间距也很合理，不会影响采光。
                  ","
                    小区距离地铁4号线景芳站800米，新塘站1.2千米，小区门口设有公交站台（西门）47路 66路 81路 105路106路1600路，(北门)19路31路35路50路81路108路126路200路299路1600路1605路，（东门）1605路,（南门)56路66路81路99路105路106路1600路1603路
                  ","
                    此房位于配套成熟的景芳板块 ，世纪联华，  天虹购物广场， 庆春银泰，以及邵逸夫医院 等配套设施都在2公里范围内; 此外500米以内有一个大型水湘苑农贸市场 ,满足居民的日常生活所需。距离地铁4号线景芳站650米，新塘站1.2千米..
                  ",,"
                    房子是一南一北，两个卧室还是比较大的，厨房跟卫生间是朝北的，
                  ",,,,,,,,
1592,['福利新村'],上城-城站,120.179434,30.250747,295,42829,提前预约随时可看,103110798922,14,2室1厅0厨1卫,中楼层 (共7层),68.88㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2020-08-16,商品房,2005-12-05,普通住宅,满五年,共有,"
                                有抵押 有抵押，公积金，50万
                              ",已上传房本照片,190926709441,"
                    房子有个税，满两年，名下不止一套房，看房方便.
                  ","
                    福利新村属于梅花碑社区，大致房龄是1994年，城建部门建造的住宅，多为一梯四户普通70年产权住宅，居住的基本上是老杭州的居民。
                  ","
                    配套： 此房所在位置繁华，配套齐全，小区门口就有工商银行，小区楼下有世纪联华大*市，居家生活便利，离城站地铁站743米。
                  ","
                    
小区旁有市三医院公交站，7路;30路;40路;108路;187路;188路;270路;1002路;游2b线/y2b线;游2线/y2线等
                  ",,,,,,,,,,,
1593,['佑圣观路38号'],上城-城站,120.181437,30.245711,198,49649,提前预约随时可看,103114207757,14,1室1厅1厨1卫,高楼层 (共7层),39.88㎡,跃层,36.31㎡,板楼,西,砖混结构,精装,一梯两户,无,2021-03-31,商品房,2015-10-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190102759081,"
                    房子满五年 精致装修 楼上楼下 拎包入住  
                  ","
                    佑圣观路小区是沿路分布的住宅，房龄基本是1987年前后的，是城建部门建造的一梯两户或一梯四户的住宅，商品房，可以正常交易。
                  ","
                    一梯两户，东西通风，进门就是客厅左手边是卫生间河厨房，厨房里有梯子可以上去二楼；右手边是卧室，卧室阳台包进，采光良好，视线比较好。
                  ",,"
                    房子满五年，产证上已经显示（结合登记时间点），正常缴纳二手房交易过程产生的其他税费。
                  ",,,,,,,,"
                    房子距离望江停车场站公交站约300米（数据来源于百度地图），距离5号线江城路站约400米（数据来源于百度地图）。
                  ",,
1594,['信余里'],上城-城站,120.180338,30.247179,178,42635,提前预约随时可看,103114279947,32,2室1厅1厨1卫,高楼层 (共4层),41.75㎡,平层,37.04㎡,板楼,南 北,砖混结构,简装,一梯两户,无,2021-04-04,已购公房,2010-12-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210408NH109552,"
                    信余里 中间位置 采光无遮挡 小两房
                  ","
                    房子进门对客厅，厨房卫生点朝北，中间是客厅，中间做了一个小房间，阳台打出去了，做了两房
                  ",,"
                    公交车站：望江站：30路;62路;92路;116路;151路;188路;190路;222路;251路;295路;801路 胡雪岩故居站：60路;71路;113路;127路;216路;315路;327路;334路;352路；801路；出入便利
                  ","
                    距离中国工商银行（河坊街店）463米，距离断河头农贸市场50米，望江路农贸市场591米，距离世纪联华（江城路店）676米，世纪联华*市旁边有杭州银行，中国银行，农业银行。距离杭州市第三人民医院1000米
                  ",,,,,,,,,,
1595,['滨江家园'],上城-近江,120.211928,30.23888,415,61518,提前预约随时可看,103108391296,65,2室1厅1厨1卫,低楼层 (共7层),67.46㎡,平层,58.14㎡,板楼,南 北,钢混结构,简装,一梯两户,无,2020-04-05,商品房,2012-12-03,普通住宅,满五年,共有,"
                                有抵押 50万元 杭州住房公积金管理中心 客户偿还
                              ",已上传房本照片,190520670488,"
                    此房满五年，两房朝南，南北通透格局好，得房率高
                  ","
                    此房所在位置繁华，小区500米内有联华*市、鲜*果、三桥农贸市场，300米内有中国银行、建设银行、邮政银行、工商银行，1200米左右有妇幼保健院、物美*市、万泰城、天阳亲子广场，小区800米左右到钱塘江，可沿江散步，生活休闲配套完善，生活方便。
                  ",,"
                    小区800米处是近江地铁站，有地铁1号线与4号线，250米处近江六园、耀江福村、钱江路衢江路口等多个公交站，如K29路、K32路、39路、K7171路、80路、K202路、216路（夜间线）、K517路、42路、b支5等等.......可直达西湖、火车东站、湘湖、临平等地
                  ",,,,,,,,,,,
1596,['董家村住宅'],上城-三里亭,120.194921,30.298315,195,37200,提前预约随时可看,103113987252,8,2室1厅1厨1卫,低楼层 (共7层),52.42㎡,平层,47.77㎡,板楼,南,混合结构,精装,一梯三户,无,2021-03-20,商品房,2011-10-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200510831234,"
                    满五年唯一、精装两房、适合刚需、配套齐全、地铁约1000米。
                  ","
                    楼层是中低楼层 老少皆宜的楼层  采光无遮挡 居住舒适 装修也不错 基本可以直接入住进去了
                  ",,"
                    小区旁边有K5路、K40路、K74路、K191路、社区微公交1602路公交经过，可直达六公园、吴山广场、浙大紫金港校区等。小区到闸弄口地铁站约2千米，而且小区离火车东站也较近，约2.2千米。小区边上有多个自行车租赁点，方便骑车出行
                  ",,,"
                    小区生活配套齐全，有三里亭农贸市场、三里家园农贸市场、联华*市、知味观，知味小馆等等，沿街商铺林立，买菜购物方便。小区旁边有邮政储蓄银行、工商银行、杭州联合银行，平安银行等多家银行，小区边上就是闸弄口社区卫生所
                  ",,,,,,,,
1597,['采荷小区芙蓉邨'],上城-采荷,120.201778,30.259255,355,63393,下班后可看,103114162121,4,2室1厅1厨1卫,中楼层 (共6层),56㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-03-29,已购公房,2017-06-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210329ZR920595,"
                    此房房东诚心卖，格局方正，中间楼层，视野开阔，采光好
                  ","
                    小区介绍： 该小区为1988年建成的住宅，内有保安24小时巡逻执勤，菜场第配套设施成熟完善，生活交通十分便利。小区出门100米即是红菱小区公交站，省青春医院公交站 庆春广场地铁口
                  ","
                    农业银行、工商银行、交通银行、中信银行营业网点距离500米内（数据来自百度地图），浙一医院、浙二医院、邵逸夫医院、省青春医院、红会医院2000米内（数据来自百度地图），世纪联华，万象城，庆春银泰距离500米内（数据来自百度地图）。
                  ","
                    地铁口：2号线庆春广场站，公交车：18路，31路，32路，45路，59路，60路，34路，80路，1604路等等多路公交车通过，交通四通八达，出行便利。


                  ",,,,,,,,,,,
1598,['宋都阳光国际'],上城-九堡,120.280525,30.301277,335,38940,有租户需预约,103113207186,2,2室2厅1厨1卫,低楼层 (共23层),86.03㎡,平层,63.2㎡,塔楼,南,钢混结构,简装,两梯三户,有,2021-01-26,商品房,2012-09-03,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,180314819048,"
                    宋都开发商，钱塘江边，三开间朝南，双阳台，满五唯一，诚心出售
                  ","
                    宋都阳光国际整体设计融入人文环境和自然生态，小区人车分流、游泳池，健身区和儿童游乐区。小区园林化、生态式、标志性为一身的沿江高品质生活高尚住宅区。
                  ","
                    浙大邵逸夫医院下沙分院，九堡社区医院 。四季青服装市场，华贸鞋城。金海城购物广场，地铁东城广场；在造国芳购物广场、文化体育馆。离钱塘江隔条马路，欣赏大潮奇观。
                  ","
                    地铁1号线九堡客运站1700米，公交：B1区间;B1线;126路;264路;298路;393路;302路;140路;210路;223路;268路;320路;401路;1703路。开车出行，之江东路、东湖高架、德胜高架到达各个地方。
                  ",,,,,,,,,,,
1599,['景芳二区'],上城-景芳,120.209123,30.275502,300,42296,有租户需预约,103105595538,69,3室1厅1厨1卫,高楼层 (共7层),70.93㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,无,2019-08-04,商品房,2019-07-30,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190804739070,"
                    此房两房朝南。厨房、卫生间、次卧朝北。大三房。非顶底楼
                  ","
                    此房为房改房，满五年不唯一，有个税，需交一笔土地出让金。。。
                  ",,,,,,,,,,"
                    200米左右是世纪联华。2公里范围内是天虹百货，庆春银泰，杭州501大厦，邵逸夫医院庆春院区。
                  ","
                    四号线景芳地铁站200米左右，小区门口就有公交站。200米左右还有景芳公交总站，各路公交车直通杭城。
                  ",,
1600,['紫花苑'],上城-复兴,120.178834,30.218144,205,42035,提前预约随时可看,103115281007,14,2室1厅1厨1卫,中楼层 (共6层),48.77㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,无,2021-05-29,商品房,2017-01-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210529UZ586059,"
                    满五唯一，两房朝南户型，楼层好，视野宽阔，采光充足。
                  ","
                    主卧朝南，厨房有窗，卫生间比较大，很实用，视野开阔，户型正气
                  ",,"
                    交通出行： 地铁4号线：复兴路站，南星桥站 此房出行方便，一出小区门口有20路，30路，62路,196路,198路等公交车站
                  ","
                    
随时可到钱塘江，玉皇山，八卦田，西湖等景区，农贸市场，世纪联华，中行，建行，工商等五大银行，出行方便，生活便利。
                  ",,,,,,,,,,
1601,['近江家园九园'],上城-近江,120.204165,30.240634,395,65053,提前预约随时可看,103114007469,43,2室1厅1厨1卫,中楼层 (共6层),60.72㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯两户,无,2021-03-21,商品房,2008-03-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190518396060,"
                    中间楼层东边套，两房朝南全明户型，
                  ","
                    此房所在位置好，小区有联华*市、三桥农贸市场，有中国银行、工商银行、建设银行、农业银行、杭州银行等多家银行，有老百姓大药房、华东大药房等多家药房，有大型的物美*市，杭州玛利亚医院，万泰城大型的餐饮以及健身娱乐设施，生活比较方便
                  ",,"
                    离地铁一号线四号线近江站138米（来源于百度地图），可直达城站、火车东站、湘湖等地，出行方便，还有多路公交车站（钱江路吴婺江路口站、钱江路衢江路口站、耀江福村站、近江公交站、近江小区站等）。
                  ",,,,,,,,,,,
1602,['机神新村'],上城-闸弄口,120.199405,30.289148,240,40603,提前预约随时可看,103116396417,10,2室1厅1厨1卫,低楼层 (共7层),59.11㎡,平层,55.32㎡,板楼,南,砖混结构,简装,一梯四户,无,2021-08-01,商品房,2016-04-11,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,210801LE033231,"
                    两房朝南，楼层好，诚心出售 近地铁口，配套设施齐全，交通便利
                  ","
                    不喜欢爬高楼的人群，上班人员，近地铁，减少通勤时间 小区生活配套完善
                  ",,"
                    小区出门到闸弄口地铁口400米，有衣之家大型广场，天城路上有904医院。小区出门就是濮家小区公园，南面就是运河公园。适宜居住，生活条件便利。
                  ",,,"
                    濮家公园旁边，旁边117医院，华润万家总部，有衣之家大型广场，天城路上有903医院。小区出门就是濮家小区公园，南面就是运河公园。适宜居住，生活条件便利
                  ",,,,,,,,
1603,['郡原相江公寓'],上城-九堡,120.29260394845,30.303808873102,320,36024,提前预约随时可看,103116392888,3,3室1厅1厨1卫,低楼层 (共24层),88.83㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-08-01,商品房,2016-10-27,普通住宅,满五年,共有,"
                                有抵押 122万元
                              ",已上传房本照片,210730ER815078,"
                    相江公寓边套户型，楼层可以看到江景
                  ","
                    小区 环境优美，居住人群素质高 小区建成于2012年，且小区的容积小，属于低密度社区。 绿城物业，物业管理完善 制度健全，小区内有监控，有保安，保安24小时值班
                  ","
                    
幼儿园，东城农贸市场、邮政银行、建设银行、联华,九堡医院等！杭州华联市，金海城购物广场。四季青服装市场，华贸鞋城 ，东城大世界影院
                  ",,,,,,,,,,,,
1604,['蓝桥名苑'],上城-九堡,120.283452,30.309712,269,28051,提前预约随时可看,103109850671,17,2室2厅1厨1卫,高楼层 (共16层),95.9㎡,平层,73.93㎡,板楼,南 北,框架结构,简装,一梯两户,有,2020-06-21,商品房,2017-09-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200725YK536686,"
                    该房源满五年且唯一，另有车位，高楼层视野好
                  ","
                    11年交付的电梯房，96方大两房，*大客厅，配套齐全，交通便利，邻里氛围融洽
                  ",,"
                    离地铁1号线步行距离800m，9号线2020年底正式开通，步行距离450米，杭州客运站、德胜高架，东湖高架，之江路，金堡街，仁爱路布有公交：365、126、401、357、358、122等
                  ","
                    地铁九号线地铁口（450米，2020年底通），地铁一号线（800米），地铁东城综合体，国芳百货（已开始招商），东尚城（地基已打好），北边德胜高架，东边东湖高架，南边艮山高架
                  ",,,,,,,,,,
1605,['景苑公寓(江干)'],上城-景芳,120.214585,30.27549,292,38533,提前预约随时可看,103116662983,2,2室1厅1厨1卫,高楼层 (共19层),75.78㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-08-16,商品房,1999-09-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210127FV975270,"
                    景芳地铁口，两房朝南，东边套，全明户型，户型方正
                  ","
                    此小区是1998年的房子，楼间距比其他老小区要大得多，采光好，出门就是公交站，地铁口，便利
                  ","
                    两房朝南，东边套，诚心卖，看房方便的，全明户型，价格可谈的。
                  ","
                    
小区有多个公共自行车租赁点，距离火车东站两公里距离，公交有44,47,19.20.27.100.105.18.20.35.50.86.107等公交线路
                  ","
                    （世纪联华、乐购、天虹百货、银泰），医院（邵逸夫医院），银行有（工商，农业，交通，建设）
                  ",,,,,,,,,,
