,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,适宜人群,户型介绍,税费解析,装修描述,售房详情,用水类型,用电类型,燃气价格,别墅类型,交通出行,权属抵押
1310,['广厦天都城天月苑'],临平区-星桥,120.25575072099,30.392100126421,255,18700,提前预约随时可看,103108951041,41,3室2厅1厨2卫,中楼层 (共5层),136.37㎡,平层,暂无数据,板楼,南,混合结构,毛坯,四梯两户,有,2020-05-04,商品房,2017-06-02,普通住宅,满两年,共有,"
                                有抵押 55万元 杭州住房公积金管理中心 业主自还
                              ",已上传房本照片,200506245046,"
                    三开间朝南，采光充足，楼层格局户型好，满两年
                  ","
                    属于星桥街道，位于临平的西面，丁桥的北面，是连接临平副城与主城区的重要通道。天都城天澜所在位置在临丁路侧，到半山和临平都比较便捷。另外旁边还有杭州绕城高速，石大快速路等主干道。
                  ","
                    杭州市余杭区星桥街道社会卫生服务中 心、星桥街道万乐社区卫生服务站、星桥农贸市场、勾庄蔬菜批发部 中国建设银行(藕花洲大街西段)、中国工商银行 联华*市、风起农贸市场天都分场、沃尔玛、600米香榭丽舍大街
                  ","
                    公交车345路到彭埠地铁站，371路到大关小区，535路到武林广场，335路到火车东站还有386路726路767路到临平
                  ",,,,,,,,,,,
1311,['世纪嘉园'],临平区-临平新城,120.322345,30.415569,238,23572,提前预约随时可看,103109204463,100,5室2厅1厨2卫,高楼层 (共6层),100.97㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2020-05-17,商品房,2005-03-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200524813883,"
                    精装修顶跃带阁楼，保养好，户型方正，
                  ","
                    小区户型比较齐全，基本上都是本地人居住，面积有60多到150多的，住户的质素还是比较高的，房子的楼间距比较宽
                  ","
                    旁边是麦吉隆*市，银泰城，欢乐城，余之城购物方便，满足生活吃喝玩乐需要，适合周末和朋友以及家里人一起去休闲
                  ","
                    公共自行车，多路公交车，地铁1号线临平站，东湖高架桥，交通便利，出行方便
                  ",,,,,,,,,,,
1312,['瓶山公寓'],临平区-临平新城,120.308302,30.425941,270,21580,只周末可看,103115874207,4,3室2厅1厨2卫,中楼层 (共6层),125.12㎡,平层,暂无数据,塔楼,南,砖混结构,精装,一梯两户,无,2021-07-01,商品房,2006-06-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200406283351,"
                    此房满五年，中间楼层，自住装修，可拎包入住，西边套
                  ","
                    小区环境安静，适宜居住，人车分流，安全隐患少，方便停车，居住
                  ",,,"
                    盒马生鲜，余杭区第五人民医院，九曲营路步行街，银泰百货，中都广场，大红鹰购物商场
                  ",,,,,,,,,,
1313,['美好桂花星城'],临平区-临平新城,120.32290402202,30.41831664975,250,29398,提前预约随时可看,103116472440,0,2室1厅1厨1卫,高楼层 (共27层),85.04㎡,平层,63.49㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-08-06,商品房,2013-04-11,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210826YI597748,"
                    满五税费少  精装修  目前住了两年多时间 交通便利
                  ","
                    
小区新 绿化到位，环境优美，自带游泳池， 物业管理负责 适合居住 ，停车方便，购物方便，交通便利，美好物业
                  ","
                    房产证是2016年办出的，此户型属于刚需型小三居，中层偏下楼层前面无遮挡，方便老人孩子居住
                  ","
                    交通出行方便.，东湖高架，东湖南路.世纪大道.人民大道.迎宾路.临平地铁站
                  ",,"
                    银泰城、欢乐城、余之城综合体；物美、大润发、永辉 ；余杭区图书馆、江南水乡博物馆、余杭区市民之家、余杭区体育馆、临平大剧院；余杭区人民医院、妇幼保健医院；地铁1号线临平站、公交：309路，339路（临平站）、杭甬高速入口。
                  ",,,,,,,,,
1314,['农机总站宿舍'],临平区-临平新城,120.315446,30.433755,190,18959,提前预约随时可看,103116921159,2,3室2厅1厨1卫,高楼层 (共6层),100.22㎡,平层,暂无数据,板塔结合,南,混合结构,简装,五梯两户,有,2021-08-30,商品房,2002-11-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210831QA297761,"
                    此房满五，三开间朝南，户型方正，有电梯
，诚心出售
                  ","
                    小区外围正在封闭式管理，也在加装电梯，已经翻新好，小区旁边就是菜市场，生活配套齐全，交通十分便利
                  ","
                    梅堰小区环境优美，学风淳朴，设施完善，小区自住为主，多为有孩子的家庭，适合自住带孩子的家庭
                  ",,"
                    菜市场，市场，新天地吃喝玩乐一体化，小区位于临平街上，出行方便，
                  ",,,,,,,,,,
1315,['康庭和苑'],临平区-塘栖,120.23801606002,30.458676637625,204,16314,提前预约随时可看,103113179181,3,3室2厅1厨2卫,高楼层 (共10层),125.05㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,有,2021-01-24,商品房,2018-11-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210126AJ879017,"
                    单价低，户型方正，东边套,房东诚心出售带走道
                  ","
                    康庭和苑，三室两厅一厨一卫，两房朝南一房朝北，简单装修，全明户型，采光无遮挡，拎包入住。
                  ",,,,"
                    小区边上就有公交车站 771跟786路公交车，直达临平南站跟余杭高铁站 去塘栖古镇2公里
                  ",,,,,,,,,
1316,['九龙仓君廷'],临平区-塘栖,120.232762,30.461215,489,21451,提前预约随时可看,103117101667,2,5室2厅1厨2卫,高楼层 (共4层),227.97㎡,,暂无数据,,南,钢混结构,毛坯,,,2021-09-09,商品房,2018-06-12,别墅,满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,171129197418,"
                    楼层好 视野开阔 小区环境安静 大品牌保驾护航
                  ","
                    龙仓君廷项目位于余杭钱江科技城，项目总占地面积为122194平方，总建筑面积约为326180方，由高层和叠拼别墅组成，外立面采用真实漆与石材相结合，英伦乔治亚的风格建筑，秉承了古典主义对称与和谐的原则，在别墅风格的体现上均具备对称、平衡和细装饰精美
                  ","
                    
绿城物业 管理很到位 环境也很好 小区很大 适合老人孩子下楼散步 自带小孩子游乐和老人娱乐设施
                  ","
                    
房屋产权：70年商品房住宅 税费明细：增值税%5.3% 个税：1% 契税：首套1.5%二套2%
                  ","
                    小区500米有菜市场，上学也只有500米左右，余杭中医院600米，100米5万方冰雪综合体（在建），望梅路高架一期已经通车，二期待建中，9号线地铁口昌达路站2.5公里（在建），2.5公里奥特莱斯（在建）
                  ",,"
                    
771到临平地铁站，771A到临平汽车北站、人民广场、图书馆、市民之家，359到大关小区，391到杭州东站，240通宵公交车到临平地铁站 项目东至规划横山港、南至规划康信路，西至09省道、北至兴元路，有多条主干道汇合，路网通畅，通过秋石高架世纪大道等通达市区
                  ",,,,,,叠拼,,
1317,['广厦天都城爵士花园'],临平区-星桥,120.251685,30.384198,290,21756,下班后可看,103111867474,12,3室2厅1厨2卫,中楼层 (共17层),133.3㎡,平层,106.5㎡,板楼,南,钢混结构,毛坯,两梯两户,有,2020-10-22,商品房,2016-03-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201025XZ471015,"
                    此房地铁口 电梯房高层住宅 .
                  ","
                    小区是广厦集团开发的电梯房高层小区 2015年左右时间交付 小区新 楼龄新 物业是天都物业 距离在建三号线地铁口天都城站500米左右距离
                  ","
                    天都城爵士花园 ，三房两厅两卫 ，满足三代人的住房需求，三开间 朝南。
                  ",,,"
                    交通配套齐全 ，公交有371，762，767，535,335,386等 分别开往大关小区 武林广场 火车东站 临平等方向 ，并有在建三号线地铁口天都城站500米， 预计明年年底通车 ，出行方便。
                  ",,,,,,,,,
1318,['远洋路劲上河宸章'],临平区-崇贤,120.182448,30.389575,415,30034,提前预约随时可看,103106844784,10,5室2厅1厨3卫,低楼层 (共10层),138.18㎡,,暂无数据,,南,钢混结构,毛坯,,,2019-11-06,商品房,2019-10-15,别墅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,191106165919,"
                    ：
跃墅户型 上叠 上中下三层带花园 使用率很好
                  ","
                    地铁站350路公交经过半山，北景园，直达打铁关地铁站。 2.B 7快速公交经过拱北大关直达打铁关。 3.342，847，等公交线路经康桥拱北，直达大关。 4.自驾出行1公里处可上秋石高架，4公里处可上上塘高架
                  ",,"
                    
新小区有多项税费：个税1%、综合税5.3%、契税1.5%/2%
                  ",,,,,,,,,独栋,"
                    余杭农村合作银行崇贤支行、中国工商银行杭州崇贤支行、中国工商银行餐厅:黑鱼馆、崇贤黑鱼面、广豪家常菜馆、清水鱼馆、胜群饭店。 银行:余杭农村合作银行24ATM、中国农业银行崇贤支行。 *市:好邻居水果*市、联华*市崇贤店
                  ",
1319,['绿城蓝庭东区'],临平区-东湖,120.280382,30.434051,326,22602,提前预约随时可看,103111987880,67,3室2厅1厨2卫,低楼层 (共11层),144.24㎡,平层,120.83㎡,板楼,南,钢混结构,毛坯,一梯两户,有,2020-10-30,商品房,2011-01-17,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,201031AM114419,"
                    户型方正  纯毛坯 业主诚心卖 因为不在这边发展  考虑置换
                  ","
                    绿城品质小区  环境好  安全率高 老人小孩都适合居住 价格可以商量
                  ","
                    一本证 得房率高  每个房间都有一个阳台 有钥匙随时可以看   .
                  ",,,"
                    纯毛坯  可以根据自己喜欢的装修风格来装修  装修质量看的见
                  ",,,,,,,,,
1320,['理想家园'],临平区-临平新城,120.31634967342,30.435007333112,350,25153,提前预约随时可看,103116879993,10,4室1厅1厨2卫,高楼层 (共18层),139.15㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-08-28,商品房,2019-05-06,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,190329137150,"
                    理想家园边套户型自住装修楼层高采光充足看房方便
                  ","
                    楼层高采光好 居家装修的 边套户型正气 可以直接拎包入住的 看房提前联系
                  ",,,"
                    房子没有满五年有税 抵押有可以自己偿还的 或者跟客户沟通的 诚心出售
                  ","
                    房子目前是过户到她姨夫名下的 想着急卖掉的 在换其他的房子 也是诚心的
                  ",,,"
                    此房适合改善的家庭 房子面积大，户型好，房间多 居住起来 舒适
                  ",,,,,,
1321,['华鼎君临天峯'],临平区-临平新城,120.314045,30.404605,420,30314,提前预约随时可看,103116699438,1,3室2厅1厨2卫,低楼层 (共31层),138.55㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,2021-08-18,商品房,2017-01-07,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,210607BH664914,"
                    此房纯毛坯，方便自行装修，带有露台，采光好
                  ","
                    占地面积：32345 ㎡ 建筑类别：高层 总户数：532套（包括529套高层公寓和3套排屋） 土地使用年限：住宅70年 开发商：浙江华鼎房地产开发有限公司
                  ","
                    医疗：余杭区人民医院 余杭区妇幼保健院 余杭区第五人民医院 生活：余之城 华元欢乐城 理想银泰城 三大百万方综合体 公园：东湖公园 临平公园 水景公园 等等
                  ","
                    
公交K386、K509、K760、K763、K769、K786、K507到临平南站 地铁1号线临平站和南苑站
                  ",,,,,,,,,,,
1322,['旭辉时代城'],临平区-崇贤,120.169266,30.390008,380,31957,提前预约随时可看,103114998627,0,3室2厅1厨2卫,低楼层 (共34层),118.91㎡,平层,暂无数据,板楼,东 南,钢混结构,毛坯,两梯四户,有,2021-05-13,商品房,2019-08-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210616WJ733981,"
                    楼层好，视野宽阔，采光充足，交通便利
                  ","
                    小区1公里范围内有上亿广场，物美大卖场，万达影院，一点点，星巴克，老娘舅等 公园有余杭区宪法主题公园（卧龙浜公园)
                  ",,"
                    次新小区，毛坯节省装修拆除费用和时间成本和精力.........
                  ",,,,"
                    小区50米范围就有公交车站，车次有347.342.350.b7.147.397.可以直达武林广场，和平广场，大关，朝晖，换乘地铁1号线和5号线
                  ",,,,,,,
1323,['东田擎天半岛'],临平区-星桥,120.27883172148,30.406051810299,235,26684,提前预约随时可看,103112828963,1,3室2厅1厨1卫,低楼层 (共33层),88.07㎡,暂无数据,68.15㎡,板楼,南,钢混结构,简装,两梯四户,有,2020-12-28,商品房,2014-04-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210310KU538944,"
                    小区品质高，环境好，物业贴心；户型方正，业主诚心卖
                  ","
                    东田擎天半岛位于杭州城东北的临平主城区，北靠藕花洲大街，南临临丁路延伸线，有地铁1号线的临平站和余杭高铁站，多路公交直达杭州市，交通便捷；既有临平山景，又有河景。
                  ","
                    擎天半岛距武林广场约18公里，临丁路、沈半路、秋石、留石快速路等将项目与杭州顺畅连接；公交K371到星桥村站下、K535至终点站下可到本小区。
                  ",,,,,,,,,,,,
1324,['东田擎天半岛'],临平区-星桥,120.27883172148,30.406051810299,220,24930,提前预约随时可看,103116845976,4,3室2厅1厨1卫,高楼层 (共22层),88.25㎡,平层,68.29㎡,板塔结合,东南,钢混结构,简装,两梯四户,有,2021-08-26,商品房,2014-06-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210903BI745787,,,,,,,,,,,,,,,
1325,['伊世纪城市花园'],临平区-东湖,120.308832,30.436353,235,21517,提前预约随时可看,103116486463,16,3室2厅1厨2卫,高楼层 (共6层),109.22㎡,平层,99.48㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-08-07,商品房,2009-11-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210717SN481811,"
                    满五唯一  房龄新   小区环境好   精装修家电家具全
                  ","
                    小区环境好   体量大   绿化高     老城区2007建成的小区   比较新的小区   
                  ","
                    三房全明户型  客厅和主卧朝南   两厅两卫   户型正气  格局好   
                  ",,,"
                    满五唯一的房子  交易税费少        ，，，，，，，，，，，  ，，，，，，，，，，，，，
                  ","
                    房子是五年内的精装修  自己住的   保养很干净清爽   家具家电全
                  ","
                    房子没有抵押   交易安全   ，，，，，，，，，，  ，，，，，，，，，，，，
                  ",,,,,,,
1326,['绿城蓝庭西区'],临平区-东湖,120.273829,30.431542,520,33607,提前预约随时可看,103116777340,14,4室2厅1厨2卫,中楼层 (共5层),154.73㎡,平层,136.92㎡,板塔结合,南 北,钢混结构,精装,一梯两户,无,2021-08-22,商品房,2016-06-07,普通住宅,满五年,共有,"
                                有抵押 80万元 业主自还
                              ",已上传房本照片,210708RL432212	,"
                    蓝庭洋房一本证，中间楼层，精装修，不靠马路，避喧习静
                  ","
                    绿城蓝庭西区总占地面积640亩，总建筑面积70万平方米，小区环境好，空气清新，绿化面积大，配套设施成熟。小区以休闲住宅为规划主题，延续了绿城产品的传统特色，如人车分流、宽大的花园等，贴近自然。小区分5个区域，蔷薇院，紫萝院，橡树院，凌霄院，品蓝轩
                  ","
                    这是多层花园洋房，东边套，四楼（顶层），视野开阔，空间宽敞，户型通透，采光足，四室两厅格局，功能分区合理，有着层高优势打造的储物间，一拖五的central空调，并且女儿房有着自己的单独空调和小阁楼，房屋冬暖夏凉，温馨舒适，创造了幸福惬意居住环境
                  ","
                    房子产权：房子是70年产权的一本证商品房住宅。 税费金额：个税1%和契税1.5%（首套）或者契税2%（二套），房子满五年了，没有增值税。
                  ",,"
                    小区楼下有底商可以满足日常的生活需求。距离1公里有蓝江农贸市场，有两层，里面有各类菜品。距离小区1.8公里有万宝城综合体，主要分为步行街和内部商场。步行街主要经营餐饮类商铺，商场内-1层是永辉，地上1-6层涵盖美食、购物、亲子、休闲娱乐场所。
                  ","
                    小区南门，北门口都有公交站台。班车比较多，344流水北苑，391到火车东站，473到屯里站，431,421到临平人民书店,359到大关小区，771到达临平地铁站，小区距离最近的9号线的北沙路地铁站约1.8公里。小区500向北望梅高架上口，大幅度缩短了到市区的车程
                  ",,,,,,,,
1327,['嘉丰万悦城'],临平区-东湖,120.307155,30.467095,205,22983,提前预约随时可看,103117101402,2,3室2厅1厨1卫,高楼层 (共28层),89.2㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯三户,有,2021-09-09,商品房,2017-06-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210909GR527795,"
                    房子中间套户型 楼层好采光日照好 自住精装修
                  ","
                    人车分流，人文环境好 首付不高，付款方式不限 楼层好，配套齐全，有菜场 公园 带电梯
                  ",,"
                    
秋石快速路→半山隧道→320国道→东湖北路； 上塘高架→绕城高速或半山隧道→320国道→东湖北路； 石大快速线→世纪大道→东湖北路； 地铁坐到临平站然后转769、772至东湖北路兴旺工业城站下车即到； 776、798路
                  ","
                    
总建筑面积50万方 包括高层公寓 主题广场 酒店办公楼 购物 慢生活街区 国际影院等物业形态，集居住、购物、餐饮、办公、休闲、娱乐于一体。 装修描述： 业主精装自住，装修挺不错的，也很清爽
                  ",,,,,,,,,,
1328,['众安理想湾'],临平区-东湖,120.275814,30.441259,240,18867,提前预约随时可看,103109033843,11,3室2厅1厨2卫,中楼层 (共32层),127.21㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2020-05-08,商品房,2017-07-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200508530081,"
                    此房中间楼层，三房两卫的户型，户型方正通透的
                  ","
                    万宝城、沃尔玛*市、江南家居、杭州湾建材城、中都广场、银泰购物 医院：余杭区人民医院、余杭仁济医院、余杭区第五人民医院、余杭区妇幼保健院等 银行：建行、农行、工行、中行、余杭农村合作银行
                  ",,"
                    该小区有环保公共自行车、共享单车，多条公交线路240、330、771、786、796等
                  ",,,,,,,,,,,
1329,['绿城莲园'],临平区-东湖,120.29448,30.442878,330,25604,下班后可看,103116635052,7,3室2厅1厨2卫,高楼层 (共25层),128.89㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-08-15,商品房,2016-12-05,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210815SM631891	,"
                    开发商统一的精装修，小区人车分流适合自住
                  ","
                    
自住 老人家和小孩住在小区会比较安全，人车分流的，生活配套也齐全，交通也方便
                  ",,,"
                    三室户型 东边套户型户型 全明亮 采光视野都很好 价格美丽 诚心出售
                  ","
                    开发商统一的精装修 没怎么住过人，业主保养的还是很好的 可以直接拎包入住的
                  ",,,,,,,,,
1330,['恒基旭辉府'],临平区-崇贤,120.14265298131,30.389746035979,285,28336,提前预约随时可看,103114402093,2,3室2厅1厨2卫,低楼层 (共8层),100.58㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2021-04-10,商品房,2017-03-03,普通住宅,满两年,非共有,"
                                有抵押 91万元
                              ",已上传房本照片,190419167820,"
                    窗外是郁郁葱葱的树，满眼的绿色，空气清新
                  ","
                    小区环境好，绿化面积多，兼容各年龄层，从婴儿到老人，南门进去是一片绿油油的草地，坐落这一条议事长廊，有太阳的日子，这里坐满了老人和孩子，老人一边晒太阳，一边看自家的小孩，也有在这下棋的，再进去就是一条林荫路，除了本来的绿化树，还有2019年z..
                  ",,,"
                    个税：1%
契税：该套房产证是2017年3月3号办的，故不满五年，面积是100.58方，在2021年9月1号之前，首套 1.5%，二套：2%
增值税：5.3%
                  ",,,,,,,,,,
1331,['原舍花苑'],临平区-塘栖,120.19358224297,30.475215878643,230,18041,提前预约随时可看,103110985844,33,3室2厅1厨2卫,中楼层 (共6层),127.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2020-08-28,商品房,2008-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200828RN307333,"
                    房子精装 节省装修的时间和精力 采光好 视野开阔
                  ","
                    小区全天物业 环境优美 门口就是幼儿园 小区生活配套齐全，小区内高层与排屋 均匀分布著 环境优美
                  ","
                    三房两厅 双卫 三开朝南 客厅带阳台 一梯两户得房率高  中间楼层 总高6层 洋房小区有排屋
                  ",,,"
                    交通方便 秋石高架口旁 塘栖公交总站就在北面700米 有432，342，350等到杭州的公交，还有786，771等到临平的公交
                  ",,,,,,,,,
1332,['中梁百悦城'],临平区-东湖,120.278616,30.44375,283,20716,提前预约随时可看,103115755177,8,3室2厅1厨2卫,中楼层 (共28层),136.61㎡,平层,暂无数据,塔楼,南,混合结构,毛坯,两梯两户,有,2021-06-25,商品房,2017-01-17,普通住宅,满两年,共有,"
                                有抵押 68万元
                              ",已上传房本照片,180828581458,"
                    小区中间位置 边套户型 布局合理 随时看房
                  ","
                    万宝城、沃尔玛市、江南家居、杭州湾建材城、余杭区人民医院、余杭仁济医院、余杭区第五人民医院、余杭区妇幼保健院等 银行：建行、农行、工行、中行、余杭农村合作银行
                  ",,"
                    771到临平地铁站， 771A到临平汽车南站和人民广场 359到大关小区 391到杭州东站
                  ",,,,,,,,,,,
1333,['东田擎天半岛'],临平区-星桥,120.27883172148,30.406051810299,290,20871,提前预约随时可看,103106916466,21,3室2厅1厨2卫,中楼层 (共29层),138.95㎡,平层,110.87㎡,板塔结合,南,钢混结构,毛坯,两梯两户,有,2019-11-12,商品房,2015-02-05,普通住宅,满五年,非共有,"
                                有抵押 63万元 中国建设银行余杭支行
                              ",已上传房本照片,180913041583,"
                    满二，诚心卖，远离铁路，楼层好，视野好，看房方便。
                  ","
                    东田擎天半岛位于杭州城东北的临平主城区，北靠藕花洲大街，南临临丁路延伸线，有地铁1号线的临平站和余杭高铁站，多路公交直达杭州市，交通便捷；既有临平山景，又有河景
                  ","
                    三房设计，三开间朝南一间朝北，夹边套户型。通透设计，采光好，视野好。
                  ",,,"
                    星桥桂花城距武林广场约18公里，临丁路、沈半路、秋石、留石快速路等将项目与杭州顺畅连接；公交K371到星桥村站下、K535至终点站下可到本案，K2、K7通达临平城区
                  ",,,,,,,,,
1334,['理想银泰城'],临平区-临平新城,120.309716,30.411395,420,31682,有租户需预约,103112283733,30,4室2厅1厨1卫,高楼层 (共47层),132.57㎡,平层,102.58㎡,板楼,南,钢混结构,简装,三梯四户,有,2020-11-19,商品房,2017-07-28,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,201203YV594963,"
                    
诚心出售，高楼层， 交通方便 生活配套全
                  ","
                    
想银泰城位于杭州市临平新城CBD中，，集酒店、公寓、住宅、写字楼于一体，地下购物街和地铁出口直接相连，并贯通一号线地下入口，地下车库及充足车位
                  ","
                    
小区人车分离，环境优美，保安24小时值班，小区南门东湖漫道，小区北门是水景公园和余杭妇幼保健院。。小区南门是余杭医院
                  ","
                    
出行交通方便。可乘地铁直达杭州主城区，未来两条地铁；并配有秋石高架，东湖高架等，自驾方便，
                  ",,,,,,,,,,,
1335,['华鼎豪园'],临平区-临平新城,120.317846,30.413355,580,26498,提前预约随时可看,103113025686,48,5室2厅1厨3卫,低楼层 (共3层),218.89㎡,复式,193.06㎡,塔楼,南,混合结构,简装,一梯两户,无,2021-01-12,商品房,2014-01-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,190930059867,"
                    此房满5年，交通便利，配套设施好，户型格局好
                  ","
                    小区环境好，绿化不错，环境清新，比较适合家庭人数较多的居住，考虑长期自住的
                  ","
                    看房提前预约，一般都可以看的，有人住的。随时可以签约，业主这边没有特殊要求
                  ","
                    交通便利，出门就是公交站，通往市区，距离地铁口、高架、高铁近，可以满足日常出行需求
                  ","
                    有余杭区人民医院，临平银泰城，广发银行，中国银行，工商银行等
                  ",,,,"
                    房子位于临平新区，生活交通方便，适合定居，家庭人数较多的客户可以考虑一下
                  ",,,,,,
1336,['东冠逸景花苑'],临平区-乔司,120.296053,30.352021,258,28983,提前预约随时可看,103112261630,84,3室1厅1厨1卫,低楼层 (共6层),89.02㎡,平层,89㎡,板楼,南,钢混结构,精装,一梯两户,无,2020-11-17,商品房,2012-07-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200517773584,"
                    房子有架空层 架空层是地下室有采光改造多功能厅
                  ","
                    小区是2013年建成的，共有17幢，除了7幢外，都是一梯两户。小区户型大部分是两房户型，其中8-14幢是无电梯的，其他楼幢是有电梯的
                  ","
                    商场有乔司农贸市场，世纪联华；医院有余杭第1人民医院乔司分院，杭州余杭九乔综合门诊部；小吃店，理发店，服装店，旅馆等比较周全
                  ","
                    业主自己住的装修，装修大概花了25万左右，材料都是业主自己精心挑选的
                  ",,,,"
                    距离乔司地铁站630米（来源于百度地图），公交车站有乔司街道站，距离340米（来源于百度地图），乔司街道站有公交398路和770路，距离外乔司公交站290米（来源于百度地图），外乔司公交线路有309路，399路，783路。驾车有东湖高架路和杭州绕城高速，方便出.
                  ",,,,,,,
1337,['广厦天都城天河苑'],临平区-星桥,120.2531939404,30.393645744961,143,19483,提前预约随时可看,103115301159,65,2室1厅1厨2卫,高楼层 (共5层),73.4㎡,跃层,暂无数据,板楼,东,钢混结构,简装,一梯五户,无,2021-05-30,商品房,2013-09-03,普通住宅,满五年,非共有,"
                                有抵押 58万元
                              ",已上传房本照片,210531YJ801269,"
                    此房满五年 朝东 顶跃户型 户型方正 房东诚心出售
                  ","
                    
天都城规划占地面积7000余亩，总建筑面积480万平方米，规划居住人口近10万人，是以法兰西文化为城市文化的新城区，小区环境清幽，适合居住小区绿化多，树木多而不杂，每排房屋之间采光都很好，位于天都城铁塔和公园中间，无论出行还是游玩都很方便。
                  ","
                    杭州市余杭区星桥街道社会卫生服务站、星桥街道万乐社区卫生服务站、星桥农贸市场、中国建设银行(藕花洲大街西段)、中国工商银行、发到家*市、寰耀影城（天都城店）、香榭大街。
                  ","
                    
公交535路到武林广场、371路到大关小区、335路到火车东站、345路到地铁彭埠站、359路到大关，762和767可以到达新纺路。天都城将开通社区巴士直通地铁站；地铁三号线正在施工，2021年底开通运行，穿天都城而过并设置站点；留石快速、秋石快速，同协路。
                  ",,,,,,,,,,,
1338,['赵家弄(余杭)'],临平区-临平新城,120.31221485201,30.4266420743,158,22282,提前预约随时可看,103114016827,122,3室2厅1厨1卫,中楼层 (共6层),70.91㎡,平层,暂无数据,板塔结合,南,混合结构,精装,一梯三户,无,2021-03-21,商品房,2001-09-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210320UE518758,"
                    此房zhongjian楼层，距离北大街，东湖路商圈都比较近，生活便..
                  ","
                    该小区约90年前后，位于东湖路和东大街交叉口，小区旁边就是北大街中都广场，生活比较便利。
                  ","
                    2房朝南，采光较好。厨房卫生间在北面，全明户型。客餐厅一体，空间利用较高。
                  ",,,"
                    ：北面史家逮口袋公园，西面：北大街商圈，中都广场，老银泰，步行街；东面：东湖中路，庙东商圈
                  ",,,,,,,,,
1339,['金桥花苑'],临平区-临平新城,120.308658,30.414647,260,25687,提前预约随时可看,103116968312,3,2室2厅1厨1卫,中楼层 (共5层),101.22㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-09-02,商品房,2003-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201120CL292015,"
                    此房满五 楼层好 装修清爽 不沿马路 诚心出售
                  ","
                    位于杭州市临平新城，位于杭州市地铁九号线临平站200米（来自百度地图），集酒店、公寓、住宅、写字楼于一体，地下购物街和地铁出口直接相连，并贯通一号线地下入口，地下车库及充足车位，集居住，商务和娱乐休闲 为一体占尽新经济。
                  ","
                    此房为大二房，一房朝南，一房朝北，中间楼层，无遮挡采光好. 、配套齐全
                  ",,,"
                    人民医院、妇幼保健医院、第五人民医院银行：中国银行、工商银行、建设银行、农业银行、杭州银行其他：文化艺术、李菊体育、人民广场、余杭图书馆、水景公园、临平山公园小区内部配套：银泰大，休闲、娱乐、健身、早教等各类系列配套1公里范围配套3家大型。
                  ",,,,,,,,,
